area_code,year,waste_separate_collection_pct
ITF42,2017,47.3
ITF42,2018,52.5
ITF42,2019,57.9
ITF42,2020,59.8
ITF42,2022,61.4
ITF42,2023,63.6
ITF43,2004,6.3
ITF43,2005,6.1
ITF43,2006,7.1
ITF43,2007,5.7
ITF43,2008,6.8
ITF43,2009,9.2
ITF43,2010,9.8
ITF43,2011,11.3
ITF43,2012,11.3
ITF43,2014,18.8
ITF43,2015,24.8
ITF43,2016,29.5
ITF43,2017,32.9
ITF43,2018,37.9
ITF43,2020,49.4
ITF43,2022,54.5
ITF43,2023,51.5
ITF44,2004,4.5
ITF44,2005,8.0
ITF44,2006,8.5
ITF44,2007,9.1
ITF44,2008,9.3
ITF44,2010,16.2
ITF44,2011,25.0
ITF44,2012,28.0
ITF44,2013,42.4
ITF44,2014,47.7
ITF44,2015,47.6
ITF44,2016,49.2
ITF44,2017,50.8
ITF44,2020,62.4
ITF44,2022,60.6
ITF44,2023,60.3
ITF45,2004,7.5
ITF45,2005,7.6
ITF45,2006,7.1
ITF45,2007,9.1
ITF45,2008,12.4
ITF45,2009,16.6
ITF45,2010,16.6
ITF45,2011,17.6
ITF45,2012,17.8
ITF45,2013,18.5
ITF45,2014,20.3
ITF45,2015,24.0
ITF45,2016,27.1
ITF45,2017,31.1
ITF45,2018,41.0
ITF45,2020,57.2
ITF45,2021,62.2
ITF45,2022,63.8
ITF45,2023,63.9
ITF5,2004,5.7
ITF5,2005,6.5
ITF5,2006,7.6
ITF5,2008,9.1
ITF5,2010,13.3
ITF5,2011,18.0
ITF5,2012,21.9
ITF5,2013,25.8
ITF5,2014,27.6
ITF5,2015,30.9
ITF5,2016,39.2
ITF5,2017,45.3
ITF5,2019,49.4
ITF5,2020,56.4
ITF5,2021,62.7
ITF5,2022,63.7
ITF5,2023,64.9
ITF51,2004,7.0
ITF51,2005,7.3
ITF51,2006,8.3
ITF51,2007,9.4
ITF51,2008,10.7
ITF51,2010,14.8
ITF51,2011,20.2
ITF51,2012,24.9
ITF51,2014,31.9
ITF51,2015,35.0
ITF51,2016,42.5
ITF51,2017,49.5
ITF51,2018,52.3
ITF51,2019,56.8
ITF51,2020,61.7
ITF51,2022,62.7
ITF51,2023,63.8
ITF52,2004,4.0
ITF52,2005,5.0
ITF52,2006,6.5
ITF52,2007,6.0
ITF52,2008,6.3
ITF52,2009,9.8
ITF52,2010,10.5
ITF52,2011,14.7
ITF52,2012,17.4
ITF52,2014,20.9
ITF52,2015,24.5
ITF52,2016,34.3
ITF52,2017,38.9
ITF52,2018,39.8
ITF52,2019,38.7
ITF52,2020,48.1
ITF52,2021,63.0
ITF52,2022,65.4
ITF52,2023,66.6
ITF6,2004,9.0
ITF6,2005,8.6
ITF6,2006,8.1
ITF6,2008,12.7
ITF6,2010,12.5
ITF6,2011,12.6
ITF6,2012,14.6
ITF6,2013,14.8
ITF6,2014,18.6
ITF6,2015,25.0
ITF6,2016,33.2
ITF6,2017,39.6
ITF6,2019,47.9
ITF6,2020,51.5
ITF6,2021,53.1
ITF6,2022,54.6
ITF6,2023,55.1
ITF61,2004,8.6
ITF61,2005,7.4
ITF61,2006,8.5
ITF61,2007,10.7
ITF61,2008,13.6
ITF61,2009,13.2
ITF61,2010,14.1
ITF61,2011,14.5
ITF61,2012,19.8
ITF61,2014,26.9
ITF61,2015,35.3
ITF61,2016,42.8
ITF61,2017,49.6
ITF61,2019,58.6
ITF61,2020,59.9
ITF61,2022,60.4
ITF61,2023,58.9
ITF62,2004,6.6
ITF62,2005,8.4
ITF62,2006,7.4
ITF62,2007,7.9
ITF62,2008,13.0
ITF62,2010,11.0
ITF62,2011,11.7
ITF62,2012,10.4
ITF62,2014,10.7
ITF62,2015,15.0
ITF62,2016,18.2
ITF62,2017,22.9
ITF62,2018,27.3
ITF62,2020,32.7
ITF62,2021,35.5
ITF62,2022,38.9
ITF62,2023,43.9
ITF63,2004,7.9
ITF63,2005,8.3
ITF63,2006,7.6
ITF63,2007,8.0
ITF63,2008,15.7
ITF63,2010,13.0
ITF63,2011,13.3
ITF63,2012,13.6
ITF63,2013,16.0
ITF63,2014,18.3
ITF63,2015,22.6
ITF63,2016,38.8
ITF63,2017,47.8
ITF63,2018,52.0
ITF63,2019,54.4
ITF63,2020,61.7
ITF63,2022,65.1
ITF63,2023,65.5
ITF64,2004,7.9
ITF64,2005,9.9
ITF64,2006,5.9
ITF64,2007,6.6
ITF64,2008,8.8
ITF64,2009,10.4
ITF64,2010,11.4
ITF64,2011,13.1
ITF64,2012,12.5
ITF64,2013,14.7
ITF64,2014,16.3
ITF64,2015,19.1
ITF64,2016,23.9
ITF64,2017,32.8
ITF64,2018,36.8
ITF64,2019,41.4
ITF64,2020,53.9
ITF64,2022,61.3
ITF64,2023,59.4
ITF65,2004,11.5
ITF65,2005,10.0
ITF65,2006,8.9
ITF65,2007,9.1
ITF65,2008,10.2
ITF65,2009,10.5
ITF65,2010,10.9
ITF65,2011,9.8
ITF65,2012,10.7
ITF65,2013,8.3
ITF65,2014,11.7
ITF65,2015,18.8
ITF65,2016,24.9
ITF65,2017,28.7
ITF65,2018,33.5
ITF65,2019,36.3
ITF65,2020,37.8
ITF65,2021,38.4
ITF65,2022,42.6
ITF65,2023,44.6
ITFG,2004,8.1
ITFG,2005,8.8
ITFG,2006,10.2
ITFG,2007,11.6
ITFG,2008,14.7
ITFG,2009,19.1
ITFG,2010,21.2
ITFG,2011,23.9
ITFG,2012,26.5
ITFG,2013,28.8
ITFG,2014,31.3
ITFG,2015,33.6
ITFG,2016,37.6
ITFG,2017,41.9
ITFG,2018,46.1
ITFG,2019,50.6
ITFG,2020,53.5
ITFG,2021,55.8
ITFG,2022,57.5
ITFG,2023,58.9
ITG,2004,5.4
ITG,2005,6.7
ITG,2006,9.8
ITG,2007,11.4
ITG,2008,13.5
ITG,2009,15.8
ITG,2010,17.9
ITG,2011,19.7
ITG,2012,21.6
ITG,2013,22.0
ITG,2014,22.0
ITG,2015,23.0
ITG,2016,26.0
ITG,2017,31.6
ITG,2018,38.8
ITG,2019,47.2
ITG,2020,50.3
ITG,2021,54.4
ITG,2022,57.5
ITG,2023,60.5
ITG1,2004,5.4
ITG1,2005,5.7
ITG1,2006,6.6
ITG1,2008,6.7
ITG1,2009,7.3
ITG1,2010,9.4
ITG1,2011,11.2
ITG1,2012,13.2
ITG1,2013,13.1
ITG1,2014,12.5
ITG1,2015,12.8
ITG1,2016,15.4
ITG1,2017,21.7
ITG1,2019,38.5
ITG1,2020,42.3
ITG1,2021,47.5
ITG1,2022,51.5
ITG1,2023,55.2
ITG11,2004,5.6
ITG11,2005,7.3
ITG11,2006,8.7
ITG11,2007,7.7
ITG11,2008,11.6
ITG11,2010,26.7
ITG11,2011,25.0
ITG11,2012,24.9
ITG11,2013,25.8
ITG11,2014,24.2
ITG11,2015,24.3
ITG11,2016,25.4
ITG11,2017,31.2
ITG11,2020,65.2
ITG11,2022,77.0
ITG11,2023,78.0
ITG12,2004,7.0
ITG12,2005,5.6
ITG12,2006,9.2
ITG12,2007,6.6
ITG12,2008,6.5
ITG12,2010,6.8
ITG12,2011,8.9
ITG12,2012,9.3
ITG12,2013,9.2
ITG12,2014,7.8
ITG12,2015,7.8
ITG12,2016,10.4
ITG12,2017,17.3
ITG12,2019,29.0
ITG12,2020,29.4
ITG12,2022,34.9
ITG12,2023,36.7
ITG13,2004,2.5
ITG13,2005,2.5
ITG13,2006,2.8
ITG13,2007,3.6
ITG13,2008,4.7
ITG13,2010,7.5
ITG13,2011,8.3
ITG13,2012,8.3
ITG13,2013,8.4
ITG13,2014,8.4
ITG13,2015,10.1
ITG13,2016,14.3
ITG13,2017,20.8
ITG13,2020,38.6
ITG13,2022,58.2
ITG13,2023,63.3
ITG14,2004,6.2
ITG14,2005,7.3
ITG14,2006,9.2
ITG14,2007,10.8
ITG14,2008,10.7
ITG14,2010,12.9
ITG14,2011,13.8
ITG14,2012,13.8
ITG14,2014,13.2
ITG14,2015,14.1
ITG14,2016,17.3
ITG14,2017,24.5
ITG14,2018,40.5
ITG14,2019,49.1
ITG14,2020,52.1
ITG14,2021,54.4
ITG14,2022,57.4
ITG14,2023,60.9
ITG15,2004,4.5
ITG15,2005,4.0
ITG15,2006,4.1
ITG15,2007,4.4
ITG15,2008,5.5
ITG15,2010,9.2
ITG15,2011,10.8
ITG15,2012,14.0
ITG15,2013,14.6
ITG15,2014,14.9
ITG15,2015,20.7
ITG15,2016,23.0
ITG15,2017,36.3
ITG15,2020,55.0
ITG15,2022,59.8
ITG15,2023,64.5
ITG16,2004,5.5
ITG16,2005,7.3
ITG16,2006,7.0
ITG16,2007,6.8
ITG16,2008,4.8
ITG16,2009,3.4
ITG16,2010,1.7
ITG16,2011,2.9
ITG16,2012,4.8
ITG16,2013,6.0
ITG16,2014,6.1
ITG16,2015,10.8
ITG16,2016,11.0
ITG16,2017,11.3
ITG16,2018,36.9
ITG16,2020,54.8
ITG16,2022,63.3
ITG16,2023,65.9
ITG17,2004,4.6
ITG17,2005,6.1
ITG17,2006,5.1
ITG17,2007,6.1
ITG17,2008,6.3
ITG17,2010,8.3
ITG17,2011,11.6
ITG17,2012,18.3
ITG17,2013,17.5
ITG17,2014,16.8
ITG17,2015,14.7
ITG17,2016,18.1
ITG17,2017,23.4
ITG17,2018,30.3
ITG17,2019,35.4
ITG17,2020,36.8
ITG17,2022,47.0
ITG17,2023,55.8
ITG18,2004,8.5
ITG18,2005,7.8
ITG18,2006,7.9
ITG18,2007,7.1
ITG18,2008,7.0
ITG18,2010,8.5
ITG18,2011,11.2
ITG18,2012,13.9
ITG18,2014,14.3
ITG18,2015,14.8
ITG18,2016,16.7
ITG18,2017,21.6
ITG18,2019,57.8
ITG18,2020,62.5
ITG18,2022,68.1
ITG18,2023,68.3
ITG19,2004,4.1
ITG19,2005,4.7
ITG19,2006,3.4
ITG19,2007,3.5
ITG19,2008,4.0
ITG19,2010,6.1
ITG19,2011,7.1
ITG19,2012,6.7
ITG19,2013,7.1
ITG19,2014,7.8
ITG19,2015,7.9
ITG19,2016,9.3
ITG19,2017,15.3
ITG19,2018,26.2
ITG19,2019,36.4
ITG19,2020,44.9
ITG19,2021,49.9
ITG19,2022,52.4
ITG19,2023,52.7
ITG2,2004,5.3
ITG2,2005,9.9
ITG2,2006,19.8
ITG2,2008,34.7
ITG2,2009,42.5
ITG2,2010,44.9
ITG2,2011,47.1
ITG2,2012,48.5
ITG2,2013,50.9
ITG2,2014,53.0
ITG2,2015,56.4
ITG2,2016,60.2
ITG2,2017,63.1
ITG2,2019,73.3
ITG2,2020,74.5
ITG2,2021,74.9
ITG2,2022,75.9
ITG2,2023,76.3
ITG25,2004,4.9
ITG25,2005,7.0
ITG25,2006,12.3
ITG25,2007,19.8
ITG25,2008,30.9
ITG25,2009,34.9
ITG25,2010,37.7
ITG25,2011,43.1
ITG25,2012,44.0
ITG25,2013,46.6
ITG25,2014,49.4
ITG25,2015,50.5
ITG25,2016,54.0
ITG25,2017,61.8
ITG25,2018,66.2
ITG25,2020,70.7
ITG25,2021,71.5
ITG25,2022,71.9
ITG25,2023,71.1
ITG26,2004,6.0
ITG26,2005,11.3
ITG26,2006,21.5
ITG26,2007,27.4
ITG26,2008,32.3
ITG26,2010,49.9
ITG26,2011,50.1
ITG26,2012,56.1
ITG26,2013,58.2
ITG26,2014,60.1
ITG26,2015,62.7
ITG26,2016,66.9
ITG26,2017,72.1
ITG26,2018,74.7
ITG26,2019,78.1
ITG26,2020,78.0
ITG26,2022,79.4
ITG26,2023,79.6
ITG27,2004,5.1
ITG27,2005,9.7
ITG27,2006,19.7
ITG27,2007,27.6
ITG27,2008,35.6
ITG27,2010,46.7
ITG27,2011,49.1
ITG27,2012,49.5
ITG27,2013,50.7
ITG27,2014,52.1
ITG27,2015,52.7
ITG27,2016,55.7
ITG27,2017,51.9
ITG27,2018,57.8
ITG27,2020,73.7
ITG27,2022,76.4
ITG27,2023,78.2
ITG28,2004,7.3
ITG28,2005,20.7
ITG28,2006,33.7
ITG28,2007,37.2
ITG28,2008,40.6
ITG28,2010,60.9
ITG28,2011,61.0
ITG28,2012,63.8
ITG28,2013,63.1
ITG28,2014,64.9
ITG28,2015,68.7
ITG28,2016,71.0
ITG28,2017,75.3
ITG28,2018,75.0
ITG28,2019,78.0
ITG28,2020,79.6
ITG28,2021,78.0
ITG28,2022,79.8
ITG28,2023,81.3
ITG29,2006,16.0
ITG29,2007,25.5
ITG29,2008,28.5
ITG29,2010,33.3
ITG29,2011,34.5
ITG29,2012,34.5
ITG29,2014,40.3
ITG29,2015,54.4
ITG29,2016,63.6
ITG2A,2006,33.1
ITG2A,2007,42.3
ITG2A,2008,52.3
ITG2A,2009,53.6
ITG2A,2010,54.8
ITG2A,2011,56.0
ITG2A,2012,58.0
ITG2A,2014,64.0
ITG2A,2015,66.2
ITG2A,2016,69.3
ITG2B,2006,43.8
ITG2B,2007,59.1
ITG2B,2008,58.7
ITG2B,2010,60.4
ITG2B,2011,60.5
ITG2B,2012,62.5
ITG2B,2013,63.4
ITG2B,2014,66.6
ITG2B,2015,68.5
ITG2B,2016,68.5
ITG2C,2006,10.1
ITG2C,2007,20.0
ITG2C,2008,28.5
ITG2C,2010,46.7
ITG2C,2011,46.6
ITG2C,2012,49.3
ITG2C,2014,60.2
ITG2C,2015,61.1
ITG2C,2016,63.2
