area_code,year,urban_green_availability
ITF11,2020,33.3
ITF11,2021,33.5
ITF11,2022,33.5
ITF11,2023,33.3
ITF12,2011,18.1
ITF12,2012,18.1
ITF12,2013,18.0
ITF12,2014,18.0
ITF12,2015,18.0
ITF12,2016,18.0
ITF12,2017,18.1
ITF12,2018,18.1
ITF12,2019,18.2
ITF12,2020,18.5
ITF12,2021,18.9
ITF12,2022,19.1
ITF12,2023,19.1
ITF13,2011,38.1
ITF13,2012,38.4
ITF13,2013,38.4
ITF13,2014,38.4
ITF13,2015,38.4
ITF13,2016,38.5
ITF13,2017,38.7
ITF13,2018,38.7
ITF13,2019,38.8
ITF13,2020,39.1
ITF13,2021,39.3
ITF13,2022,39.3
ITF13,2023,39.4
ITF14,2011,8.2
ITF14,2012,8.2
ITF14,2013,8.3
ITF14,2014,8.3
ITF14,2015,8.4
ITF14,2016,8.4
ITF14,2017,8.5
ITF14,2018,8.5
ITF14,2019,8.6
ITF14,2020,8.7
ITF14,2021,8.9
ITF14,2022,8.9
ITF14,2023,8.9
ITF2,2011,305.6
ITF2,2012,306.3
ITF2,2013,306.5
ITF2,2014,307.0
ITF2,2015,307.9
ITF2,2016,308.5
ITF2,2017,309.2
ITF2,2018,309.5
ITF2,2019,309.5
ITF2,2020,314.2
ITF2,2021,317.4
ITF2,2022,318.6
ITF2,2023,319.1
ITF21,2011,960.5
ITF21,2012,959.9
ITF21,2013,962.9
ITF21,2014,967.2
ITF21,2015,973.2
ITF21,2016,979.3
ITF21,2017,985.8
ITF21,2018,985.8
ITF21,2019,989.9
ITF21,2020,1000.0
ITF21,2021,1013.5
ITF21,2022,1020.5
ITF21,2023,1022.1
ITF22,2011,11.7
ITF22,2012,11.7
ITF22,2013,11.7
ITF22,2014,11.7
ITF22,2015,11.7
ITF22,2016,11.8
ITF22,2017,11.8
ITF22,2018,11.8
ITF22,2019,11.9
ITF22,2020,12.0
ITF22,2021,12.1
ITF22,2022,12.1
ITF22,2023,12.2
ITF3,2012,14.4
ITF3,2013,14.7
ITF3,2014,14.7
ITF3,2015,14.7
ITF3,2016,14.9
ITF3,2017,14.9
ITF3,2018,15.0
ITF3,2019,15.0
ITF3,2020,15.5
ITF3,2021,15.8
ITF3,2022,16.0
ITF3,2023,16.1
ITF31,2011,17.2
ITF31,2012,17.3
ITF31,2013,17.4
ITF31,2014,17.5
ITF31,2015,17.6
ITF31,2016,17.6
ITF31,2017,17.7
ITF31,2018,17.7
ITF31,2019,17.9
ITF31,2020,18.1
ITF31,2021,18.3
ITF31,2022,18.2
ITF31,2023,18.3
ITF32,2011,20.7
ITF32,2012,20.9
ITF32,2013,21.1
ITF32,2014,21.2
ITF32,2015,21.3
ITF32,2016,21.4
ITF32,2017,21.5
ITF32,2018,21.5
ITF32,2019,21.8
ITF32,2020,22.2
ITF32,2021,22.4
ITF32,2022,22.7
ITF32,2023,23.9
ITF33,2011,12.5
ITF33,2012,12.5
ITF33,2013,12.7
ITF33,2014,12.7
ITF33,2015,12.7
ITF33,2016,12.9
ITF33,2017,12.9
ITF33,2018,12.9
ITF33,2019,13.2
ITF33,2020,13.6
ITF33,2021,13.9
ITF33,2022,14.0
ITF33,2023,14.1
ITF34,2011,29.0
ITF34,2012,29.1
ITF34,2013,29.1
ITF34,2014,29.2
ITF34,2015,29.4
ITF34,2016,29.6
ITF34,2017,30.1
ITF34,2018,30.1
ITF34,2019,30.5
ITF34,2020,30.8
ITF34,2021,31.0
ITF34,2022,31.2
ITF34,2023,31.4
ITF35,2011,17.9
ITF35,2012,18.0
ITF35,2013,18.1
ITF35,2014,18.3
ITF35,2015,18.4
ITF35,2016,18.4
ITF35,2017,18.5
ITF35,2018,18.5
ITF35,2019,18.7
ITF35,2020,19.0
ITF35,2021,19.2
ITF35,2022,19.3
ITF35,2023,19.5
ITF4,2011,9.8
ITF4,2012,9.8
ITF4,2013,9.8
ITF4,2014,9.9
ITF4,2015,9.0
ITF4,2016,9.1
ITF4,2017,10.0
ITF4,2018,10.1
ITF4,2019,10.1
ITF4,2020,10.3
ITF4,2021,10.5
ITF4,2022,10.6
ITF4,2023,10.8
ITF41,2011,9.0
ITF41,2012,9.0
ITF41,2013,9.0
ITF41,2014,9.0
ITF41,2015,9.0
ITF41,2016,9.0
ITF41,2017,9.1
ITF41,2018,9.1
ITF41,2019,9.1
ITF41,2020,9.2
ITF41,2021,9.3
ITF41,2022,9.3
ITF41,2023,9.4
ITF42,2011,8.5
ITF42,2012,8.5
ITF42,2013,8.5
ITF42,2014,8.6
ITF42,2015,8.7
ITF42,2016,8.7
ITF42,2017,8.9
ITF42,2018,8.9
ITF42,2019,9.1
ITF42,2020,9.2
ITF42,2021,9.4
ITF42,2022,9.4
ITF42,2023,9.6
ITF43,2011,17.8
ITF43,2012,17.9
ITF43,2013,18.0
ITF43,2014,18.0
ITF43,2015,18.1
ITF43,2016,18.2
ITF43,2017,18.3
ITF43,2018,18.3
ITF43,2019,18.9
ITF43,2020,19.0
ITF43,2021,19.3
ITF43,2022,19.5
ITF43,2023,19.8
ITF44,2011,11.3
ITF44,2012,11.3
ITF44,2013,11.4
ITF44,2014,11.5
ITF44,2015,11.5
ITF44,2016,11.6
ITF44,2017,11.7
ITF44,2018,11.7
ITF44,2019,11.9
ITF44,2020,12.1
ITF44,2021,12.9
ITF44,2022,13.0
ITF44,2023,13.1
ITF45,2011,9.4
ITF45,2012,9.4
ITF45,2013,9.4
ITF45,2014,9.4
ITF45,2015,9.4
ITF45,2016,9.5
ITF45,2017,9.5
ITF45,2018,9.5
ITF45,2019,9.6
ITF45,2020,9.5
ITF45,2021,9.7
ITF45,2022,9.9
ITF45,2023,10.7
ITF5,2011,90.2
ITF5,2012,90.1
ITF5,2013,90.1
ITF5,2014,90.1
ITF5,2015,90.4
ITF5,2016,90.4
ITF5,2017,90.3
ITF5,2018,90.5
ITF5,2019,90.5
ITF5,2020,91.6
ITF5,2021,92.6
ITF5,2022,92.9
ITF5,2023,93.3
ITF51,2011,156.9
ITF51,2012,157.1
ITF51,2013,157.5
ITF51,2014,157.7
ITF51,2015,157.8
ITF51,2016,157.8
ITF51,2017,157.3
ITF51,2018,157.3
ITF51,2019,158.1
ITF51,2020,159.7
ITF51,2021,161.7
ITF51,2022,163.0
ITF51,2023,164.0
ITF52,2011,15.6
ITF52,2012,15.6
ITF52,2013,15.5
ITF52,2014,15.5
ITF52,2015,16.0
ITF52,2016,16.0
ITF52,2017,16.0
ITF52,2018,16.0
ITF52,2019,16.6
ITF52,2020,17.0
ITF52,2021,17.2
ITF52,2022,17.2
ITF52,2023,17.3
ITF6,2011,33.4
ITF6,2012,33.5
ITF6,2013,33.6
ITF6,2014,33.7
ITF6,2015,33.8
ITF6,2016,33.9
ITF6,2017,34.0
ITF6,2018,34.2
ITF6,2019,34.2
ITF6,2020,34.9
ITF6,2021,35.2
ITF6,2022,35.5
ITF6,2023,35.7
ITF61,2011,35.9
ITF61,2012,36.2
ITF61,2013,36.6
ITF61,2014,36.9
ITF61,2015,37.1
ITF61,2016,37.6
ITF61,2017,37.8
ITF61,2018,37.8
ITF61,2019,38.2
ITF61,2020,38.9
ITF61,2021,39.4
ITF61,2022,39.7
ITF61,2023,39.8
ITF62,2011,3.4
ITF62,2012,3.4
ITF62,2013,3.4
ITF62,2014,3.4
ITF62,2015,3.3
ITF62,2016,3.4
ITF62,2017,3.3
ITF62,2018,3.3
ITF62,2019,3.3
ITF62,2020,3.4
ITF62,2021,3.4
ITF62,2022,3.5
ITF62,2023,3.5
ITF63,2011,55.8
ITF63,2012,55.9
ITF63,2013,56.0
ITF63,2014,56.2
ITF63,2015,56.3
ITF63,2016,56.5
ITF63,2017,56.8
ITF63,2018,56.8
ITF63,2019,57.5
ITF63,2020,58.1
ITF63,2021,58.7
ITF63,2022,59.2
ITF63,2023,59.7
ITF64,2011,12.0
ITF64,2012,12.1
ITF64,2013,12.2
ITF64,2014,12.2
ITF64,2015,12.3
ITF64,2016,12.4
ITF64,2017,12.7
ITF64,2018,12.7
ITF64,2019,12.9
ITF64,2020,12.9
ITF64,2021,12.9
ITF64,2022,13.1
ITF64,2023,13.2
ITF65,2011,35.1
ITF65,2012,35.2
ITF65,2013,35.2
ITF65,2014,35.3
ITF65,2015,35.5
ITF65,2016,35.7
ITF65,2017,35.8
ITF65,2018,35.8
ITF65,2019,36.4
ITF65,2020,36.7
ITF65,2021,37.0
ITF65,2022,37.2
ITF65,2023,37.5
ITFG,2011,23.2
ITFG,2012,23.3
ITFG,2014,23.4
ITFG,2015,22.7
ITFG,2016,22.8
ITFG,2017,23.7
ITFG,2018,23.9
ITFG,2019,23.9
ITFG,2020,24.3
ITFG,2021,24.6
ITFG,2022,24.8
ITFG,2023,25.0
ITG,2011,19.1
ITG,2012,19.3
ITG,2014,19.4
ITG,2015,19.5
ITG,2016,19.5
ITG,2017,19.6
ITG,2018,19.8
ITG,2019,19.8
ITG,2020,20.1
ITG,2021,20.4
ITG,2022,20.5
ITG,2023,20.8
ITG1,2012,14.2
ITG1,2013,14.3
ITG1,2014,14.4
ITG1,2015,14.4
ITG1,2016,14.5
ITG1,2017,14.6
ITG1,2018,14.7
ITG1,2019,14.7
ITG1,2020,15.0
ITG1,2021,15.2
ITG1,2022,15.3
ITG1,2023,15.4
ITG11,2011,5.7
ITG11,2012,5.7
ITG11,2013,5.8
ITG11,2014,5.8
ITG11,2015,5.8
ITG11,2016,5.9
ITG11,2017,5.9
ITG11,2018,5.9
ITG11,2019,6.1
ITG11,2020,6.1
ITG11,2021,6.6
ITG11,2022,7.1
ITG11,2023,7.2
ITG12,2011,10.7
ITG12,2012,11.2
ITG12,2013,11.3
ITG12,2014,11.5
ITG12,2015,11.6
ITG12,2016,11.6
ITG12,2017,11.6
ITG12,2018,11.6
ITG12,2019,11.7
ITG12,2020,11.9
ITG12,2021,12.0
ITG12,2022,12.0
ITG12,2023,12.1
ITG13,2011,5.3
ITG13,2012,5.3
ITG13,2013,5.4
ITG13,2014,5.4
ITG13,2015,5.4
ITG13,2016,5.5
ITG13,2017,5.6
ITG13,2018,5.6
ITG13,2019,5.7
ITG13,2020,5.8
ITG13,2021,5.9
ITG13,2022,5.9
ITG13,2023,6.3
ITG14,2011,93.3
ITG14,2012,93.3
ITG14,2013,93.4
ITG14,2014,92.6
ITG14,2015,92.1
ITG14,2016,92.4
ITG14,2017,92.9
ITG14,2018,92.9
ITG14,2019,94.9
ITG14,2020,96.8
ITG14,2021,98.4
ITG14,2022,98.6
ITG14,2023,99.0
ITG15,2011,7.3
ITG15,2012,7.3
ITG15,2013,7.3
ITG15,2014,7.3
ITG15,2015,7.4
ITG15,2016,7.4
ITG15,2017,7.5
ITG15,2018,7.5
ITG15,2019,8.2
ITG15,2020,10.3
ITG15,2021,10.3
ITG15,2022,10.5
ITG15,2023,10.6
ITG16,2011,11.6
ITG16,2012,11.6
ITG16,2013,11.6
ITG16,2014,11.6
ITG16,2015,11.7
ITG16,2016,11.8
ITG16,2017,12.0
ITG16,2018,12.0
ITG16,2019,12.2
ITG16,2020,12.4
ITG16,2021,17.9
ITG16,2022,18.1
ITG16,2023,18.2
ITG17,2011,16.9
ITG17,2012,16.9
ITG17,2013,16.8
ITG17,2014,16.7
ITG17,2015,16.7
ITG17,2016,16.8
ITG17,2017,16.8
ITG17,2018,16.8
ITG17,2019,16.9
ITG17,2020,16.8
ITG17,2021,16.7
ITG17,2022,16.7
ITG17,2023,16.8
ITG18,2011,22.9
ITG18,2012,22.8
ITG18,2013,22.9
ITG18,2014,23.0
ITG18,2015,23.0
ITG18,2016,23.1
ITG18,2017,23.1
ITG18,2018,23.1
ITG18,2019,23.3
ITG18,2020,23.1
ITG18,2021,22.9
ITG18,2022,22.8
ITG18,2023,22.6
ITG19,2011,7.8
ITG19,2012,7.8
ITG19,2013,7.8
ITG19,2014,8.0
ITG19,2015,8.0
ITG19,2016,8.1
ITG19,2017,8.1
ITG19,2018,8.1
ITG19,2019,8.2
ITG19,2020,8.3
ITG19,2021,8.4
ITG19,2022,8.4
ITG19,2023,8.4
ITG2,2012,40.9
ITG2,2013,40.9
ITG2,2014,41.0
ITG2,2015,41.1
ITG2,2016,41.2
ITG2,2017,41.4
ITG2,2018,41.5
ITG2,2019,41.5
ITG2,2020,42.2
ITG2,2021,42.6
ITG2,2022,42.9
ITG2,2023,44.0
ITG25,2011,17.4
ITG25,2012,17.3
ITG25,2013,17.3
ITG25,2014,17.4
ITG25,2015,17.4
ITG25,2016,17.5
ITG25,2017,17.5
ITG25,2018,17.5
ITG25,2019,17.6
ITG25,2020,17.9
ITG25,2021,18.1
ITG25,2022,18.3
ITG25,2023,18.9
ITG26,2011,31.0
ITG26,2012,31.1
ITG26,2013,31.2
ITG26,2014,31.3
ITG26,2015,31.4
ITG26,2016,31.5
ITG26,2017,31.7
ITG26,2018,31.7
ITG26,2019,32.8
ITG26,2020,33.4
ITG26,2021,34.0
ITG26,2022,34.4
ITG26,2023,34.8
ITG27,2011,51.5
ITG27,2012,51.6
ITG27,2013,51.6
ITG27,2014,51.8
ITG27,2015,51.8
ITG27,2016,51.9
ITG27,2017,52.0
ITG27,2018,52.0
ITG27,2019,52.2
ITG27,2020,52.6
ITG27,2021,52.9
ITG27,2022,53.2
ITG27,2023,55.1
ITG28,2011,57.3
ITG28,2012,57.4
ITG28,2013,57.5
ITG28,2014,57.6
ITG28,2015,57.9
ITG28,2016,58.0
ITG28,2017,58.2
ITG28,2018,58.2
ITG28,2019,58.4
ITG28,2020,58.6
ITG28,2021,58.7
ITG28,2022,58.9
ITG28,2023,59.3
