area_code,frequency,year,income,measure_code,institutional_sector,edition
ITF1,A,2012,20004.9,B6N_B_W0,S14,2025M12
ITF1,A,2013,20121.2,B6N_B_W0,S14,2025M12
ITF1,A,2014,19973.4,B6N_B_W0,S14,2025M12
ITF1,A,2015,20247.5,B6N_B_W0,S14,2025M12
ITF1,A,2016,20311.9,B6N_B_W0,S14,2025M12
ITF1,A,2017,20611.8,B6N_B_W0,S14,2025M12
ITF1,A,2018,20846.2,B6N_B_W0,S14,2025M12
ITF1,A,2019,20868.8,B6N_B_W0,S14,2025M12
ITF1,A,2020,20343.4,B6N_B_W0,S14,2025M12
ITF1,A,2021,21525.7,B6N_B_W0,S14,2025M12
ITF1,A,2022,22873.8,B6N_B_W0,S14,2025M12
ITF1,A,2023,24163.4,B6N_B_W0,S14,2025M12
ITF1,A,2024,24990.9,B6N_B_W0,S14,2025M12
ITF2,A,2001,3716.1,B6N_B_W0,S14,2025M12
ITF2,A,2002,3840.3,B6N_B_W0,S14,2025M12
ITF2,A,2003,4043.7,B6N_B_W0,S14,2025M12
ITF2,A,2004,4081.2,B6N_B_W0,S14,2025M12
ITF2,A,2005,4218.5,B6N_B_W0,S14,2025M12
ITF2,A,2006,4449.2,B6N_B_W0,S14,2025M12
ITF2,A,2007,4643.6,B6N_B_W0,S14,2025M12
ITF2,A,2008,4662.7,B6N_B_W0,S14,2025M12
ITF2,A,2009,4559.9,B6N_B_W0,S14,2025M12
ITF2,A,2010,4484.3,B6N_B_W0,S14,2025M12
ITF2,A,2011,4587.1,B6N_B_W0,S14,2025M12
ITF2,A,2012,4411.8,B6N_B_W0,S14,2025M12
ITF2,A,2013,4349.9,B6N_B_W0,S14,2025M12
ITF2,A,2014,4311.0,B6N_B_W0,S14,2025M12
ITF2,A,2015,4372.1,B6N_B_W0,S14,2025M12
ITF2,A,2016,4364.9,B6N_B_W0,S14,2025M12
ITF2,A,2017,4388.1,B6N_B_W0,S14,2025M12
ITF2,A,2018,4448.0,B6N_B_W0,S14,2025M12
ITF2,A,2019,4479.5,B6N_B_W0,S14,2025M12
ITF2,A,2020,4444.3,B6N_B_W0,S14,2025M12
ITF2,A,2021,4641.4,B6N_B_W0,S14,2025M12
ITF2,A,2022,4946.3,B6N_B_W0,S14,2025M12
ITF2,A,2023,5149.1,B6N_B_W0,S14,2025M12
ITF2,A,2024,5275.8,B6N_B_W0,S14,2025M12
ITF3,A,2001,63900.2,B6N_B_W0,S14,2025M12
ITF3,A,2002,67090.8,B6N_B_W0,S14,2025M12
ITF3,A,2003,68945.5,B6N_B_W0,S14,2025M12
ITF3,A,2004,69723.1,B6N_B_W0,S14,2025M12
ITF3,A,2005,71419.4,B6N_B_W0,S14,2025M12
ITF3,A,2006,73104.5,B6N_B_W0,S14,2025M12
ITF3,A,2007,74782.4,B6N_B_W0,S14,2025M12
ITF3,A,2008,74967.3,B6N_B_W0,S14,2025M12
ITF3,A,2009,73275.2,B6N_B_W0,S14,2025M12
ITF3,A,2010,72179.0,B6N_B_W0,S14,2025M12
ITF3,A,2011,72886.0,B6N_B_W0,S14,2025M12
ITF3,A,2012,69627.5,B6N_B_W0,S14,2025M12
ITF3,A,2013,69181.4,B6N_B_W0,S14,2025M12
ITF3,A,2014,70161.8,B6N_B_W0,S14,2025M12
ITF3,A,2015,71521.4,B6N_B_W0,S14,2025M12
ITF3,A,2016,72222.3,B6N_B_W0,S14,2025M12
ITF3,A,2017,72620.6,B6N_B_W0,S14,2025M12
ITF3,A,2018,73943.2,B6N_B_W0,S14,2025M12
ITF3,A,2019,74889.4,B6N_B_W0,S14,2025M12
ITF3,A,2020,73375.0,B6N_B_W0,S14,2025M12
ITF3,A,2021,77321.2,B6N_B_W0,S14,2025M12
ITF3,A,2022,82824.7,B6N_B_W0,S14,2025M12
ITF3,A,2023,87249.1,B6N_B_W0,S14,2025M12
ITF3,A,2024,90381.9,B6N_B_W0,S14,2025M12
ITF4,A,2001,44467.7,B6N_B_W0,S14,2025M12
ITF4,A,2002,46194.1,B6N_B_W0,S14,2025M12
ITF4,A,2003,47817.3,B6N_B_W0,S14,2025M12
ITF4,A,2004,48977.7,B6N_B_W0,S14,2025M12
ITF4,A,2005,49930.9,B6N_B_W0,S14,2025M12
ITF4,A,2006,51658.3,B6N_B_W0,S14,2025M12
ITF4,A,2007,53082.4,B6N_B_W0,S14,2025M12
ITF4,A,2008,53179.6,B6N_B_W0,S14,2025M12
ITF4,A,2009,51870.9,B6N_B_W0,S14,2025M12
ITF4,A,2010,51839.5,B6N_B_W0,S14,2025M12
ITF4,A,2011,53745.3,B6N_B_W0,S14,2025M12
ITF4,A,2012,52517.2,B6N_B_W0,S14,2025M12
ITF4,A,2013,52409.9,B6N_B_W0,S14,2025M12
ITF4,A,2014,52812.2,B6N_B_W0,S14,2025M12
ITF4,A,2015,53960.5,B6N_B_W0,S14,2025M12
ITF4,A,2016,54457.8,B6N_B_W0,S14,2025M12
ITF4,A,2017,55325.3,B6N_B_W0,S14,2025M12
ITF4,A,2018,56351.8,B6N_B_W0,S14,2025M12
ITF4,A,2019,56783.3,B6N_B_W0,S14,2025M12
ITF4,A,2020,56263.8,B6N_B_W0,S14,2025M12
ITF4,A,2021,58616.3,B6N_B_W0,S14,2025M12
ITF4,A,2022,61821.5,B6N_B_W0,S14,2025M12
ITF4,A,2023,64787.5,B6N_B_W0,S14,2025M12
ITF4,A,2024,66832.0,B6N_B_W0,S14,2025M12
ITF5,A,2001,6228.6,B6N_B_W0,S14,2025M12
ITF5,A,2002,6649.2,B6N_B_W0,S14,2025M12
ITF5,A,2003,6990.6,B6N_B_W0,S14,2025M12
ITF5,A,2004,7180.6,B6N_B_W0,S14,2025M12
ITF5,A,2005,7330.0,B6N_B_W0,S14,2025M12
ITF5,A,2006,7547.3,B6N_B_W0,S14,2025M12
ITF5,A,2007,7800.2,B6N_B_W0,S14,2025M12
ITF5,A,2008,7785.4,B6N_B_W0,S14,2025M12
ITF5,A,2009,7606.0,B6N_B_W0,S14,2025M12
ITF5,A,2010,7427.9,B6N_B_W0,S14,2025M12
ITF5,A,2011,7505.9,B6N_B_W0,S14,2025M12
ITF5,A,2012,7313.3,B6N_B_W0,S14,2025M12
ITF5,A,2013,7258.6,B6N_B_W0,S14,2025M12
ITF5,A,2014,7319.2,B6N_B_W0,S14,2025M12
ITF5,A,2015,7552.7,B6N_B_W0,S14,2025M12
ITF5,A,2016,7507.7,B6N_B_W0,S14,2025M12
ITF5,A,2017,7552.7,B6N_B_W0,S14,2025M12
ITF5,A,2018,7719.5,B6N_B_W0,S14,2025M12
ITF5,A,2019,7811.5,B6N_B_W0,S14,2025M12
ITF5,A,2020,7835.5,B6N_B_W0,S14,2025M12
ITF5,A,2021,8125.6,B6N_B_W0,S14,2025M12
ITF5,A,2022,8537.1,B6N_B_W0,S14,2025M12
ITF5,A,2023,9043.8,B6N_B_W0,S14,2025M12
ITF5,A,2024,9185.5,B6N_B_W0,S14,2025M12
ITF6,A,2001,20250.6,B6N_B_W0,S14,2025M12
ITF6,A,2002,21282.3,B6N_B_W0,S14,2025M12
ITF6,A,2003,22325.4,B6N_B_W0,S14,2025M12
ITF6,A,2004,22884.8,B6N_B_W0,S14,2025M12
ITF6,A,2005,23351.2,B6N_B_W0,S14,2025M12
ITF6,A,2006,24285.0,B6N_B_W0,S14,2025M12
ITF6,A,2007,24953.9,B6N_B_W0,S14,2025M12
ITF6,A,2008,25155.4,B6N_B_W0,S14,2025M12
ITF6,A,2009,24907.2,B6N_B_W0,S14,2025M12
ITF6,A,2010,24251.9,B6N_B_W0,S14,2025M12
ITF6,A,2011,24722.2,B6N_B_W0,S14,2025M12
ITF6,A,2012,23889.3,B6N_B_W0,S14,2025M12
ITF6,A,2013,23722.2,B6N_B_W0,S14,2025M12
ITF6,A,2014,23613.3,B6N_B_W0,S14,2025M12
ITF6,A,2015,23893.7,B6N_B_W0,S14,2025M12
ITF6,A,2016,24124.6,B6N_B_W0,S14,2025M12
ITF6,A,2017,24789.6,B6N_B_W0,S14,2025M12
ITF6,A,2018,25169.3,B6N_B_W0,S14,2025M12
ITF6,A,2019,25443.5,B6N_B_W0,S14,2025M12
ITF6,A,2020,25113.3,B6N_B_W0,S14,2025M12
ITF6,A,2021,25983.4,B6N_B_W0,S14,2025M12
ITF6,A,2022,27518.1,B6N_B_W0,S14,2025M12
ITF6,A,2023,29069.4,B6N_B_W0,S14,2025M12
ITF6,A,2024,30134.9,B6N_B_W0,S14,2025M12
ITFG,A,2001,224982.6,B6N_B_W0,S14,2025M12
ITFG,A,2002,235411.2,B6N_B_W0,S14,2025M12
ITFG,A,2003,244153.1,B6N_B_W0,S14,2025M12
ITFG,A,2004,248909.1,B6N_B_W0,S14,2025M12
ITFG,A,2005,254892.8,B6N_B_W0,S14,2025M12
ITFG,A,2006,262944.2,B6N_B_W0,S14,2025M12
ITFG,A,2007,270324.7,B6N_B_W0,S14,2025M12
ITFG,A,2008,273012.9,B6N_B_W0,S14,2025M12
ITFG,A,2009,268865.2,B6N_B_W0,S14,2025M12
ITFG,A,2010,265949.8,B6N_B_W0,S14,2025M12
ITFG,A,2011,271240.6,B6N_B_W0,S14,2025M12
ITFG,A,2012,262758.8,B6N_B_W0,S14,2025M12
ITFG,A,2013,261961.6,B6N_B_W0,S14,2025M12
ITFG,A,2014,263333.7,B6N_B_W0,S14,2025M12
ITFG,A,2015,267639.3,B6N_B_W0,S14,2025M12
ITFG,A,2016,270053.3,B6N_B_W0,S14,2025M12
ITFG,A,2017,273431.2,B6N_B_W0,S14,2025M12
ITFG,A,2018,278297.2,B6N_B_W0,S14,2025M12
ITFG,A,2019,281241.5,B6N_B_W0,S14,2025M12
ITFG,A,2020,277727.6,B6N_B_W0,S14,2025M12
ITFG,A,2021,291284.7,B6N_B_W0,S14,2025M12
ITFG,A,2022,310003.9,B6N_B_W0,S14,2025M12
ITFG,A,2023,325508.5,B6N_B_W0,S14,2025M12
ITFG,A,2024,337015.2,B6N_B_W0,S14,2025M12
ITG,A,2001,69537.8,B6N_B_W0,S14,2025M12
ITG,A,2002,72815.6,B6N_B_W0,S14,2025M12
ITG,A,2003,76041.9,B6N_B_W0,S14,2025M12
ITG,A,2004,78093.4,B6N_B_W0,S14,2025M12
ITG,A,2005,80048.8,B6N_B_W0,S14,2025M12
ITG,A,2006,82594.8,B6N_B_W0,S14,2025M12
ITG,A,2007,84924.9,B6N_B_W0,S14,2025M12
ITG,A,2008,86584.2,B6N_B_W0,S14,2025M12
ITG,A,2009,86329.1,B6N_B_W0,S14,2025M12
ITG,A,2010,85709.2,B6N_B_W0,S14,2025M12
ITG,A,2011,87014.8,B6N_B_W0,S14,2025M12
ITG,A,2012,84994.8,B6N_B_W0,S14,2025M12
ITG,A,2013,84918.4,B6N_B_W0,S14,2025M12
ITG,A,2014,85142.8,B6N_B_W0,S14,2025M12
ITG,A,2015,86091.5,B6N_B_W0,S14,2025M12
ITG,A,2016,87064.2,B6N_B_W0,S14,2025M12
ITG,A,2017,88143.2,B6N_B_W0,S14,2025M12
ITG,A,2018,89819.2,B6N_B_W0,S14,2025M12
ITG,A,2019,90965.4,B6N_B_W0,S14,2025M12
ITG,A,2020,90352.4,B6N_B_W0,S14,2025M12
ITG,A,2021,95071.1,B6N_B_W0,S14,2025M12
ITG,A,2022,101482.4,B6N_B_W0,S14,2025M12
ITG,A,2023,106046.1,B6N_B_W0,S14,2025M12
ITG,A,2024,110214.0,B6N_B_W0,S14,2025M12
ITG1,A,2001,51505.4,B6N_B_W0,S14,2025M12
ITG1,A,2002,53942.1,B6N_B_W0,S14,2025M12
ITG1,A,2003,56127.9,B6N_B_W0,S14,2025M12
ITG1,A,2004,57731.7,B6N_B_W0,S14,2025M12
ITG1,A,2005,59326.5,B6N_B_W0,S14,2025M12
ITG1,A,2006,61018.6,B6N_B_W0,S14,2025M12
ITG1,A,2007,62546.3,B6N_B_W0,S14,2025M12
ITG1,A,2008,63831.2,B6N_B_W0,S14,2025M12
ITG1,A,2009,63676.4,B6N_B_W0,S14,2025M12
ITG1,A,2010,63149.4,B6N_B_W0,S14,2025M12
ITG1,A,2011,64104.2,B6N_B_W0,S14,2025M12
ITG1,A,2012,62340.4,B6N_B_W0,S14,2025M12
ITG1,A,2013,61755.1,B6N_B_W0,S14,2025M12
ITG1,A,2014,61904.1,B6N_B_W0,S14,2025M12
ITG1,A,2015,62617.7,B6N_B_W0,S14,2025M12
ITG1,A,2016,63492.0,B6N_B_W0,S14,2025M12
ITG1,A,2017,64611.4,B6N_B_W0,S14,2025M12
ITG1,A,2018,65554.8,B6N_B_W0,S14,2025M12
ITG1,A,2019,66458.1,B6N_B_W0,S14,2025M12
ITG1,A,2020,66005.0,B6N_B_W0,S14,2025M12
ITG1,A,2021,69561.4,B6N_B_W0,S14,2025M12
ITG1,A,2022,74056.6,B6N_B_W0,S14,2025M12
ITG1,A,2023,77328.1,B6N_B_W0,S14,2025M12
ITG1,A,2024,80562.2,B6N_B_W0,S14,2025M12
ITG2,A,2001,18032.3,B6N_B_W0,S14,2025M12
ITG2,A,2002,18873.5,B6N_B_W0,S14,2025M12
ITG2,A,2003,19914.0,B6N_B_W0,S14,2025M12
ITG2,A,2004,20361.6,B6N_B_W0,S14,2025M12
ITG2,A,2005,20722.3,B6N_B_W0,S14,2025M12
ITG2,A,2006,21576.1,B6N_B_W0,S14,2025M12
ITG2,A,2007,22378.6,B6N_B_W0,S14,2025M12
ITG2,A,2008,22753.0,B6N_B_W0,S14,2025M12
ITG2,A,2009,22652.7,B6N_B_W0,S14,2025M12
ITG2,A,2010,22559.8,B6N_B_W0,S14,2025M12
ITG2,A,2011,22910.5,B6N_B_W0,S14,2025M12
ITG2,A,2012,22654.4,B6N_B_W0,S14,2025M12
ITG2,A,2013,23163.3,B6N_B_W0,S14,2025M12
ITG2,A,2014,23238.7,B6N_B_W0,S14,2025M12
ITG2,A,2015,23473.8,B6N_B_W0,S14,2025M12
ITG2,A,2016,23572.1,B6N_B_W0,S14,2025M12
ITG2,A,2017,23531.8,B6N_B_W0,S14,2025M12
ITG2,A,2018,24264.4,B6N_B_W0,S14,2025M12
ITG2,A,2019,24507.3,B6N_B_W0,S14,2025M12
ITG2,A,2020,24347.4,B6N_B_W0,S14,2025M12
ITG2,A,2021,25509.7,B6N_B_W0,S14,2025M12
ITG2,A,2022,27425.8,B6N_B_W0,S14,2025M12
ITG2,A,2023,28718.0,B6N_B_W0,S14,2025M12
ITG2,A,2024,29651.8,B6N_B_W0,S14,2025M12
ITZ,A,2001,0.0,B6N_B_W0,S14,2025M12
ITZ,A,2002,0.0,B6N_B_W0,S14,2025M12
ITZ,A,2003,0.0,B6N_B_W0,S14,2025M12
ITZ,A,2004,0.0,B6N_B_W0,S14,2025M12
ITZ,A,2005,0.0,B6N_B_W0,S14,2025M12
ITZ,A,2006,0.0,B6N_B_W0,S14,2025M12
ITZ,A,2007,0.0,B6N_B_W0,S14,2025M12
ITZ,A,2008,0.0,B6N_B_W0,S14,2025M12
ITZ,A,2009,0.0,B6N_B_W0,S14,2025M12
ITZ,A,2010,0.0,B6N_B_W0,S14,2025M12
ITZ,A,2011,0.0,B6N_B_W0,S14,2025M12
ITZ,A,2012,0.0,B6N_B_W0,S14,2025M12
ITZ,A,2013,0.0,B6N_B_W0,S14,2025M12
ITZ,A,2014,0.0,B6N_B_W0,S14,2025M12
ITZ,A,2015,0.0,B6N_B_W0,S14,2025M12
ITZ,A,2016,0.0,B6N_B_W0,S14,2025M12
ITZ,A,2017,0.0,B6N_B_W0,S14,2025M12
ITZ,A,2018,0.0,B6N_B_W0,S14,2025M12
ITZ,A,2019,0.0,B6N_B_W0,S14,2025M12
ITZ,A,2020,0.0,B6N_B_W0,S14,2025M12
ITZ,A,2021,0.0,B6N_B_W0,S14,2025M12
ITZ,A,2022,0.0,B6N_B_W0,S14,2025M12
ITZ,A,2023,0.0,B6N_B_W0,S14,2025M12
ITZ,A,2024,0.0,B6N_B_W0,S14,2025M12
