area_code,year,public_transport_access_value
097042,2003,70.815683719
097042,2004,70.074347437
097042,2005,69.299505004
097042,2006,66.927330258
097042,2007,68.821490284
097042,2008,68.35768655
097042,2009,66.240033571
097042,2010,66.211354987
097042,2011,63.103977438
097042,2012,61.690682629
098031,2001,26.51648766
098031,2002,25.776371257
098031,2003,24.805060707
098031,2004,22.92391611
098031,2005,24.271503803
098031,2006,22.834415395
098031,2007,23.063751471
098031,2008,25.258641569
098031,2009,24.033688247
098031,2010,23.813562197
098031,2011,20.994127045
098031,2012,20.606305215
099014,2001,91.870534873
099014,2002,93.431200344
099014,2003,92.985542722
099014,2004,92.312888155
099014,2005,90.982387881
099014,2006,91.623506158
099014,2007,88.750235517
099014,2008,87.637561827
099014,2009,86.748425306
099014,2010,85.778685935
099014,2011,89.545809813
099014,2012,95.267338082
100005,2001,48.917484836
100005,2002,51.202098711
100005,2003,50.76373758
100005,2004,49.903697079
100005,2005,51.577927939
100005,2006,50.448870449
100005,2007,48.698631428
100005,2008,48.773381819
100005,2009,48.605901223
100005,2010,44.12914311
100005,2011,42.598050931
100005,2012,37.951464294
101010,2001,10.019370784
101010,2002,9.998500225
101010,2003,9.9614822686
101010,2004,9.9194868319
101010,2005,9.9089205057
101010,2006,9.8961726552
101010,2007,9.8676907137
101010,2008,9.3056784298
101010,2009,9.2710475631
101010,2010,11.364558812
101010,2011,11.322555339
101010,2012,13.685286707
102047,2001,2.9772658294
102047,2002,3.6087200876
102047,2003,3.9085633069
102047,2004,4.0870118908
102047,2005,4.1672208184
102047,2006,4.2215891479
102047,2007,4.2670459596
102047,2008,4.6372675793
102047,2009,4.8053392659
102047,2010,4.7882245145
102047,2011,4.7928285085
102047,2012,4.817987152
103072,2001,17.736528331
103072,2002,18.214451905
103072,2003,18.066728208
103072,2004,17.931664058
103072,2005,18.502288441
103072,2006,22.657923781
103072,2007,20.603527868
103072,2008,57.670312676
103072,2009,57.793260664
103072,2010,42.5
103072,2011,47.629703034
103072,2012,46.940111443
104017,2001,51.418380797
104017,2002,51.651743355
104017,2003,51.991659092
104017,2004,52.374667421
104017,2005,52.959437512
104017,2006,52.402450822
104017,2007,59.151567331
104017,2008,58.885821262
104017,2009,55.224499194
104017,2010,52.136759841
104017,2011,52.956611625
104017,2012,53.864047558
104025,2001,3.15129812
104025,2002,3.1457782226
104025,2003,3.3585822495
104025,2004,3.5016257548
104025,2005,3.1401655724
104025,2006,3.275769984
104025,2007,3.1135012737
104025,2008,2.953274971
104025,2009,2.7380910591
104025,2010,2.6623695089
104025,2011,2.7997480227
104025,2012,2.7267960147
105010,2001,0.0
105010,2002,0.0
105010,2003,0.0
105010,2004,0.0
105010,2005,0.0
105010,2006,1.0445682451
105010,2007,2.4437074533
105010,2008,2.4469107751
105010,2009,2.4561403509
105010,2010,4.2320578381
105010,2011,4.2380363765
105010,2012,2.649240551
105018,2001,12.361941433
105018,2002,12.048192771
105018,2003,11.858879336
105018,2004,11.997836456
105018,2005,12.218963832
105018,2006,12.061083552
105018,2007,11.785731536
105018,2008,13.331428843
105018,2009,9.0832474951
105018,2010,9.5427803771
105018,2011,6.3334710175
105018,2012,6.2795777212
106015,2001,0.0
106015,2002,0.0
106015,2003,0.0
106015,2004,0.0
106015,2005,0.0
106015,2006,0.0
106015,2007,0.0
106015,2008,0.0
106015,2009,0.0
106015,2010,0.0
106015,2011,0.0
106015,2012,0.0
106025,2001,0.0
106025,2002,0.0
106025,2003,0.0
106025,2004,0.0
106025,2005,0.0
106025,2006,0.0
106025,2007,0.0
106025,2008,0.0
106025,2009,0.0
106025,2010,0.0
106025,2011,0.0
106025,2012,0.0
107003,2001,1.2612583478
107003,2002,1.276930129
107003,2003,1.174858038
107003,2004,1.1451006053
107003,2005,1.1494630366
107003,2006,1.1217419993
107003,2007,1.656918463
107003,2008,1.6639765712
107003,2009,1.6724645438
107003,2010,1.6782747336
107003,2011,1.6812939238
107003,2012,1.6870518768
107009,2001,4.9205213659
107009,2002,4.6516582629
107009,2003,4.3441878683
107009,2004,4.0756497801
107009,2005,4.0499614716
107009,2006,3.7021062469
107009,2007,3.6425930935
107009,2008,3.578011493
107009,2009,3.583775272
107009,2010,3.5943796972
107009,2011,3.6050470659
107009,2012,3.617892121
108033,2001,41.966108446
108033,2002,42.355710065
108033,2003,42.050475394
108033,2004,42.00409216
108033,2005,42.166208071
108033,2006,42.505114911
108033,2007,43.810443677
108033,2008,44.972037042
108033,2009,44.888294039
108033,2010,41.955808841
108033,2011,39.058208937
108033,2012,38.919655237
109006,2001,26.946907006
109006,2002,26.930460004
109006,2003,26.865094704
109006,2004,28.867545716
109006,2005,29.372496662
109006,2006,29.442127985
109006,2007,30.721394688
109006,2008,31.565739946
109006,2009,30.53213527
109006,2010,14.008563726
109006,2011,14.001162361
109006,2012,20.689292568
110001,2001,3.6685131516
110001,2002,3.9468682798
110001,2003,4.0471791368
110001,2004,4.0969262759
110001,2005,4.4668240983
110001,2006,4.9514047697
110001,2007,6.4394901224
110001,2008,6.8049876319
110001,2009,8.3316143509
110001,2010,8.7576027816
110001,2011,8.9979101306
110001,2012,10.382429429
110002,2001,7.1139644085
110002,2002,7.0438942982
110002,2003,6.9647282406
110002,2004,6.8859038018
110002,2005,6.8533985015
110002,2006,6.0651276629
110002,2007,5.8236317409
110002,2008,5.1743268041
110002,2009,5.2245714468
110002,2010,5.5370515731
110002,2011,5.7252109983
110002,2012,5.6491528901
110009,2001,13.131105591
110009,2002,13.27749399
110009,2003,13.235624019
110009,2004,13.046034397
110009,2005,12.784449325
110009,2006,12.763969352
110009,2007,13.639968279
110009,2008,13.324028844
110009,2009,13.001485884
110009,2010,12.987615381
110009,2011,13.00565987
110009,2012,12.446057822
IT,2001,206.61892549
IT,2002,212.07235159
IT,2003,211.78243516
IT,2004,207.94676719
IT,2005,209.3844191
IT,2006,213.85185333
IT,2007,223.22483058
IT,2008,228.18775205
IT,2009,226.7069851
IT,2010,227.58339031
IT,2011,225.64874548
IT,2012,208.9001285
