area_code,frequency,year,migrations
IT,A,2009,12742
IT,A,2010,13157
IT,A,2011,12827
IT,A,2012,13858
IT,A,2013,12437
IT,A,2014,11853
IT,A,2015,12296
IT,A,2016,12893
IT,A,2017,12867
IT,A,2018,13088
IT,A,2019,14007
IT,A,2020,13160
IT,A,2021,13720
IT,A,2022,14166
IT,A,2023,13138
IT,A,2024,12602
IT,A,2025,12996
IT,A,2002,47653
IT,A,2003,44820
IT,A,2004,49467
IT,A,2005,48355
IT,A,2006,50623
IT,A,2007,49496
IT,A,2008,50014
IT,A,2009,45258
IT,A,2010,46275
IT,A,2011,46631
IT,A,2012,48425
IT,A,2013,43455
IT,A,2014,42152
IT,A,2015,43719
IT,A,2016,44494
IT,A,2017,45567
IT,A,2018,46523
IT,A,2019,51009
IT,A,2020,46847
IT,A,2021,49031
IT,A,2022,53445
IT,A,2023,49949
IT,A,2024,47944
IT,A,2025,49292
IT,A,2002,8688
IT,A,2003,9395
IT,A,2004,9856
IT,A,2005,9799
IT,A,2006,9902
IT,A,2007,10076
IT,A,2008,10105
IT,A,2009,10108
IT,A,2010,10025
IT,A,2011,10585
IT,A,2012,11744
IT,A,2013,10621
IT,A,2014,10520
IT,A,2015,11237
IT,A,2016,10925
IT,A,2017,11400
IT,A,2018,11955
IT,A,2019,11896
IT,A,2020,11346
IT,A,2021,11620
IT,A,2022,12285
IT,A,2023,11742
IT,A,2024,11231
IT,A,2025,11301
IT,A,2002,99187
IT,A,2003,98916
IT,A,2004,102156
IT,A,2005,107419
IT,A,2006,103726
IT,A,2007,102224
IT,A,2008,110339
IT,A,2009,99769
IT,A,2010,100024
IT,A,2011,99912
IT,A,2012,122648
IT,A,2013,99588
IT,A,2014,97322
IT,A,2015,96714
IT,A,2016,97954
IT,A,2017,96258
IT,A,2018,96091
IT,A,2019,103035
IT,A,2020,93429
IT,A,2021,100256
IT,A,2022,109185
IT,A,2023,103074
IT,A,2024,97719
IT,A,2025,101732
IT,A,2002,35761
IT,A,2003,35111
IT,A,2004,37126
IT,A,2005,36230
IT,A,2006,36523
IT,A,2007,36332
IT,A,2008,35199
IT,A,2009,35437
IT,A,2010,34795
IT,A,2011,35670
IT,A,2012,41067
IT,A,2013,34905
IT,A,2014,33901
IT,A,2015,34367
IT,A,2016,35067
IT,A,2017,34447
IT,A,2018,34918
IT,A,2019,38531
IT,A,2020,35570
IT,A,2021,36893
IT,A,2022,39353
IT,A,2023,36952
IT,A,2024,35078
IT,A,2025,36658
IT,A,2002,6078
IT,A,2003,6144
IT,A,2004,6524
IT,A,2005,6650
IT,A,2006,6676
IT,A,2007,6986
IT,A,2008,6709
IT,A,2009,6965
IT,A,2010,6839
IT,A,2011,6284
IT,A,2012,7499
IT,A,2013,6151
IT,A,2014,5862
IT,A,2015,6187
IT,A,2016,6302
IT,A,2017,6356
IT,A,2018,6278
IT,A,2019,6613
IT,A,2020,6433
IT,A,2021,6593
IT,A,2022,7111
IT,A,2023,6827
IT,A,2024,6624
IT,A,2025,6804
IT,A,2002,12088
IT,A,2003,12533
IT,A,2004,13489
IT,A,2005,13214
IT,A,2006,13377
IT,A,2007,13870
IT,A,2008,13803
IT,A,2009,12665
IT,A,2010,12303
IT,A,2011,12072
IT,A,2012,13543
IT,A,2013,11467
IT,A,2014,11354
IT,A,2015,11921
IT,A,2016,11745
IT,A,2017,12183
IT,A,2018,12403
IT,A,2019,13099
IT,A,2020,12256
IT,A,2021,12985
IT,A,2022,14155
IT,A,2023,13465
IT,A,2024,13044
IT,A,2025,13737
IT,A,2002,45260
IT,A,2003,45128
IT,A,2004,45017
IT,A,2005,51325
IT,A,2006,47150
IT,A,2007,45036
IT,A,2008,54628
IT,A,2009,44702
IT,A,2010,46087
IT,A,2011,45886
IT,A,2012,60539
IT,A,2013,47065
IT,A,2014,46205
IT,A,2015,44239
IT,A,2016,44840
IT,A,2017,43272
IT,A,2018,42492
IT,A,2019,44792
IT,A,2020,39170
IT,A,2021,43785
IT,A,2022,48566
IT,A,2023,45830
IT,A,2024,42973
IT,A,2025,44533
IT,A,2002,103461
IT,A,2003,105022
IT,A,2004,103897
IT,A,2005,102465
IT,A,2006,102198
IT,A,2007,106398
IT,A,2008,107508
IT,A,2009,103804
IT,A,2010,104299
IT,A,2011,104490
IT,A,2012,120213
IT,A,2013,106949
IT,A,2014,100549
IT,A,2015,97484
IT,A,2016,99942
IT,A,2017,97522
IT,A,2018,95320
IT,A,2019,102549
IT,A,2020,94425
IT,A,2021,100595
IT,A,2022,104571
IT,A,2023,99328
IT,A,2024,99896
IT,A,2025,100771
IT,A,2002,10391
IT,A,2003,10227
IT,A,2004,10414
IT,A,2005,10884
IT,A,2006,10882
IT,A,2007,11574
IT,A,2008,11694
IT,A,2009,10468
IT,A,2010,10397
IT,A,2011,10682
IT,A,2012,13174
IT,A,2013,11726
IT,A,2014,11057
IT,A,2015,10868
IT,A,2016,11230
IT,A,2017,10677
IT,A,2018,11540
IT,A,2019,12149
IT,A,2020,11321
IT,A,2021,12041
IT,A,2022,13012
IT,A,2023,12379
IT,A,2024,12378
IT,A,2025,12607
IT,A,2002,2279
IT,A,2003,2192
IT,A,2004,2208
IT,A,2005,2155
IT,A,2006,2236
IT,A,2007,2136
IT,A,2008,2290
IT,A,2009,2347
IT,A,2010,2162
IT,A,2011,2266
IT,A,2012,2704
IT,A,2013,2251
IT,A,2014,2138
IT,A,2015,2061
IT,A,2016,2138
IT,A,2017,2030
IT,A,2018,2181
IT,A,2019,2232
IT,A,2020,2042
IT,A,2021,2324
IT,A,2022,2413
IT,A,2023,2332
IT,A,2024,2374
IT,A,2025,2513
IT,A,2002,52586
IT,A,2003,53972
IT,A,2004,54708
IT,A,2005,53304
IT,A,2006,53307
IT,A,2007,55933
IT,A,2008,55645
IT,A,2009,54094
IT,A,2010,54270
IT,A,2011,54359
IT,A,2012,61881
IT,A,2013,55196
IT,A,2014,51033
IT,A,2015,49250
IT,A,2016,50581
IT,A,2017,49241
IT,A,2018,47102
IT,A,2019,51241
IT,A,2020,46298
IT,A,2021,49114
IT,A,2022,49452
IT,A,2023,46807
IT,A,2024,47075
IT,A,2025,46849
IT,A,2002,21708
IT,A,2003,21601
IT,A,2004,20719
IT,A,2005,21052
IT,A,2006,20404
IT,A,2007,20792
IT,A,2008,21954
IT,A,2009,20428
IT,A,2010,21730
IT,A,2011,21528
IT,A,2012,24081
IT,A,2013,22126
IT,A,2014,21221
IT,A,2015,20810
IT,A,2016,21077
IT,A,2017,21644
IT,A,2018,20583
IT,A,2019,22301
IT,A,2020,21556
IT,A,2021,22744
IT,A,2022,24069
IT,A,2023,22639
IT,A,2024,22477
IT,A,2025,23282
IT,A,2002,2859
IT,A,2003,2855
IT,A,2004,2703
IT,A,2005,2677
IT,A,2006,2596
IT,A,2007,2663
IT,A,2008,2516
IT,A,2009,2517
IT,A,2010,2529
IT,A,2011,2707
IT,A,2012,3165
IT,A,2013,2626
IT,A,2014,2538
IT,A,2015,2561
IT,A,2016,2557
IT,A,2017,2468
IT,A,2018,2564
IT,A,2019,2701
IT,A,2020,2305
IT,A,2021,2354
IT,A,2022,2816
IT,A,2023,2630
IT,A,2024,2676
IT,A,2025,2493
IT,A,2002,13638
IT,A,2003,14175
IT,A,2004,13145
IT,A,2005,12393
IT,A,2006,12773
IT,A,2007,13300
IT,A,2008,13409
IT,A,2009,13950
IT,A,2010,13211
IT,A,2011,12948
IT,A,2012,15208
IT,A,2013,13024
IT,A,2014,12562
IT,A,2015,11934
IT,A,2016,12359
IT,A,2017,11462
IT,A,2018,11350
IT,A,2019,11925
IT,A,2020,10903
IT,A,2021,12018
IT,A,2022,12809
IT,A,2023,12541
IT,A,2024,12916
IT,A,2025,13027
IT,A,2002,151229
IT,A,2003,152306
IT,A,2004,154095
IT,A,2005,152064
IT,A,2006,153230
IT,A,2007,158915
IT,A,2008,161739
IT,A,2009,154416
IT,A,2010,157078
IT,A,2011,155161
IT,A,2012,181632
IT,A,2013,160440
IT,A,2014,150740
IT,A,2015,145736
IT,A,2016,149167
IT,A,2017,145989
IT,A,2018,144317
IT,A,2019,154305
IT,A,2020,142818
IT,A,2021,151342
IT,A,2022,157681
IT,A,2023,150237
IT,A,2024,150039
IT,A,2025,152040
IT,A,2002,47768
IT,A,2003,47284
IT,A,2004,50198
IT,A,2005,49599
IT,A,2006,51032
IT,A,2007,52517
IT,A,2008,54231
IT,A,2009,50612
IT,A,2010,52779
IT,A,2011,50671
IT,A,2012,61419
IT,A,2013,53491
IT,A,2014,50191
IT,A,2015,48252
IT,A,2016,49225
IT,A,2017,48467
IT,A,2018,48997
IT,A,2019,51756
IT,A,2020,48393
IT,A,2021,50747
IT,A,2022,53110
IT,A,2023,50909
IT,A,2024,50143
IT,A,2025,51269
IT,A,2002,35294
IT,A,2003,34333
IT,A,2004,37429
IT,A,2005,36275
IT,A,2006,36786
IT,A,2007,38352
IT,A,2008,39102
IT,A,2009,36457
IT,A,2010,38296
IT,A,2011,36499
IT,A,2012,45177
IT,A,2013,39299
IT,A,2014,36607
IT,A,2015,35158
IT,A,2016,36003
IT,A,2017,34929
IT,A,2018,35643
IT,A,2019,37506
IT,A,2020,35138
IT,A,2021,36362
IT,A,2022,38387
IT,A,2023,36899
IT,A,2024,36468
IT,A,2025,37357
IT,A,2002,12474
IT,A,2003,12951
IT,A,2004,12769
IT,A,2005,13324
IT,A,2006,14246
IT,A,2007,14165
IT,A,2008,15129
IT,A,2009,14155
IT,A,2010,14483
IT,A,2011,14172
IT,A,2012,16242
IT,A,2013,14192
IT,A,2014,13584
IT,A,2015,13094
IT,A,2016,13222
IT,A,2017,13538
IT,A,2018,13354
IT,A,2019,14250
IT,A,2020,13255
IT,A,2021,14385
IT,A,2022,14723
IT,A,2023,14010
IT,A,2024,13675
IT,A,2025,13912
IT,A,2002,1114947
IT,A,2003,1101207
IT,A,2004,1149005
IT,A,2005,1136442
IT,A,2006,1164439
IT,A,2007,1175628
IT,A,2008,1175893
IT,A,2009,1097586
IT,A,2010,1120005
IT,A,2011,1119683
IT,A,2012,1276940
IT,A,2013,1113155
IT,A,2014,1073757
IT,A,2015,1081744
IT,A,2016,1101791
IT,A,2017,1101319
IT,A,2018,1113581
IT,A,2019,1201080
IT,A,2020,1098379
IT,A,2021,1167034
IT,A,2022,1227381
IT,A,2023,1182266
IT,A,2024,1137742
IT,A,2025,1171573
IT,A,2002,373356
IT,A,2003,358709
IT,A,2004,382057
IT,A,2005,366739
IT,A,2006,388129
IT,A,2007,389499
IT,A,2008,377134
IT,A,2009,347810
IT,A,2010,364136
IT,A,2011,362942
IT,A,2012,404079
IT,A,2013,360628
IT,A,2014,349598
IT,A,2015,360853
IT,A,2016,368191
IT,A,2017,371146
IT,A,2018,379756
IT,A,2019,410676
IT,A,2020,367445
IT,A,2021,398034
IT,A,2022,414633
IT,A,2023,409787
IT,A,2024,386528
IT,A,2025,398452
IT,A,2002,108418
IT,A,2003,104385
IT,A,2004,109771
IT,A,2005,104657
IT,A,2006,108860
IT,A,2007,113878
IT,A,2008,109635
IT,A,2009,105935
IT,A,2010,106846
IT,A,2011,106209
IT,A,2012,119806
IT,A,2013,105299
IT,A,2014,101488
IT,A,2015,103198
IT,A,2016,104566
IT,A,2017,105237
IT,A,2018,104065
IT,A,2019,113038
IT,A,2020,103136
IT,A,2021,105688
IT,A,2022,110744
IT,A,2023,115430
IT,A,2024,108191
IT,A,2025,110020
IT,A,2002,3923
IT,A,2003,3995
IT,A,2004,4156
IT,A,2005,3988
IT,A,2006,3905
IT,A,2007,4007
IT,A,2008,3837
IT,A,2009,4370
IT,A,2010,4206
IT,A,2011,3870
IT,A,2012,4559
IT,A,2013,4230
IT,A,2014,3999
IT,A,2015,3847
IT,A,2016,3804
IT,A,2017,3789
IT,A,2018,3997
IT,A,2019,3859
IT,A,2020,3611
IT,A,2021,3871
IT,A,2022,3608
IT,A,2023,3750
IT,A,2024,3724
IT,A,2025,3860
IT,A,2002,32796
IT,A,2003,31674
IT,A,2004,32923
IT,A,2005,31512
IT,A,2006,32413
IT,A,2007,32233
IT,A,2008,32078
IT,A,2009,30340
IT,A,2010,32926
IT,A,2011,31118
IT,A,2012,35569
IT,A,2013,31623
IT,A,2014,29498
IT,A,2015,30471
IT,A,2016,30775
IT,A,2017,30368
IT,A,2018,31550
IT,A,2019,31818
IT,A,2020,29717
IT,A,2021,32720
IT,A,2022,32359
IT,A,2023,30857
IT,A,2024,29347
IT,A,2025,30233
IT,A,2002,228219
IT,A,2003,218655
IT,A,2004,235207
IT,A,2005,226582
IT,A,2006,242951
IT,A,2007,239381
IT,A,2008,231584
IT,A,2009,207165
IT,A,2010,220158
IT,A,2011,221745
IT,A,2012,244145
IT,A,2013,219476
IT,A,2014,214613
IT,A,2015,223337
IT,A,2016,229046
IT,A,2017,231752
IT,A,2018,240144
IT,A,2019,261961
IT,A,2020,230981
IT,A,2021,255755
IT,A,2022,267922
IT,A,2023,259750
IT,A,2024,245266
IT,A,2025,254339
IT,A,2002,610369
IT,A,2003,595193
IT,A,2004,633269
IT,A,2005,611252
IT,A,2006,643002
IT,A,2007,644509
IT,A,2008,624628
IT,A,2009,582741
IT,A,2010,600007
IT,A,2011,602560
IT,A,2012,659285
IT,A,2013,585870
IT,A,2014,571440
IT,A,2015,593262
IT,A,2016,604038
IT,A,2017,614418
IT,A,2018,629894
IT,A,2019,679937
IT,A,2020,618127
IT,A,2021,658338
IT,A,2022,690978
IT,A,2023,669508
IT,A,2024,635567
IT,A,2025,655771
IT,A,2002,237013
IT,A,2003,236484
IT,A,2004,251212
IT,A,2005,244513
IT,A,2006,254873
IT,A,2007,255010
IT,A,2008,247494
IT,A,2009,234931
IT,A,2010,235871
IT,A,2011,239618
IT,A,2012,255206
IT,A,2013,225242
IT,A,2014,221842
IT,A,2015,232409
IT,A,2016,235847
IT,A,2017,243272
IT,A,2018,250138
IT,A,2019,269261
IT,A,2020,250682
IT,A,2021,260304
IT,A,2022,276345
IT,A,2023,259721
IT,A,2024,249039
IT,A,2025,257319
IT,A,2002,7630
IT,A,2003,8134
IT,A,2004,8881
IT,A,2005,9022
IT,A,2006,9085
IT,A,2007,8985
IT,A,2008,9161
IT,A,2009,9222
IT,A,2010,9102
IT,A,2011,9682
IT,A,2012,10783
IT,A,2013,9510
IT,A,2014,9550
IT,A,2015,10622
IT,A,2016,9971
IT,A,2017,10218
IT,A,2018,10919
IT,A,2019,10820
IT,A,2020,10174
IT,A,2021,10250
IT,A,2022,10617
IT,A,2023,10348
IT,A,2024,9857
IT,A,2025,9882
IT,A,2002,9356
IT,A,2003,10211
IT,A,2004,10749
IT,A,2005,10240
IT,A,2006,10781
IT,A,2007,11093
IT,A,2008,10799
IT,A,2009,10718
IT,A,2010,10836
IT,A,2011,11386
IT,A,2012,12398
IT,A,2013,11458
IT,A,2014,11326
IT,A,2015,11741
IT,A,2016,11823
IT,A,2017,12242
IT,A,2018,12628
IT,A,2019,12983
IT,A,2020,12153
IT,A,2021,12620
IT,A,2022,13509
IT,A,2023,12724
IT,A,2024,12594
IT,A,2025,12787
IT,A,2002,96467
IT,A,2003,100351
IT,A,2004,103005
IT,A,2005,99456
IT,A,2006,103420
IT,A,2007,104958
IT,A,2008,98915
IT,A,2009,96827
IT,A,2010,96351
IT,A,2011,97978
IT,A,2012,104843
IT,A,2013,91023
IT,A,2014,91372
IT,A,2015,96505
IT,A,2016,97911
IT,A,2017,102411
IT,A,2018,105103
IT,A,2019,112253
IT,A,2020,105885
IT,A,2021,110220
IT,A,2022,115323
IT,A,2023,108475
IT,A,2024,104112
IT,A,2025,108862
IT,A,2002,25819
IT,A,2003,25626
IT,A,2004,27308
IT,A,2005,26535
IT,A,2006,27021
IT,A,2007,28326
IT,A,2008,26536
IT,A,2009,25705
IT,A,2010,26429
IT,A,2011,25761
IT,A,2012,27990
IT,A,2013,24867
IT,A,2014,23811
IT,A,2015,24609
IT,A,2016,25872
IT,A,2017,25738
IT,A,2018,26274
IT,A,2019,28219
IT,A,2020,26357
IT,A,2021,27431
IT,A,2022,28592
IT,A,2023,26468
IT,A,2024,25410
IT,A,2025,26100
IT,A,2002,97741
IT,A,2003,92162
IT,A,2004,101269
IT,A,2005,99260
IT,A,2006,104566
IT,A,2007,101648
IT,A,2008,102083
IT,A,2009,92459
IT,A,2010,93153
IT,A,2011,94811
IT,A,2012,99192
IT,A,2013,88384
IT,A,2014,85783
IT,A,2015,88932
IT,A,2016,90270
IT,A,2017,92663
IT,A,2018,95214
IT,A,2019,104986
IT,A,2020,96113
IT,A,2021,99783
IT,A,2022,108304
IT,A,2023,101706
IT,A,2024,97066
IT,A,2025,99688
IT,A,2002,16986
IT,A,2003,18345
IT,A,2004,19630
IT,A,2005,19262
IT,A,2006,19866
IT,A,2007,20078
IT,A,2008,19960
IT,A,2009,19940
IT,A,2010,19938
IT,A,2011,21068
IT,A,2012,23181
IT,A,2013,20968
IT,A,2014,20876
IT,A,2015,22363
IT,A,2016,21794
IT,A,2017,22460
IT,A,2018,23547
IT,A,2019,23803
IT,A,2020,22327
IT,A,2021,22870
IT,A,2022,24126
IT,A,2023,23072
IT,A,2024,22451
IT,A,2025,22669
IT,A,2002,198961
IT,A,2003,198797
IT,A,2004,205294
IT,A,2005,216642
IT,A,2006,210115
IT,A,2007,207195
IT,A,2008,222354
IT,A,2009,199980
IT,A,2010,201223
IT,A,2011,201743
IT,A,2012,247941
IT,A,2013,200401
IT,A,2014,195058
IT,A,2015,193689
IT,A,2016,196454
IT,A,2017,193081
IT,A,2018,192753
IT,A,2019,208102
IT,A,2020,188800
IT,A,2021,202110
IT,A,2022,218265
IT,A,2023,206817
IT,A,2024,197041
IT,A,2025,205285
IT,A,2002,72199
IT,A,2003,71034
IT,A,2004,75032
IT,A,2005,73400
IT,A,2006,74861
IT,A,2007,74047
IT,A,2008,71287
IT,A,2009,70823
IT,A,2010,70127
IT,A,2011,72049
IT,A,2012,83256
IT,A,2013,70605
IT,A,2014,67818
IT,A,2015,69138
IT,A,2016,70481
IT,A,2017,69512
IT,A,2018,70255
IT,A,2019,77926
IT,A,2020,72381
IT,A,2021,74616
IT,A,2022,79015
IT,A,2023,74166
IT,A,2024,70879
IT,A,2025,74186
IT,A,2002,12386
IT,A,2003,12587
IT,A,2004,12983
IT,A,2005,13332
IT,A,2006,13418
IT,A,2007,14193
IT,A,2008,13562
IT,A,2009,14087
IT,A,2010,13795
IT,A,2011,12865
IT,A,2012,15264
IT,A,2013,12333
IT,A,2014,11800
IT,A,2015,12625
IT,A,2016,12553
IT,A,2017,12634
IT,A,2018,12487
IT,A,2019,13296
IT,A,2020,12935
IT,A,2021,13127
IT,A,2022,14170
IT,A,2023,13632
IT,A,2024,13215
IT,A,2025,13591
IT,A,2002,24843
IT,A,2003,25684
IT,A,2004,27415
IT,A,2005,27040
IT,A,2006,27356
IT,A,2007,28258
IT,A,2008,28185
IT,A,2009,25547
IT,A,2010,24758
IT,A,2011,24475
IT,A,2012,27211
IT,A,2013,22892
IT,A,2014,22781
IT,A,2015,23839
IT,A,2016,23647
IT,A,2017,24238
IT,A,2018,24609
IT,A,2019,26621
IT,A,2020,24801
IT,A,2021,26226
IT,A,2022,28307
IT,A,2023,27255
IT,A,2024,26298
IT,A,2025,27611
IT,A,2002,89533
IT,A,2003,89492
IT,A,2004,89864
IT,A,2005,102870
IT,A,2006,94480
IT,A,2007,90697
IT,A,2008,109320
IT,A,2009,89523
IT,A,2010,92543
IT,A,2011,92354
IT,A,2012,122210
IT,A,2013,94571
IT,A,2014,92659
IT,A,2015,88087
IT,A,2016,89773
IT,A,2017,86697
IT,A,2018,85402
IT,A,2019,90259
IT,A,2020,78683
IT,A,2021,88141
IT,A,2022,96773
IT,A,2023,91764
IT,A,2024,86649
IT,A,2025,89897
IT,A,2002,209296
IT,A,2003,211552
IT,A,2004,209591
IT,A,2005,207636
IT,A,2006,207902
IT,A,2007,217011
IT,A,2008,219093
IT,A,2009,212295
IT,A,2010,212066
IT,A,2011,213315
IT,A,2012,245250
IT,A,2013,219097
IT,A,2014,206136
IT,A,2015,198483
IT,A,2016,203209
IT,A,2017,197149
IT,A,2018,193123
IT,A,2019,209476
IT,A,2020,193843
IT,A,2021,205447
IT,A,2022,211544
IT,A,2023,203025
IT,A,2024,203830
IT,A,2025,206292
IT,A,2002,20675
IT,A,2003,20347
IT,A,2004,20971
IT,A,2005,21989
IT,A,2006,21855
IT,A,2007,23294
IT,A,2008,23459
IT,A,2009,21017
IT,A,2010,20820
IT,A,2011,21413
IT,A,2012,26679
IT,A,2013,23727
IT,A,2014,22049
IT,A,2015,21610
IT,A,2016,22320
IT,A,2017,20920
IT,A,2018,22922
IT,A,2019,24147
IT,A,2020,22671
IT,A,2021,23937
IT,A,2022,26031
IT,A,2023,24935
IT,A,2024,24621
IT,A,2025,25488
IT,A,2002,4738
IT,A,2003,4449
IT,A,2004,4537
IT,A,2005,4358
IT,A,2006,4567
IT,A,2007,4561
IT,A,2008,4725
IT,A,2009,4816
IT,A,2010,4457
IT,A,2011,4769
IT,A,2012,5779
IT,A,2013,4691
IT,A,2014,4379
IT,A,2015,4261
IT,A,2016,4294
IT,A,2017,4146
IT,A,2018,4297
IT,A,2019,4493
IT,A,2020,4253
IT,A,2021,4617
IT,A,2022,4776
IT,A,2023,4705
IT,A,2024,4841
IT,A,2025,5053
IT,A,2002,106586
IT,A,2003,108979
IT,A,2004,110306
IT,A,2005,108397
IT,A,2006,108353
IT,A,2007,114044
IT,A,2008,113991
IT,A,2009,111088
IT,A,2010,110684
IT,A,2011,110962
IT,A,2012,126220
IT,A,2013,113294
IT,A,2014,105219
IT,A,2015,101137
IT,A,2016,103339
IT,A,2017,100116
IT,A,2018,96369
IT,A,2019,105333
IT,A,2020,95682
IT,A,2021,101102
IT,A,2022,100423
IT,A,2023,96207
IT,A,2024,96697
IT,A,2025,96226
IT,A,2002,43741
IT,A,2003,43455
IT,A,2004,41688
IT,A,2005,42417
IT,A,2006,41596
IT,A,2007,42573
IT,A,2008,44722
IT,A,2009,41730
IT,A,2010,44216
IT,A,2011,43905
IT,A,2012,48988
IT,A,2013,45173
IT,A,2014,42802
IT,A,2015,42061
IT,A,2016,42672
IT,A,2017,43731
IT,A,2018,41638
IT,A,2019,45805
IT,A,2020,44155
IT,A,2021,46484
IT,A,2022,48717
IT,A,2023,46403
IT,A,2024,45953
IT,A,2025,47923
IT,A,2002,5807
IT,A,2003,5829
IT,A,2004,5435
IT,A,2005,5407
IT,A,2006,5234
IT,A,2007,5428
IT,A,2008,5098
IT,A,2009,5106
IT,A,2010,5091
IT,A,2011,5808
IT,A,2012,6646
IT,A,2013,5547
IT,A,2014,5388
IT,A,2015,5096
IT,A,2016,5344
IT,A,2017,5004
IT,A,2018,5112
IT,A,2019,5369
IT,A,2020,4828
IT,A,2021,4904
IT,A,2022,5778
IT,A,2023,5323
IT,A,2024,5469
IT,A,2025,5062
IT,A,2002,27749
IT,A,2003,28493
IT,A,2004,26654
IT,A,2005,25068
IT,A,2006,26297
IT,A,2007,27111
IT,A,2008,27098
IT,A,2009,28538
IT,A,2010,26798
IT,A,2011,26458
IT,A,2012,30938
IT,A,2013,26665
IT,A,2014,26299
IT,A,2015,24318
IT,A,2016,25240
IT,A,2017,23232
IT,A,2018,22785
IT,A,2019,24329
IT,A,2020,22254
IT,A,2021,24403
IT,A,2022,25819
IT,A,2023,25452
IT,A,2024,26249
IT,A,2025,26540
IT,A,2002,305617
IT,A,2003,307217
IT,A,2004,310442
IT,A,2005,308548
IT,A,2006,311322
IT,A,2007,323924
IT,A,2008,328911
IT,A,2009,314865
IT,A,2010,318775
IT,A,2011,315380
IT,A,2012,369714
IT,A,2013,326884
IT,A,2014,307259
IT,A,2015,294793
IT,A,2016,301299
IT,A,2017,293820
IT,A,2018,290934
IT,A,2019,313041
IT,A,2020,291452
IT,A,2021,306586
IT,A,2022,318138
IT,A,2023,305941
IT,A,2024,305134
IT,A,2025,310517
IT,A,2002,96321
IT,A,2003,95665
IT,A,2004,100851
IT,A,2005,100912
IT,A,2006,103420
IT,A,2007,106913
IT,A,2008,109818
IT,A,2009,102570
IT,A,2010,106709
IT,A,2011,102065
IT,A,2012,124464
IT,A,2013,107787
IT,A,2014,101123
IT,A,2015,96310
IT,A,2016,98090
IT,A,2017,96671
IT,A,2018,97811
IT,A,2019,103565
IT,A,2020,97609
IT,A,2021,101139
IT,A,2022,106594
IT,A,2023,102916
IT,A,2024,101304
IT,A,2025,104225
IT,A,2002,70596
IT,A,2003,69215
IT,A,2004,74519
IT,A,2005,73688
IT,A,2006,74468
IT,A,2007,78042
IT,A,2008,79404
IT,A,2009,74102
IT,A,2010,77741
IT,A,2011,73609
IT,A,2012,91573
IT,A,2013,78987
IT,A,2014,73970
IT,A,2015,70144
IT,A,2016,71933
IT,A,2017,69977
IT,A,2018,71519
IT,A,2019,75202
IT,A,2020,70980
IT,A,2021,72750
IT,A,2022,77022
IT,A,2023,74587
IT,A,2024,73813
IT,A,2025,76031
IT,A,2002,25725
IT,A,2003,26450
IT,A,2004,26332
IT,A,2005,27224
IT,A,2006,28952
IT,A,2007,28871
IT,A,2008,30414
IT,A,2009,28468
IT,A,2010,28968
IT,A,2011,28456
IT,A,2012,32891
IT,A,2013,28800
IT,A,2014,27153
IT,A,2015,26166
IT,A,2016,26157
IT,A,2017,26694
IT,A,2018,26292
IT,A,2019,28363
IT,A,2020,26629
IT,A,2021,28389
IT,A,2022,29572
IT,A,2023,28329
IT,A,2024,27491
IT,A,2025,28194
IT,A,2002,625433
IT,A,2003,621681
IT,A,2004,669612
IT,A,2005,678454
IT,A,2006,702144
IT,A,2007,705545
IT,A,2008,703558
IT,A,2009,658590
IT,A,2010,670746
IT,A,2011,678073
IT,A,2012,776908
IT,A,2013,678946
IT,A,2014,652778
IT,A,2015,637935
IT,A,2016,663944
IT,A,2017,667204
IT,A,2018,686361
IT,A,2019,761298
IT,A,2020,680369
IT,A,2021,727401
IT,A,2022,746273
IT,A,2023,729882
IT,A,2024,707868
IT,A,2025,751520
IT,A,2002,213690
IT,A,2003,206845
IT,A,2004,229001
IT,A,2005,227618
IT,A,2006,244388
IT,A,2007,243553
IT,A,2008,236084
IT,A,2009,216227
IT,A,2010,226410
IT,A,2011,228763
IT,A,2012,257366
IT,A,2013,230123
IT,A,2014,220382
IT,A,2015,218059
IT,A,2016,227833
IT,A,2017,231053
IT,A,2018,239272
IT,A,2019,265859
IT,A,2020,232971
IT,A,2021,254617
IT,A,2022,260023
IT,A,2023,259485
IT,A,2024,247277
IT,A,2025,262430
IT,A,2002,59755
IT,A,2003,57285
IT,A,2004,62417
IT,A,2005,61236
IT,A,2006,63539
IT,A,2007,66383
IT,A,2008,64753
IT,A,2009,62710
IT,A,2010,63023
IT,A,2011,63871
IT,A,2012,72742
IT,A,2013,63793
IT,A,2014,61033
IT,A,2015,59922
IT,A,2016,62166
IT,A,2017,62970
IT,A,2018,62563
IT,A,2019,69825
IT,A,2020,62588
IT,A,2021,64609
IT,A,2022,67113
IT,A,2023,70218
IT,A,2024,67053
IT,A,2025,69948
IT,A,2002,2182
IT,A,2003,2238
IT,A,2004,2448
IT,A,2005,2432
IT,A,2006,2301
IT,A,2007,2394
IT,A,2008,2344
IT,A,2009,2535
IT,A,2010,2494
IT,A,2011,2331
IT,A,2012,2782
IT,A,2013,2525
IT,A,2014,2332
IT,A,2015,2217
IT,A,2016,2232
IT,A,2017,2183
IT,A,2018,2353
IT,A,2019,2319
IT,A,2020,2131
IT,A,2021,2303
IT,A,2022,2170
IT,A,2023,2198
IT,A,2024,2258
IT,A,2025,2369
IT,A,2002,17434
IT,A,2003,16791
IT,A,2004,17908
IT,A,2005,17755
