area_code,frequency,year,migrations
IT,A,2006,18234
IT,A,2007,18022
IT,A,2008,18614
IT,A,2009,17686
IT,A,2010,19481
IT,A,2011,18597
IT,A,2012,21260
IT,A,2013,19100
IT,A,2014,17624
IT,A,2015,17621
IT,A,2016,18003
IT,A,2017,18039
IT,A,2018,18887
IT,A,2019,19969
IT,A,2020,17992
IT,A,2021,20220
IT,A,2022,19682
IT,A,2023,18818
IT,A,2024,18201
IT,A,2025,19308
IT,A,2002,134319
IT,A,2003,130531
IT,A,2004,146228
IT,A,2005,146195
IT,A,2006,160314
IT,A,2007,156754
IT,A,2008,150373
IT,A,2009,133296
IT,A,2010,141412
IT,A,2011,143964
IT,A,2012,160582
IT,A,2013,144705
IT,A,2014,139393
IT,A,2015,138299
IT,A,2016,145432
IT,A,2017,147861
IT,A,2018,155469
IT,A,2019,173746
IT,A,2020,150260
IT,A,2021,167485
IT,A,2022,171058
IT,A,2023,168251
IT,A,2024,159765
IT,A,2025,170805
IT,A,2002,355885
IT,A,2003,350806
IT,A,2004,388182
IT,A,2005,388443
IT,A,2006,411828
IT,A,2007,410350
IT,A,2008,396408
IT,A,2009,366012
IT,A,2010,376047
IT,A,2011,383034
IT,A,2012,422095
IT,A,2013,374852
IT,A,2014,362153
IT,A,2015,359536
IT,A,2016,375129
IT,A,2017,383427
IT,A,2018,398914
IT,A,2019,441413
IT,A,2020,392359
IT,A,2021,421598
IT,A,2022,432816
IT,A,2023,424038
IT,A,2024,406389
IT,A,2025,431739
IT,A,2002,142195
IT,A,2003,143961
IT,A,2004,159181
IT,A,2005,160825
IT,A,2006,167440
IT,A,2007,166797
IT,A,2008,160324
IT,A,2009,149785
IT,A,2010,149637
IT,A,2011,154271
IT,A,2012,164729
IT,A,2013,144729
IT,A,2014,141771
IT,A,2015,141477
IT,A,2016,147296
IT,A,2017,152374
IT,A,2018,159642
IT,A,2019,175554
IT,A,2020,159388
IT,A,2021,166981
IT,A,2022,172793
IT,A,2023,164553
IT,A,2024,159112
IT,A,2025,169309
IT,A,2002,4248
IT,A,2003,4704
IT,A,2004,5209
IT,A,2005,5413
IT,A,2006,5757
IT,A,2007,5535
IT,A,2008,5587
IT,A,2009,5574
IT,A,2010,5610
IT,A,2011,6063
IT,A,2012,6609
IT,A,2013,5950
IT,A,2014,5954
IT,A,2015,6471
IT,A,2016,6334
IT,A,2017,6807
IT,A,2018,7182
IT,A,2019,7354
IT,A,2020,6601
IT,A,2021,6873
IT,A,2022,7042
IT,A,2023,6812
IT,A,2024,6607
IT,A,2025,6721
IT,A,2002,5654
IT,A,2003,6171
IT,A,2004,6618
IT,A,2005,6562
IT,A,2006,6988
IT,A,2007,7107
IT,A,2008,6941
IT,A,2009,6873
IT,A,2010,6992
IT,A,2011,7157
IT,A,2012,7882
IT,A,2013,7302
IT,A,2014,7094
IT,A,2015,7033
IT,A,2016,7283
IT,A,2017,7552
IT,A,2018,8066
IT,A,2019,8252
IT,A,2020,7438
IT,A,2021,7759
IT,A,2022,8063
IT,A,2023,7758
IT,A,2024,7755
IT,A,2025,7993
IT,A,2002,58646
IT,A,2003,61865
IT,A,2004,67212
IT,A,2005,67466
IT,A,2006,70119
IT,A,2007,70377
IT,A,2008,65235
IT,A,2009,62383
IT,A,2010,61767
IT,A,2011,63918
IT,A,2012,67774
IT,A,2013,58341
IT,A,2014,58418
IT,A,2015,58491
IT,A,2016,60781
IT,A,2017,63382
IT,A,2018,66529
IT,A,2019,72508
IT,A,2020,66677
IT,A,2021,70175
IT,A,2022,71517
IT,A,2023,67808
IT,A,2024,65437
IT,A,2025,70629
IT,A,2002,15432
IT,A,2003,15607
IT,A,2004,16939
IT,A,2005,16888
IT,A,2006,16701
IT,A,2007,17952
IT,A,2008,16645
IT,A,2009,15685
IT,A,2010,16221
IT,A,2011,15750
IT,A,2012,17235
IT,A,2013,15225
IT,A,2014,14732
IT,A,2015,14445
IT,A,2016,15465
IT,A,2017,15496
IT,A,2018,16254
IT,A,2019,17609
IT,A,2020,15881
IT,A,2021,16850
IT,A,2022,17499
IT,A,2023,16331
IT,A,2024,15891
IT,A,2025,16797
IT,A,2002,58215
IT,A,2003,55614
IT,A,2004,63203
IT,A,2005,64496
IT,A,2006,67875
IT,A,2007,65826
IT,A,2008,65916
IT,A,2009,59270
IT,A,2010,59047
IT,A,2011,61383
IT,A,2012,65229
IT,A,2013,57911
IT,A,2014,55573
IT,A,2015,55037
IT,A,2016,57433
IT,A,2017,59137
IT,A,2018,61611
IT,A,2019,69831
IT,A,2020,62791
IT,A,2021,65324
IT,A,2022,68672
IT,A,2023,65844
IT,A,2024,63422
IT,A,2025,67169
IT,A,2002,9902
IT,A,2003,10875
IT,A,2004,11827
IT,A,2005,11975
IT,A,2006,12745
IT,A,2007,12642
IT,A,2008,12528
IT,A,2009,12447
IT,A,2010,12602
IT,A,2011,13220
IT,A,2012,14491
IT,A,2013,13252
IT,A,2014,13048
IT,A,2015,13504
IT,A,2016,13617
IT,A,2017,14359
IT,A,2018,15248
IT,A,2019,15606
IT,A,2020,14039
IT,A,2021,14632
IT,A,2022,15105
IT,A,2023,14570
IT,A,2024,14362
IT,A,2025,14714
IT,A,2002,110892
IT,A,2003,111388
IT,A,2004,118604
IT,A,2005,126457
IT,A,2006,124706
IT,A,2007,122795
IT,A,2008,131937
IT,A,2009,121311
IT,A,2010,122359
IT,A,2011,123923
IT,A,2012,152286
IT,A,2013,124061
IT,A,2014,119742
IT,A,2015,116630
IT,A,2016,120925
IT,A,2017,119637
IT,A,2018,121728
IT,A,2019,135887
IT,A,2020,120037
IT,A,2021,129081
IT,A,2022,133931
IT,A,2023,129628
IT,A,2024,124448
IT,A,2025,133219
IT,A,2002,41456
IT,A,2003,41242
IT,A,2004,44797
IT,A,2005,45096
IT,A,2006,46506
IT,A,2007,45487
IT,A,2008,43973
IT,A,2009,43934
IT,A,2010,43911
IT,A,2011,45372
IT,A,2012,52756
IT,A,2013,45022
IT,A,2014,42760
IT,A,2015,42241
IT,A,2016,44165
IT,A,2017,43975
IT,A,2018,45004
IT,A,2019,51745
IT,A,2020,46803
IT,A,2021,48856
IT,A,2022,49587
IT,A,2023,47526
IT,A,2024,45577
IT,A,2025,49534
IT,A,2002,7364
IT,A,2003,7484
IT,A,2004,7910
IT,A,2005,8424
IT,A,2006,8448
IT,A,2007,9054
IT,A,2008,8567
IT,A,2009,8908
IT,A,2010,8759
IT,A,2011,8462
IT,A,2012,9729
IT,A,2013,7814
IT,A,2014,7407
IT,A,2015,7814
IT,A,2016,7716
IT,A,2017,7704
IT,A,2018,7843
IT,A,2019,8858
IT,A,2020,8206
IT,A,2021,8422
IT,A,2022,8802
IT,A,2023,8468
IT,A,2024,8246
IT,A,2025,8842
IT,A,2002,15587
IT,A,2003,16031
IT,A,2004,17680
IT,A,2005,18037
IT,A,2006,17967
IT,A,2007,18386
IT,A,2008,18536
IT,A,2009,16661
IT,A,2010,16129
IT,A,2011,16257
IT,A,2012,17836
IT,A,2013,14847
IT,A,2014,14710
IT,A,2015,14600
IT,A,2016,14970
IT,A,2017,15340
IT,A,2018,15750
IT,A,2019,17607
IT,A,2020,15861
IT,A,2021,16919
IT,A,2022,17817
IT,A,2023,17968
IT,A,2024,17750
IT,A,2025,19054
IT,A,2002,46485
IT,A,2003,46631
IT,A,2004,48217
IT,A,2005,54900
IT,A,2006,51785
IT,A,2007,49868
IT,A,2008,60861
IT,A,2009,51808
IT,A,2010,53560
IT,A,2011,53832
IT,A,2012,71965
IT,A,2013,56378
IT,A,2014,54865
IT,A,2015,51975
IT,A,2016,54074
IT,A,2017,52618
IT,A,2018,53131
IT,A,2019,57677
IT,A,2020,49167
IT,A,2021,54884
IT,A,2022,57725
IT,A,2023,55666
IT,A,2024,52875
IT,A,2025,55789
IT,A,2002,108996
IT,A,2003,109803
IT,A,2004,110421
IT,A,2005,110268
IT,A,2006,111394
IT,A,2007,116177
IT,A,2008,117386
IT,A,2009,115825
IT,A,2010,115164
IT,A,2011,116640
IT,A,2012,135548
IT,A,2013,122177
IT,A,2014,116281
IT,A,2015,110426
IT,A,2016,114927
IT,A,2017,111512
IT,A,2018,111976
IT,A,2019,126049
IT,A,2020,113420
IT,A,2021,121099
IT,A,2022,121297
IT,A,2023,119002
IT,A,2024,120243
IT,A,2025,126732
IT,A,2002,11171
IT,A,2003,11019
IT,A,2004,11794
IT,A,2005,12612
IT,A,2006,12527
IT,A,2007,13337
IT,A,2008,13570
IT,A,2009,12310
IT,A,2010,12169
IT,A,2011,12694
IT,A,2012,15862
IT,A,2013,14053
IT,A,2014,12905
IT,A,2015,12282
IT,A,2016,13031
IT,A,2017,11973
IT,A,2018,13419
IT,A,2019,14345
IT,A,2020,13178
IT,A,2021,14034
IT,A,2022,14958
IT,A,2023,14745
IT,A,2024,14674
IT,A,2025,15866
IT,A,2002,2540
IT,A,2003,2345
IT,A,2004,2469
IT,A,2005,2311
IT,A,2006,2469
IT,A,2007,2587
IT,A,2008,2589
IT,A,2009,2659
IT,A,2010,2477
IT,A,2011,2702
IT,A,2012,3294
IT,A,2013,2662
IT,A,2014,2487
IT,A,2015,2384
IT,A,2016,2495
IT,A,2017,2502
IT,A,2018,2852
IT,A,2019,2966
IT,A,2020,2657
IT,A,2021,2767
IT,A,2022,2864
IT,A,2023,2869
IT,A,2024,3104
IT,A,2025,3410
IT,A,2002,54998
IT,A,2003,56102
IT,A,2004,57135
IT,A,2005,56924
IT,A,2006,57319
IT,A,2007,60178
IT,A,2008,60402
IT,A,2009,59725
IT,A,2010,59072
IT,A,2011,59345
IT,A,2012,68358
IT,A,2013,62317
IT,A,2014,59136
IT,A,2015,56208
IT,A,2016,57811
IT,A,2017,55983
IT,A,2018,55312
IT,A,2019,61476
IT,A,2020,54928
IT,A,2021,58498
IT,A,2022,56639
IT,A,2023,55396
IT,A,2024,55870
IT,A,2025,57888
IT,A,2002,22636
IT,A,2003,22465
IT,A,2004,21976
IT,A,2005,22212
IT,A,2006,22124
IT,A,2007,22705
IT,A,2008,23729
IT,A,2009,22814
IT,A,2010,24038
IT,A,2011,24027
IT,A,2012,27165
IT,A,2013,24945
IT,A,2014,23510
IT,A,2015,23040
IT,A,2016,23790
IT,A,2017,24625
IT,A,2018,24001
IT,A,2019,27619
IT,A,2020,26310
IT,A,2021,27772
IT,A,2022,28089
IT,A,2023,27529
IT,A,2024,27503
IT,A,2025,29803
IT,A,2002,3075
IT,A,2003,3060
IT,A,2004,2922
IT,A,2005,2888
IT,A,2006,2763
IT,A,2007,2903
IT,A,2008,2719
IT,A,2009,2791
IT,A,2010,2773
IT,A,2011,3321
IT,A,2012,3753
IT,A,2013,3251
IT,A,2014,3124
IT,A,2015,2759
IT,A,2016,3210
IT,A,2017,3023
IT,A,2018,3207
IT,A,2019,3280
IT,A,2020,3146
IT,A,2021,3202
IT,A,2022,3701
IT,A,2023,3499
IT,A,2024,3716
IT,A,2025,3590
IT,A,2002,14576
IT,A,2003,14812
IT,A,2004,14125
IT,A,2005,13321
IT,A,2006,14192
IT,A,2007,14467
IT,A,2008,14377
IT,A,2009,15526
IT,A,2010,14635
IT,A,2011,14551
IT,A,2012,17116
IT,A,2013,14949
IT,A,2014,15119
IT,A,2015,13753
IT,A,2016,14590
IT,A,2017,13406
IT,A,2018,13185
IT,A,2019,16363
IT,A,2020,13201
IT,A,2021,14826
IT,A,2022,15046
IT,A,2023,14964
IT,A,2024,15376
IT,A,2025,16175
IT,A,2002,158656
IT,A,2003,159487
IT,A,2004,162826
IT,A,2005,163554
IT,A,2006,165610
IT,A,2007,172400
IT,A,2008,175213
IT,A,2009,171267
IT,A,2010,172340
IT,A,2011,171116
IT,A,2012,202527
IT,A,2013,180033
IT,A,2014,170883
IT,A,2015,161769
IT,A,2016,167890
IT,A,2017,164140
IT,A,2018,165719
IT,A,2019,183998
IT,A,2020,167973
IT,A,2021,176722
IT,A,2022,179526
IT,A,2023,176216
IT,A,2024,177031
IT,A,2025,186562
IT,A,2002,49660
IT,A,2003,49684
IT,A,2004,52405
IT,A,2005,53286
IT,A,2006,54216
IT,A,2007,56223
IT,A,2008,57827
IT,A,2009,55442
IT,A,2010,57176
IT,A,2011,54476
IT,A,2012,66979
IT,A,2013,57856
IT,A,2014,54602
IT,A,2015,51343
IT,A,2016,52963
IT,A,2017,52628
IT,A,2018,53743
IT,A,2019,57949
IT,A,2020,54553
IT,A,2021,55623
IT,A,2022,58229
IT,A,2023,57214
IT,A,2024,56788
IT,A,2025,59830
IT,A,2002,36108
IT,A,2003,35813
IT,A,2004,38394
IT,A,2005,38858
IT,A,2006,38933
IT,A,2007,40998
IT,A,2008,41916
IT,A,2009,40286
IT,A,2010,41768
IT,A,2011,39265
IT,A,2012,49092
IT,A,2013,42269
IT,A,2014,40101
IT,A,2015,37451
IT,A,2016,38968
IT,A,2017,38423
IT,A,2018,39431
IT,A,2019,42294
IT,A,2020,40014
IT,A,2021,40425
IT,A,2022,42283
IT,A,2023,41619
IT,A,2024,41643
IT,A,2025,43824
IT,A,2002,13552
IT,A,2003,13871
IT,A,2004,14011
IT,A,2005,14428
IT,A,2006,15283
IT,A,2007,15225
IT,A,2008,15911
IT,A,2009,15156
IT,A,2010,15408
IT,A,2011,15211
IT,A,2012,17887
IT,A,2013,15587
IT,A,2014,14501
IT,A,2015,13892
IT,A,2016,13995
IT,A,2017,14205
IT,A,2018,14312
IT,A,2019,15655
IT,A,2020,14539
IT,A,2021,15198
IT,A,2022,15946
IT,A,2023,15595
IT,A,2024,15145
IT,A,2025,16006
IT,A,2002,598125
IT,A,2003,594135
IT,A,2004,640924
IT,A,2005,643256
IT,A,2006,666154
IT,A,2007,673986
IT,A,2008,685189
IT,A,2009,654173
IT,A,2010,674720
IT,A,2011,679964
IT,A,2012,779419
IT,A,2013,683353
IT,A,2014,660398
IT,A,2015,646266
IT,A,2016,667436
IT,A,2017,667318
IT,A,2018,672071
IT,A,2019,723999
IT,A,2020,653311
IT,A,2021,695800
IT,A,2022,725097
IT,A,2023,703921
IT,A,2024,677148
IT,A,2025,703886
IT,A,2002,202818
IT,A,2003,194685
IT,A,2004,217181
IT,A,2005,211863
IT,A,2006,228063
IT,A,2007,229248
IT,A,2008,225028
IT,A,2009,211750
IT,A,2010,224095
IT,A,2011,225961
IT,A,2012,254730
IT,A,2013,227562
IT,A,2014,221002
IT,A,2015,218704
IT,A,2016,225902
IT,A,2017,228064
IT,A,2018,231593
IT,A,2019,250923
IT,A,2020,222367
IT,A,2021,241118
IT,A,2022,248943
IT,A,2023,249455
IT,A,2024,236128
IT,A,2025,246457
IT,A,2002,58066
IT,A,2003,56128
IT,A,2004,61120
IT,A,2005,58639
IT,A,2006,61531
IT,A,2007,65143
IT,A,2008,64381
IT,A,2009,63441
IT,A,2010,65032
IT,A,2011,64771
IT,A,2012,73940
IT,A,2013,64577
IT,A,2014,62486
IT,A,2015,61773
IT,A,2016,62808
IT,A,2017,63368
IT,A,2018,62218
IT,A,2019,67487
IT,A,2020,60678
IT,A,2021,62474
IT,A,2022,65286
IT,A,2023,68562
IT,A,2024,64583
IT,A,2025,66174
IT,A,2002,2042
IT,A,2003,2075
IT,A,2004,2148
IT,A,2005,2135
IT,A,2006,2162
IT,A,2007,2320
IT,A,2008,2185
IT,A,2009,2644
IT,A,2010,2495
IT,A,2011,2314
IT,A,2012,2786
IT,A,2013,2545
IT,A,2014,2474
IT,A,2015,2290
IT,A,2016,2299
IT,A,2017,2345
IT,A,2018,2399
IT,A,2019,2295
IT,A,2020,2111
IT,A,2021,2228
IT,A,2022,2155
IT,A,2023,2203
IT,A,2024,2210
IT,A,2025,2243
IT,A,2002,17703
IT,A,2003,17137
IT,A,2004,18353
IT,A,2005,17789
IT,A,2006,18587
IT,A,2007,18621
IT,A,2008,18997
IT,A,2009,18276
IT,A,2010,20049
IT,A,2011,19190
IT,A,2012,21971
IT,A,2013,19404
IT,A,2014,18295
IT,A,2015,18205
IT,A,2016,18577
IT,A,2017,18386
IT,A,2018,19170
IT,A,2019,19077
IT,A,2020,17566
IT,A,2021,19451
IT,A,2022,19055
IT,A,2023,18468
IT,A,2024,17517
IT,A,2025,18277
IT,A,2002,125007
IT,A,2003,119345
IT,A,2004,135560
IT,A,2005,133300
IT,A,2006,145783
IT,A,2007,143164
IT,A,2008,139465
IT,A,2009,127389
IT,A,2010,136519
IT,A,2011,139686
IT,A,2012,156033
IT,A,2013,141036
IT,A,2014,137747
IT,A,2015,136436
IT,A,2016,142218
IT,A,2017,143965
IT,A,2018,147806
IT,A,2019,162064
IT,A,2020,142012
IT,A,2021,156965
IT,A,2022,162447
IT,A,2023,160222
IT,A,2024,151818
IT,A,2025,159763
IT,A,2002,334843
IT,A,2003,328525
IT,A,2004,365259
IT,A,2005,360613
IT,A,2006,383613
IT,A,2007,387019
IT,A,2008,381315
IT,A,2009,362302
IT,A,2010,378378
IT,A,2011,384009
IT,A,2012,423352
IT,A,2013,377820
IT,A,2014,368205
IT,A,2015,365839
IT,A,2016,378219
IT,A,2017,384829
IT,A,2018,391615
IT,A,2019,422806
IT,A,2020,379977
IT,A,2021,405277
IT,A,2022,420520
IT,A,2023,411646
IT,A,2024,392090
IT,A,2025,408689
IT,A,2002,132025
IT,A,2003,133840
IT,A,2004,148078
IT,A,2005,148750
IT,A,2006,155550
IT,A,2007,157771
IT,A,2008,156287
IT,A,2009,150552
IT,A,2010,154283
IT,A,2011,158048
IT,A,2012,168622
IT,A,2013,150258
IT,A,2014,147203
IT,A,2015,147135
IT,A,2016,152317
IT,A,2017,156765
IT,A,2018,160022
IT,A,2019,171883
IT,A,2020,157610
IT,A,2021,164159
IT,A,2022,171577
IT,A,2023,162191
IT,A,2024,155962
IT,A,2025,162232
IT,A,2002,4355
IT,A,2003,4722
IT,A,2004,5060
IT,A,2005,5476
IT,A,2006,5447
IT,A,2007,5492
IT,A,2008,5704
IT,A,2009,5852
IT,A,2010,5793
IT,A,2011,6168
IT,A,2012,6991
IT,A,2013,6189
IT,A,2014,6125
IT,A,2015,6569
IT,A,2016,6437
IT,A,2017,6705
IT,A,2018,7088
IT,A,2019,7031
IT,A,2020,6623
IT,A,2021,6824
IT,A,2022,6946
IT,A,2023,6866
IT,A,2024,6373
IT,A,2025,6524
IT,A,2002,5399
IT,A,2003,6019
IT,A,2004,6501
IT,A,2005,6380
IT,A,2006,6871
IT,A,2007,6995
IT,A,2008,7072
IT,A,2009,7151
IT,A,2010,7295
IT,A,2011,7619
IT,A,2012,8268
IT,A,2013,7693
IT,A,2014,7559
IT,A,2015,7433
IT,A,2016,7643
IT,A,2017,7866
IT,A,2018,8182
IT,A,2019,8295
IT,A,2020,7691
IT,A,2021,7841
IT,A,2022,8387
IT,A,2023,7942
IT,A,2024,7731
IT,A,2025,7852
IT,A,2002,55288
IT,A,2003,58493
IT,A,2004,62768
IT,A,2005,62367
IT,A,2006,65766
IT,A,2007,67075
IT,A,2008,64172
IT,A,2009,63661
IT,A,2010,64520
IT,A,2011,66299
IT,A,2012,70866
IT,A,2013,61933
IT,A,2014,61825
IT,A,2015,61895
IT,A,2016,64190
IT,A,2017,66842
IT,A,2018,68221
IT,A,2019,72771
IT,A,2020,67205
IT,A,2021,70002
IT,A,2022,72094
IT,A,2023,68031
IT,A,2024,65584
IT,A,2025,68404
IT,A,2002,13881
IT,A,2003,13852
IT,A,2004,15280
IT,A,2005,15436
IT,A,2006,15828
IT,A,2007,17072
IT,A,2008,16331
IT,A,2009,15727
IT,A,2010,16453
IT,A,2011,16211
IT,A,2012,17514
IT,A,2013,15762
IT,A,2014,15138
IT,A,2015,15183
IT,A,2016,16077
IT,A,2017,16185
IT,A,2018,16529
IT,A,2019,17568
IT,A,2020,16165
IT,A,2021,16894
IT,A,2022,17291
IT,A,2023,16158
IT,A,2024,15723
IT,A,2025,16290
IT,A,2002,53102
IT,A,2003,50754
IT,A,2004,58469
IT,A,2005,59091
IT,A,2006,61638
IT,A,2007,61137
IT,A,2008,63008
IT,A,2009,58161
IT,A,2010,60222
IT,A,2011,61751
IT,A,2012,64983
IT,A,2013,58681
IT,A,2014,56556
IT,A,2015,56055
IT,A,2016,57970
IT,A,2017,59167
IT,A,2018,60002
IT,A,2019,66218
IT,A,2020,59926
IT,A,2021,62598
IT,A,2022,66859
IT,A,2023,63194
IT,A,2024,60551
IT,A,2025,63162
IT,A,2002,9754
IT,A,2003,10741
IT,A,2004,11561
IT,A,2005,11856
IT,A,2006,12318
IT,A,2007,12487
IT,A,2008,12776
IT,A,2009,13003
IT,A,2010,13088
IT,A,2011,13787
IT,A,2012,15259
IT,A,2013,13882
IT,A,2014,13684
IT,A,2015,14002
IT,A,2016,14080
IT,A,2017,14571
IT,A,2018,15270
IT,A,2019,15326
IT,A,2020,14314
IT,A,2021,14665
IT,A,2022,15333
IT,A,2023,14808
IT,A,2024,14104
IT,A,2025,14376
IT,A,2002,108336
IT,A,2003,109098
IT,A,2004,115409
IT,A,2005,123423
IT,A,2006,121106
IT,A,2007,119615
IT,A,2008,131918
IT,A,2009,124141
IT,A,2010,125858
IT,A,2011,126952
IT,A,2012,156262
IT,A,2013,128719
IT,A,2014,125054
IT,A,2015,120625
IT,A,2016,124511
IT,A,2017,121510
IT,A,2018,120951
IT,A,2019,130147
IT,A,2020,116074
IT,A,2021,123781
IT,A,2022,132227
IT,A,2023,126653
IT,A,2024,119532
IT,A,2025,125935
IT,A,2002,39669
IT,A,2003,39642
IT,A,2004,42679
IT,A,2005,43088
IT,A,2006,43829
IT,A,2007,43783
IT,A,2008,43424
IT,A,2009,45117
IT,A,2010,45002
IT,A,2011,46695
IT,A,2012,54219
IT,A,2013,46495
IT,A,2014,44946
IT,A,2015,43988
IT,A,2016,46002
IT,A,2017,44499
IT,A,2018,44922
IT,A,2019,49918
IT,A,2020,45339
IT,A,2021,46846
IT,A,2022,49255
IT,A,2023,46838
IT,A,2024,44184
IT,A,2025,46958
IT,A,2002,6950
IT,A,2003,7015
IT,A,2004,7833
IT,A,2005,8399
IT,A,2006,8333
IT,A,2007,8790
IT,A,2008,8729
IT,A,2009,9292
IT,A,2010,9246
IT,A,2011,8766
IT,A,2012,10240
IT,A,2013,8563
IT,A,2014,7995
IT,A,2015,8182
IT,A,2016,8432
IT,A,2017,8363
IT,A,2018,8330
IT,A,2019,8866
IT,A,2020,8430
IT,A,2021,8693
IT,A,2022,9009
IT,A,2023,8649
IT,A,2024,8283
IT,A,2025,8727
IT,A,2002,14048
IT,A,2003,14737
IT,A,2004,16591
IT,A,2005,16641
IT,A,2006,16659
IT,A,2007,17284
IT,A,2008,17649
IT,A,2009,16742
IT,A,2010,16602
IT,A,2011,16725
IT,A,2012,18587
IT,A,2013,15741
IT,A,2014,15569
IT,A,2015,15366
IT,A,2016,15481
IT,A,2017,15936
IT,A,2018,15995
IT,A,2019,17116
IT,A,2020,15620
IT,A,2021,16259
IT,A,2022,17523
IT,A,2023,16849
IT,A,2024,16411
IT,A,2025,17288
IT,A,2002,47669
IT,A,2003,47704
IT,A,2004,48306
IT,A,2005,55295
IT,A,2006,52285
IT,A,2007,49758
IT,A,2008,62116
IT,A,2009,52990
IT,A,2010,55008
IT,A,2011,54766
IT,A,2012,73216
IT,A,2013,57920
IT,A,2014,56544
IT,A,2015,53089
IT,A,2016,54596
IT,A,2017,52712
IT,A,2018,51704
IT,A,2019,54247
IT,A,2020,46685
IT,A,2021,51983
IT,A,2022,56440
IT,A,2023,54317
IT,A,2024,50654
IT,A,2025,52962
IT,A,2002,106160
IT,A,2003,108021
IT,A,2004,108611
IT,A,2005,108008
IT,A,2006,108666
IT,A,2007,112911
IT,A,2008,115272
IT,A,2009,113363
IT,A,2010,114058
IT,A,2011,114586
IT,A,2012,133537
IT,A,2013,118998
IT,A,2014,112663
IT,A,2015,107939
IT,A,2016,111615
IT,A,2017,108666
IT,A,2018,106672
IT,A,2019,115014
IT,A,2020,105218
IT,A,2021,112117
IT,A,2022,115279
IT,A,2023,110621
IT,A,2024,111238
IT,A,2025,113420
IT,A,2002,11232
IT,A,2003,11110
IT,A,2004,11576
IT,A,2005,12382
IT,A,2006,12439
IT,A,2007,13207
IT,A,2008,13695
IT,A,2009,12655
IT,A,2010,12620
IT,A,2011,13003
IT,A,2012,16179
IT,A,2013,14368
IT,A,2014,13610
IT,A,2015,13055
IT,A,2016,13647
IT,A,2017,12742
IT,A,2018,13771
IT,A,2019,14435
IT,A,2020,13234
IT,A,2021,14116
IT,A,2022,14922
IT,A,2023,14397
IT,A,2024,14445
IT,A,2025,14762
IT,A,2002,2359
IT,A,2003,2276
IT,A,2004,2328
IT,A,2005,2291
IT,A,2006,2389
IT,A,2007,2326
IT,A,2008,2515
IT,A,2009,2610
IT,A,2010,2410
IT,A,2011,2567
IT,A,2012,3031
IT,A,2013,2535
IT,A,2014,2418
IT,A,2015,2293
IT,A,2016,2430
IT,A,2017,2283
IT,A,2018,2522
IT,A,2019,2636
IT,A,2020,2383
IT,A,2021,2660
IT,A,2022,2714
IT,A,2023,2647
IT,A,2024,2730
IT,A,2025,2930
IT,A,2002,53499
IT,A,2003,54987
IT,A,2004,56542
IT,A,2005,55696
IT,A,2006,56279
IT,A,2007,58664
IT,A,2008,58789
IT,A,2009,57931
IT,A,2010,58114
IT,A,2011,58282
IT,A,2012,67182
IT,A,2013,60160
IT,A,2014,56103
IT,A,2015,53694
IT,A,2016,55530
IT,A,2017,53860
IT,A,2018,51618
IT,A,2019,56172
IT,A,2020,50571
IT,A,2021,53541
IT,A,2022,53561
IT,A,2023,51175
IT,A,2024,51471
IT,A,2025,51767
IT,A,2002,22181
IT,A,2003,22135
IT,A,2004,21585
IT,A,2005,21816
IT,A,2006,21305
IT,A,2007,21755
IT,A,2008,23145
IT,A,2009,22124
IT,A,2010,23458
IT,A,2011,23453
IT,A,2012,26698
IT,A,2013,24341
IT,A,2014,23451
IT,A,2015,22768
IT,A,2016,23227
IT,A,2017,23890
IT,A,2018,22879
IT,A,2019,24984
IT,A,2020,23949
IT,A,2021,25297
IT,A,2022,26434
IT,A,2023,25160
IT,A,2024,24959
IT,A,2025,26183
IT,A,2002,2921
IT,A,2003,2932
IT,A,2004,2873
IT,A,2005,2799
IT,A,2006,2741
IT,A,2007,2844
IT,A,2008,2724
IT,A,2009,2818
IT,A,2010,2821
IT,A,2011,3014
IT,A,2012,3515
IT,A,2013,3034
IT,A,2014,2908
IT,A,2015,2854
IT,A,2016,2931
IT,A,2017,2912
IT,A,2018,2977
IT,A,2019,3104
IT,A,2020,2747
IT,A,2021,2780
IT,A,2022,3249
IT,A,2023,3049
IT,A,2024,3107
IT,A,2025,3005
IT,A,2002,13968
IT,A,2003,14581
IT,A,2004,13707
IT,A,2005,13024
IT,A,2006,13513
IT,A,2007,14115
IT,A,2008,14404
IT,A,2009,15225
IT,A,2010,14635
IT,A,2011,14267
IT,A,2012,16932
IT,A,2013,14560
IT,A,2014,14173
IT,A,2015,13275
IT,A,2016,13850
IT,A,2017,12979
IT,A,2018,12905
IT,A,2019,13683
IT,A,2020,12334
IT,A,2021,13723
IT,A,2022,14399
IT,A,2023,14193
IT,A,2024,14526
IT,A,2025,14773
IT,A,2002,154946
IT,A,2003,156512
IT,A,2004,160256
IT,A,2005,159220
IT,A,2006,161435
IT,A,2007,167352
IT,A,2008,171956
IT,A,2009,167730
IT,A,2010,170484
IT,A,2011,169003
IT,A,2012,199805
IT,A,2013,176814
IT,A,2014,167139
IT,A,2015,159802
IT,A,2016,164706
IT,A,2017,160979
IT,A,2018,159505
IT,A,2019,171046
IT,A,2020,157260
IT,A,2021,166742
IT,A,2022,172350
IT,A,2023,165622
IT,A,2024,165526
IT,A,2025,169262
IT,A,2002,48786
IT,A,2003,48491
IT,A,2004,51645
