area_code,year,youth_employment_rate
ITF5,2020.0,11.617936
ITF5,2021.0,10.344006
ITF5,2022.0,12.7079
ITF5,2023.0,14.849755
ITF5,2024.0,15.489166
ITF5,2025.0,13.843078
ITF51,2018.0,12.816507
ITF51,2019.0,13.450696
ITF51,2020.0,11.692761
ITF51,2021.0,10.295137
ITF51,2022.0,12.953687
ITF51,2023.0,14.477714
ITF51,2024.0,15.240793
ITF51,2025.0,14.236531
ITF52,2018.0,11.89197
ITF52,2019.0,14.205324
ITF52,2020.0,11.487022
ITF52,2021.0,10.429294
ITF52,2022.0,12.277679
ITF52,2023.0,15.488714
ITF52,2024.0,15.909323
ITF52,2025.0,13.170782
ITF6,2018.0,11.829393
ITF6,2019.0,13.854821
ITF6,2020.0,11.309563
ITF6,2021.0,10.632584
ITF6,2022.0,12.480552
ITF6,2023.0,10.371042
ITF6,2024.0,9.068193
ITF6,2025.0,10.02182
ITF61,2018.0,7.993076
ITF61,2019.0,12.674039
ITF61,2020.0,13.884801
ITF61,2021.0,11.425774
ITF61,2022.0,10.94478
ITF61,2023.0,9.946913
ITF61,2024.0,9.572143
ITF61,2025.0,10.971273
ITF62,2018.0,12.702842
ITF62,2019.0,6.862232
ITF62,2020.0,8.326446
ITF62,2021.0,9.71755
ITF62,2022.0,13.696596
ITF62,2023.0,14.761087
ITF62,2024.0,11.898219
ITF62,2025.0,10.417942
ITF63,2018.0,20.696964
ITF63,2019.0,16.666204
ITF63,2020.0,12.347017
ITF63,2021.0,13.03705
ITF63,2022.0,12.63195
ITF63,2023.0,11.777652
ITF63,2024.0,11.487939
ITF63,2025.0,13.06374
ITF64,2018.0,11.855538
ITF64,2019.0,9.890172
ITF64,2020.0,6.512318
ITF64,2021.0,6.817221
ITF64,2022.0,14.993545
ITF64,2023.0,6.23446
ITF64,2024.0,8.696167
ITF64,2025.0,13.208839
ITF65,2018.0,10.626253
ITF65,2019.0,16.942429
ITF65,2020.0,10.052714
ITF65,2021.0,9.640114
ITF65,2022.0,13.067098
ITF65,2023.0,9.777973
ITF65,2024.0,6.101651
ITF65,2025.0,5.920919
ITFG,2004.0,18.686714
ITFG,2005.0,17.117057
ITFG,2006.0,17.371551
ITFG,2007.0,17.026867
ITFG,2008.0,16.892425
ITFG,2009.0,14.700102
ITFG,2010.0,14.300117
ITFG,2011.0,13.401388
ITFG,2012.0,13.034762
ITFG,2013.0,11.466535
ITFG,2014.0,10.556349
ITFG,2015.0,10.9745
ITFG,2016.0,11.78159
ITFG,2017.0,11.420905
ITFG,2018.0,13.711459
ITFG,2019.0,13.640568
ITFG,2020.0,13.13455
ITFG,2021.0,14.86014
ITFG,2022.0,18.442096
ITFG,2023.0,18.093695
ITFG,2024.0,20.061467
ITFG,2025.0,17.778407
ITG1,2018.0,9.960858
ITG1,2019.0,10.374339
ITG1,2020.0,9.73508
ITG1,2021.0,10.62961
ITG1,2022.0,11.383356
ITG1,2023.0,12.627315
ITG1,2024.0,12.465018
ITG1,2025.0,12.399707
ITG11,2018.0,8.224066
ITG11,2019.0,8.263695
ITG11,2020.0,12.70055
ITG11,2021.0,14.037159
ITG11,2022.0,11.822114
ITG11,2023.0,7.028636
ITG11,2024.0,8.756789
ITG11,2025.0,13.942653
ITG12,2018.0,9.784897
ITG12,2019.0,8.856326
ITG12,2020.0,6.304069
ITG12,2021.0,7.937265
ITG12,2022.0,10.086791
ITG12,2023.0,9.100637
ITG12,2024.0,8.817429
ITG12,2025.0,10.891719
ITG13,2018.0,10.302855
ITG13,2019.0,8.902654
ITG13,2020.0,12.992284
ITG13,2021.0,13.408088
ITG13,2022.0,14.659641
ITG13,2023.0,15.839335
ITG13,2024.0,15.74653
ITG13,2025.0,9.15193
ITG14,2018.0,9.175808
ITG14,2019.0,6.101271
ITG14,2020.0,5.058324
ITG14,2021.0,9.617491
ITG14,2022.0,9.673872
ITG14,2023.0,10.268103
ITG14,2024.0,8.572001
ITG14,2025.0,8.07772
ITG15,2018.0,10.156401
ITG15,2019.0,12.739489
ITG15,2020.0,10.420631
ITG15,2021.0,9.596518
ITG15,2022.0,7.077409
ITG15,2023.0,11.190072
ITG15,2024.0,10.486932
ITG15,2025.0,9.982053
ITG16,2018.0,8.771456
ITG16,2019.0,10.391633
ITG16,2020.0,5.817764
ITG16,2021.0,6.884591
ITG16,2022.0,10.672576
ITG16,2023.0,10.706775
ITG16,2024.0,9.504914
ITG16,2025.0,9.702554
ITG17,2018.0,8.887012
ITG17,2019.0,11.181856
ITG17,2020.0,8.844194
ITG17,2021.0,8.737184
ITG17,2022.0,10.298056
ITG17,2023.0,14.900543
ITG17,2024.0,12.664633
ITG17,2025.0,14.797771
ITG18,2018.0,12.87572
ITG18,2019.0,16.303186
ITG18,2020.0,22.697282
ITG18,2021.0,19.963031
ITG18,2022.0,19.892362
ITG18,2023.0,24.94899
ITG18,2024.0,24.739996
ITG18,2025.0,18.79952
ITG19,2018.0,14.044477
ITG19,2019.0,15.901745
ITG19,2020.0,10.986801
ITG19,2021.0,12.538931
ITG19,2022.0,11.455045
ITG19,2023.0,12.679648
ITG19,2024.0,19.385084
ITG19,2025.0,15.853844
ITG2,2018.0,15.690076
ITG2,2019.0,12.808421
ITG2,2020.0,11.695135
ITG2,2021.0,14.321181
ITG2,2022.0,16.355911
ITG2,2023.0,18.516976
ITG2,2024.0,18.075398
ITG2,2025.0,15.71335
ITG25,2018.0,17.909318
ITG25,2019.0,13.068234
ITG25,2020.0,9.858166
ITG25,2021.0,11.904874
ITG25,2022.0,10.723834
ITG25,2023.0,17.425913
ITG25,2024.0,22.678618
ITG25,2025.0,22.248385
ITG26,2018.0,15.352387
ITG26,2019.0,14.825759
ITG26,2020.0,14.110214
ITG26,2021.0,17.488127
ITG26,2022.0,20.474115
ITG26,2023.0,14.959517
ITG26,2024.0,14.258756
ITG26,2025.0,13.125569
ITG27,2018.0,14.326241
ITG27,2019.0,12.468718
ITG27,2020.0,10.530846
ITG27,2021.0,16.032897
ITG27,2022.0,20.004815
ITG27,2023.0,20.416764
ITG27,2024.0,12.758234
ITG27,2025.0,8.984266
ITG28,2018.0,11.754373
ITG28,2019.0,11.166141
ITG28,2020.0,16.191758
ITG28,2021.0,11.478085
ITG28,2022.0,19.458243
ITG28,2023.0,23.72141
ITG28,2024.0,24.857931
ITG28,2025.0,16.910763
