area_code,year,green_urban_space_per_capita
054039,2012,62.5
054039,2012,31.8
054039,2013,62.1
054039,2013,31.8
054039,2014,62.5
054039,2014,31.9
054039,2015,62.6
054039,2015,31.9
054039,2016,62.5
054039,2016,31.8
054039,2017,62.5
054039,2017,31.9
054039,2018,62.7
054039,2018,32.0
054039,2019,62.6
054039,2019,31.9
054039,2020,62.6
054039,2020,32.8
054039,2021,63.1
054039,2021,32.2
054039,2022,63.5
054039,2022,32.4
054039,2023,63.6
054039,2023,32.5
055032,2011,151.5
055032,2011,24.7
055032,2012,151.0
055032,2012,24.6
055032,2013,150.3
055032,2013,24.5
055032,2014,150.2
055032,2014,24.7
055032,2015,150.6
055032,2015,24.7
055032,2016,150.9
055032,2016,24.8
055032,2017,151.1
055032,2017,24.8
055032,2018,151.3
055032,2018,24.8
055032,2019,151.9
055032,2019,24.9
055032,2020,153.7
055032,2020,25.2
055032,2021,155.7
055032,2021,25.6
055032,2022,156.6
055032,2022,25.7
055032,2023,157.1
055032,2023,25.8
056059,2011,12.6
056059,2011,7.3
056059,2012,12.4
056059,2012,5.5
056059,2013,13.7
056059,2013,7.2
056059,2014,12.3
056059,2014,5.4
056059,2015,12.2
056059,2015,5.4
056059,2016,12.2
056059,2016,5.3
056059,2017,12.1
056059,2017,7.8
056059,2018,12.1
056059,2018,5.3
056059,2019,12.1
056059,2019,5.3
056059,2020,12.1
056059,2020,7.8
056059,2021,12.1
056059,2021,5.3
056059,2022,12.1
056059,2022,5.3
056059,2023,12.4
056059,2023,5.7
057059,2011,337.1
057059,2011,18.0
057059,2012,334.5
057059,2012,18.0
057059,2013,332.1
057059,2013,17.9
057059,2014,332.7
057059,2014,18.0
057059,2015,333.5
057059,2015,18.0
057059,2016,333.7
057059,2016,18.0
057059,2017,333.9
057059,2017,18.0
057059,2018,335.0
057059,2018,18.1
057059,2019,337.2
057059,2019,18.2
057059,2020,341.0
057059,2020,18.4
057059,2021,344.9
057059,2021,18.6
057059,2022,346.8
057059,2022,18.7
057059,2023,347.8
057059,2023,18.7
058091,2011,16.7
058091,2011,16.6
058091,2012,16.7
058091,2012,16.4
058091,2013,16.6
058091,2013,16.5
058091,2014,16.4
058091,2014,16.1
058091,2015,16.3
058091,2015,16.1
058091,2016,16.2
058091,2016,16.0
058091,2017,16.2
058091,2017,16.1
058091,2018,16.2
058091,2018,16.0
058091,2019,16.5
058091,2019,16.3
058091,2020,16.7
058091,2020,16.6
058091,2021,16.9
058091,2021,16.7
058091,2022,17.0
058091,2022,16.8
058091,2023,17.2
058091,2023,16.9
059011,2011,17.5
059011,2011,11.0
059011,2012,17.3
059011,2012,11.5
059011,2013,16.4
059011,2013,10.7
059011,2014,16.9
059011,2014,11.2
059011,2015,16.9
059011,2015,11.2
059011,2016,16.8
059011,2016,11.1
059011,2017,16.7
059011,2017,10.5
059011,2018,16.6
059011,2018,11.0
059011,2019,16.5
059011,2019,10.9
059011,2020,16.5
059011,2020,10.4
059011,2021,16.8
059011,2021,10.9
059011,2022,16.7
059011,2022,10.9
059011,2023,16.7
059011,2023,10.9
060038,2011,26.8
060038,2011,24.3
060038,2012,27.2
060038,2012,10.4
060038,2013,28.7
060038,2013,26.1
060038,2014,29.0
060038,2014,10.9
060038,2015,29.2
060038,2015,10.9
060038,2016,29.6
060038,2016,11.2
060038,2017,30.1
060038,2017,27.5
060038,2018,30.6
060038,2018,11.8
060038,2019,30.8
060038,2019,12.0
060038,2020,31.5
060038,2020,28.8
060038,2021,31.9
060038,2021,12.7
060038,2022,32.2
060038,2022,12.8
060038,2023,32.3
060038,2023,12.8
061022,2011,17.2
061022,2011,17.2
061022,2012,17.3
061022,2012,17.3
061022,2013,17.4
061022,2013,17.4
061022,2014,17.5
061022,2014,17.6
061022,2015,17.6
061022,2015,17.6
061022,2016,17.6
061022,2016,17.6
061022,2017,17.7
061022,2017,17.7
061022,2018,17.8
061022,2018,17.8
061022,2019,17.9
061022,2019,17.9
061022,2020,18.1
061022,2020,18.1
061022,2021,18.3
061022,2021,18.3
061022,2022,18.2
061022,2022,18.2
061022,2023,18.3
061022,2023,18.3
062008,2011,20.7
062008,2011,20.7
062008,2012,20.9
062008,2012,20.9
062008,2013,21.1
062008,2013,21.1
062008,2014,21.2
062008,2014,21.3
062008,2015,21.3
062008,2015,21.3
062008,2016,21.4
062008,2016,21.4
062008,2017,21.5
062008,2017,21.5
062008,2018,21.7
062008,2018,21.7
062008,2019,21.8
062008,2019,21.8
062008,2020,22.2
062008,2020,22.2
062008,2021,22.4
062008,2021,22.4
062008,2022,22.7
062008,2022,22.7
062008,2023,23.9
062008,2023,23.9
063049,2011,12.5
063049,2011,8.6
063049,2012,12.5
063049,2012,8.6
063049,2013,12.5
063049,2013,8.9
063049,2014,12.7
063049,2014,8.9
063049,2015,12.7
063049,2015,8.9
063049,2016,12.9
063049,2016,9.0
063049,2017,12.9
063049,2017,9.1
063049,2018,12.7
063049,2018,9.1
063049,2019,13.2
063049,2019,9.3
063049,2020,13.6
063049,2020,9.3
063049,2021,13.9
063049,2021,9.7
063049,2022,14.0
063049,2022,9.8
063049,2023,14.1
063049,2023,9.9
064008,2011,29.0
064008,2011,16.7
064008,2012,29.1
064008,2012,16.7
064008,2013,29.1
064008,2013,16.7
064008,2014,29.2
064008,2014,16.9
064008,2015,29.4
064008,2015,16.9
064008,2016,29.6
064008,2016,17.0
064008,2017,30.1
064008,2017,17.4
064008,2018,30.3
064008,2018,17.2
064008,2019,30.5
064008,2019,17.4
064008,2020,30.8
064008,2020,17.8
064008,2021,31.0
064008,2021,17.7
064008,2022,31.2
064008,2022,17.8
064008,2023,31.4
064008,2023,17.9
065116,2011,17.9
065116,2011,9.2
065116,2012,18.0
065116,2012,9.2
065116,2013,18.1
065116,2013,9.2
065116,2014,18.3
065116,2014,9.5
065116,2015,18.4
065116,2015,9.5
065116,2016,18.4
065116,2016,9.5
065116,2017,18.5
065116,2017,9.5
065116,2018,18.6
065116,2018,9.6
065116,2019,18.7
065116,2019,9.6
065116,2020,19.0
065116,2020,9.8
065116,2021,19.2
065116,2021,9.9
065116,2022,19.3
065116,2022,10.0
065116,2023,19.5
065116,2023,10.0
066049,2011,31.1
066049,2011,31.1
066049,2012,31.2
066049,2012,31.2
066049,2013,31.2
066049,2013,31.2
066049,2014,31.3
066049,2014,32.8
066049,2015,32.8
066049,2015,32.8
066049,2016,32.9
066049,2016,32.9
066049,2017,33.0
066049,2017,33.0
066049,2018,33.3
066049,2018,33.3
066049,2019,33.2
066049,2019,33.2
066049,2020,33.3
066049,2020,33.3
066049,2021,33.5
066049,2021,33.5
066049,2022,33.5
066049,2022,33.5
066049,2023,33.3
066049,2023,33.3
067041,2011,18.1
067041,2011,15.1
067041,2012,18.1
067041,2012,15.1
067041,2013,18.0
067041,2013,15.1
067041,2014,18.0
067041,2014,15.0
067041,2015,18.0
067041,2015,15.0
067041,2016,18.0
067041,2016,15.0
067041,2017,18.1
067041,2017,15.1
067041,2018,18.1
067041,2018,15.1
067041,2019,18.2
067041,2019,15.2
067041,2020,18.5
067041,2020,15.5
067041,2021,18.9
067041,2021,15.8
067041,2022,19.1
067041,2022,15.9
067041,2023,19.1
067041,2023,16.0
068028,2011,38.1
068028,2011,22.4
068028,2012,38.4
068028,2012,22.7
068028,2013,38.4
068028,2013,22.7
068028,2014,38.4
068028,2014,22.7
068028,2015,38.4
068028,2015,22.7
068028,2016,38.5
068028,2016,22.8
068028,2017,38.7
068028,2017,22.9
068028,2018,38.8
068028,2018,23.0
068028,2019,38.8
068028,2019,23.0
068028,2020,39.1
068028,2020,23.2
068028,2021,39.3
068028,2021,23.3
068028,2022,39.3
068028,2022,23.3
068028,2023,39.4
068028,2023,23.3
069022,2011,8.2
069022,2011,8.2
069022,2012,8.2
069022,2012,8.2
069022,2013,8.3
069022,2013,8.3
069022,2014,8.3
069022,2014,8.4
069022,2015,8.4
069022,2015,8.4
069022,2016,8.4
069022,2016,8.4
069022,2017,8.5
069022,2017,8.5
069022,2018,8.6
069022,2018,8.6
069022,2019,8.6
069022,2019,8.6
069022,2020,8.7
069022,2020,8.7
069022,2021,8.9
069022,2021,8.9
069022,2022,8.9
069022,2022,8.9
069022,2023,8.9
069022,2023,8.9
070006,2011,11.7
070006,2011,11.4
070006,2012,11.7
070006,2012,11.5
070006,2013,11.7
070006,2013,11.5
070006,2014,11.7
070006,2014,11.5
070006,2015,11.7
070006,2015,11.5
070006,2016,11.8
070006,2016,11.5
070006,2017,11.8
070006,2017,11.5
070006,2018,11.8
070006,2018,11.5
070006,2019,11.9
070006,2019,11.6
070006,2020,12.0
070006,2020,11.8
070006,2021,12.1
070006,2021,11.9
070006,2022,12.1
070006,2022,11.9
070006,2023,12.2
070006,2023,11.9
071024,2011,9.0
071024,2011,8.8
071024,2012,9.0
071024,2012,6.2
071024,2013,9.0
071024,2013,8.8
071024,2014,9.0
071024,2014,6.2
071024,2015,9.0
071024,2015,6.2
071024,2016,9.0
071024,2016,6.2
071024,2017,9.1
071024,2017,8.8
071024,2018,9.1
071024,2018,6.3
071024,2019,9.1
071024,2019,6.3
071024,2020,9.2
071024,2020,9.0
071024,2021,9.3
071024,2021,6.4
071024,2022,9.3
071024,2022,6.4
071024,2023,9.4
071024,2023,6.5
072006,2011,8.5
072006,2011,7.8
072006,2012,8.5
072006,2012,7.8
072006,2013,8.5
072006,2013,7.8
072006,2014,8.6
072006,2014,8.0
072006,2015,8.7
072006,2015,8.0
072006,2016,8.7
072006,2016,8.0
072006,2017,8.9
072006,2017,8.2
072006,2018,9.0
072006,2018,8.4
072006,2019,9.1
072006,2019,8.4
072006,2020,9.2
072006,2020,8.5
072006,2021,9.4
072006,2021,8.6
072006,2022,9.4
072006,2022,8.6
072006,2023,9.6
072006,2023,8.7
073027,2011,17.8
073027,2011,9.4
073027,2012,17.9
073027,2012,9.5
073027,2013,17.3
073027,2013,9.5
073027,2014,18.0
073027,2014,9.6
073027,2015,18.1
073027,2015,9.6
073027,2016,18.2
073027,2016,9.6
073027,2017,18.3
073027,2017,9.7
073027,2018,17.8
073027,2018,9.8
073027,2019,18.9
073027,2019,10.1
073027,2020,19.0
073027,2020,10.8
073027,2021,19.3
073027,2021,10.2
073027,2022,19.5
073027,2022,10.3
073027,2023,19.8
073027,2023,10.4
074001,2011,11.3
074001,2011,11.3
074001,2012,11.3
074001,2012,11.3
074001,2013,11.4
074001,2013,11.4
074001,2014,11.5
074001,2014,11.5
074001,2015,11.5
074001,2015,11.5
074001,2016,11.6
074001,2016,11.6
074001,2017,11.7
074001,2017,11.7
074001,2018,11.8
074001,2018,11.8
074001,2019,11.9
074001,2019,11.9
074001,2020,12.1
074001,2020,12.1
074001,2021,12.9
074001,2021,12.1
074001,2022,13.0
074001,2022,12.2
074001,2023,13.1
074001,2023,12.3
075035,2011,9.4
075035,2011,8.7
075035,2012,9.4
075035,2012,8.6
075035,2013,9.4
075035,2013,8.6
075035,2014,9.4
075035,2014,8.6
075035,2015,9.4
075035,2015,8.6
075035,2016,9.5
075035,2016,8.7
075035,2017,9.5
075035,2017,8.8
075035,2018,9.6
075035,2018,8.8
075035,2019,9.6
075035,2019,8.8
075035,2020,9.5
075035,2020,8.8
075035,2021,9.7
075035,2021,8.9
075035,2022,9.9
075035,2022,9.1
075035,2023,10.7
075035,2023,9.9
076063,2011,156.9
076063,2011,26.6
076063,2012,157.1
076063,2012,26.5
076063,2013,157.5
076063,2013,26.7
076063,2014,157.7
076063,2014,26.7
076063,2015,157.8
076063,2015,26.7
076063,2016,157.8
076063,2016,26.7
076063,2017,157.3
076063,2017,26.8
076063,2018,157.4
076063,2018,26.6
076063,2019,158.1
076063,2019,26.7
076063,2020,159.7
076063,2020,27.2
076063,2021,161.7
076063,2021,27.5
076063,2022,163.0
076063,2022,27.8
076063,2023,164.0
076063,2023,27.9
077014,2011,15.6
077014,2011,11.9
077014,2012,15.6
077014,2012,12.0
077014,2013,15.4
077014,2013,11.8
077014,2014,15.5
077014,2014,12.0
077014,2015,16.0
077014,2015,12.0
077014,2016,16.0
077014,2016,12.0
077014,2017,16.0
077014,2017,11.9
077014,2018,16.6
077014,2018,12.6
077014,2019,16.6
077014,2019,12.6
077014,2020,17.0
077014,2020,12.7
077014,2021,17.2
077014,2021,12.8
077014,2022,17.2
077014,2022,12.8
077014,2023,17.3
077014,2023,12.9
078045,2011,35.9
078045,2011,28.0
078045,2012,36.2
078045,2012,30.2
078045,2013,34.6
078045,2013,28.6
078045,2014,36.9
078045,2014,31.0
078045,2015,37.1
078045,2015,31.0
078045,2016,37.6
078045,2016,31.5
078045,2017,37.8
078045,2017,29.6
078045,2018,36.0
078045,2018,31.8
078045,2019,38.2
078045,2019,32.0
078045,2020,38.9
078045,2020,30.4
078045,2021,39.4
078045,2021,33.0
078045,2022,39.7
078045,2022,33.3
078045,2023,39.8
078045,2023,33.4
079023,2011,55.8
079023,2011,12.5
079023,2012,55.9
079023,2012,12.2
079023,2013,56.0
079023,2013,12.6
079023,2014,56.2
079023,2014,12.3
079023,2015,56.3
079023,2015,12.3
079023,2016,56.5
079023,2016,12.3
079023,2017,56.8
079023,2017,12.8
079023,2018,57.1
079023,2018,12.6
079023,2019,57.5
079023,2019,12.7
079023,2020,58.1
079023,2020,13.1
079023,2021,58.7
079023,2021,12.9
079023,2022,59.2
079023,2022,13.0
079023,2023,59.7
079023,2023,13.2
080063,2011,35.1
080063,2011,15.5
080063,2012,35.2
080063,2012,15.6
080063,2013,35.2
080063,2013,15.6
080063,2014,35.3
080063,2014,15.7
080063,2015,35.5
080063,2015,15.7
080063,2016,35.7
080063,2016,15.8
080063,2017,35.8
080063,2017,15.9
080063,2018,36.1
080063,2018,16.0
080063,2019,36.4
080063,2019,16.1
080063,2020,36.7
080063,2020,16.3
080063,2021,37.0
080063,2021,16.4
080063,2022,37.2
080063,2022,16.5
080063,2023,37.5
080063,2023,16.6
081021,2011,5.7
081021,2011,5.7
081021,2012,5.7
081021,2012,5.7
081021,2013,5.8
081021,2013,5.8
081021,2014,5.8
081021,2014,5.8
081021,2015,5.8
081021,2015,5.8
081021,2016,5.9
081021,2016,5.9
081021,2017,5.9
081021,2017,5.9
081021,2018,6.0
081021,2018,6.0
081021,2019,6.1
081021,2019,6.1
081021,2020,6.1
081021,2020,6.1
081021,2021,6.6
081021,2021,6.6
081021,2022,7.1
081021,2022,7.1
081021,2023,7.2
081021,2023,7.2
082053,2011,10.7
082053,2011,9.8
082053,2012,11.2
082053,2012,10.2
082053,2013,11.4
082053,2013,10.4
082053,2014,11.5
082053,2014,10.6
082053,2015,11.6
082053,2015,10.6
082053,2016,11.6
082053,2016,10.6
082053,2017,11.6
082053,2017,10.7
082053,2018,11.7
082053,2018,10.7
082053,2019,11.7
082053,2019,10.8
082053,2020,11.9
082053,2020,10.9
082053,2021,12.0
082053,2021,11.0
082053,2022,12.0
082053,2022,11.1
082053,2023,12.1
082053,2023,11.1
083048,2011,5.3
083048,2011,4.4
083048,2012,5.3
083048,2012,4.4
083048,2013,5.3
083048,2013,4.4
083048,2014,5.4
083048,2014,4.5
083048,2015,5.4
083048,2015,4.5
083048,2016,5.5
083048,2016,4.6
083048,2017,5.6
083048,2017,4.6
083048,2018,5.7
083048,2018,4.7
083048,2019,5.7
083048,2019,4.8
083048,2020,5.8
083048,2020,4.8
083048,2021,5.9
083048,2021,4.9
083048,2022,5.9
083048,2022,4.9
083048,2023,6.3
083048,2023,5.0
084001,2011,93.3
084001,2011,25.5
084001,2012,93.3
084001,2012,25.5
084001,2013,93.4
084001,2013,25.6
084001,2014,92.6
084001,2014,25.2
084001,2015,92.1
084001,2015,25.2
084001,2016,92.4
084001,2016,25.3
084001,2017,92.9
084001,2017,25.4
084001,2018,94.0
084001,2018,25.9
084001,2019,94.9
084001,2019,26.2
084001,2020,96.8
084001,2020,26.7
084001,2021,98.4
084001,2021,27.1
084001,2022,98.6
084001,2022,27.2
084001,2023,99.0
084001,2023,27.3
085004,2011,7.3
085004,2011,6.5
085004,2012,7.3
085004,2012,6.5
085004,2013,7.3
085004,2013,6.5
085004,2014,7.3
085004,2014,6.6
085004,2015,7.4
085004,2015,6.6
085004,2016,7.4
085004,2016,6.6
085004,2017,7.5
085004,2017,6.7
085004,2018,7.7
085004,2018,6.8
085004,2019,8.2
085004,2019,6.8
085004,2020,10.3
085004,2020,8.9
085004,2021,10.3
085004,2021,9.0
085004,2022,10.5
085004,2022,9.1
085004,2023,10.6
085004,2023,9.2
086009,2011,11.6
086009,2011,11.6
086009,2012,11.6
086009,2012,11.6
086009,2013,11.6
086009,2013,11.6
086009,2014,11.6
086009,2014,11.7
086009,2015,11.7
086009,2015,11.7
086009,2016,11.8
086009,2016,11.8
086009,2017,12.0
086009,2017,12.0
086009,2018,12.1
086009,2018,12.1
086009,2019,12.2
086009,2019,12.2
086009,2020,12.4
086009,2020,12.4
086009,2021,17.9
086009,2021,17.9
086009,2022,18.1
086009,2022,18.1
086009,2023,18.2
086009,2023,18.2
087015,2011,16.9
087015,2011,6.8
087015,2012,16.9
087015,2012,6.8
087015,2013,16.8
087015,2013,6.8
087015,2014,16.7
087015,2014,6.8
087015,2015,16.7
087015,2015,6.8
087015,2016,16.8
087015,2016,6.8
087015,2017,16.8
087015,2017,6.8
087015,2018,16.8
087015,2018,6.8
087015,2019,16.9
087015,2019,6.9
087015,2020,16.8
087015,2020,6.8
087015,2021,16.7
087015,2021,6.8
087015,2022,16.7
087015,2022,6.8
087015,2023,16.8
087015,2023,6.9
088009,2011,22.9
088009,2011,22.9
088009,2012,22.8
088009,2012,22.8
088009,2013,22.9
088009,2013,22.9
088009,2014,23.0
088009,2014,23.0
088009,2015,23.0
088009,2015,23.0
088009,2016,23.1
088009,2016,23.1
088009,2017,23.1
088009,2017,23.1
088009,2018,23.2
088009,2018,23.2
088009,2019,23.3
088009,2019,23.3
088009,2020,23.1
088009,2020,23.1
088009,2021,22.9
088009,2021,22.9
088009,2022,22.8
088009,2022,22.8
088009,2023,22.6
088009,2023,22.6
089017,2011,7.8
089017,2011,7.8
089017,2012,7.8
089017,2012,6.6
089017,2013,7.8
089017,2013,7.8
089017,2014,8.0
089017,2014,6.8
089017,2015,8.0
089017,2015,6.8
089017,2016,8.1
089017,2016,6.8
089017,2017,8.1
089017,2017,8.1
089017,2018,8.2
089017,2018,6.9
089017,2019,8.2
089017,2019,6.9
089017,2020,8.3
089017,2020,8.3
089017,2021,8.4
089017,2021,7.0
089017,2022,8.4
089017,2022,7.1
089017,2023,8.4
089017,2023,7.1
090064,2011,17.4
090064,2011,7.4
090064,2012,17.3
090064,2012,8.5
090064,2013,17.2
090064,2013,7.5
090064,2014,17.4
090064,2014,8.6
090064,2015,17.4
090064,2015,8.6
090064,2016,17.5
090064,2016,8.6
090064,2017,17.5
090064,2017,7.7
090064,2018,17.5
090064,2018,8.6
090064,2019,17.6
090064,2019,8.7
090064,2020,17.9
090064,2020,7.9
090064,2021,18.1
090064,2021,8.9
090064,2022,18.3
090064,2022,9.0
090064,2023,18.9
090064,2023,9.6
091051,2011,31.0
091051,2011,10.5
091051,2012,31.1
091051,2012,10.5
091051,2013,31.2
091051,2013,10.6
091051,2014,31.3
091051,2014,10.6
091051,2015,31.4
091051,2015,10.6
091051,2016,31.5
091051,2016,10.7
091051,2017,31.7
091051,2017,11.3
091051,2018,32.9
091051,2018,10.8
091051,2019,32.8
091051,2019,10.9
091051,2020,33.4
091051,2020,11.8
091051,2021,34.0
091051,2021,11.4
091051,2022,34.4
091051,2022,11.6
091051,2023,34.8
091051,2023,11.8
092009,2011,51.5
092009,2011,18.8
092009,2012,51.6
092009,2012,18.8
092009,2013,51.6
092009,2013,18.9
092009,2014,51.8
092009,2014,18.9
092009,2015,51.8
092009,2015,18.9
092009,2016,51.9
092009,2016,19.0
092009,2017,52.0
092009,2017,19.0
092009,2018,52.0
092009,2018,19.0
092009,2019,52.2
092009,2019,19.3
092009,2020,52.6
092009,2020,19.4
092009,2021,52.9
092009,2021,19.5
092009,2022,53.2
092009,2022,19.9
092009,2023,55.1
092009,2023,20.6
093033,2011,42.2
093033,2011,38.3
093033,2012,42.3
093033,2012,36.8
093033,2013,42.7
093033,2013,38.3
093033,2014,43.1
093033,2014,37.6
093033,2015,43.7
093033,2015,37.6
093033,2016,44.8
093033,2016,38.0
093033,2017,44.7
093033,2017,40.2
093033,2018,44.4
093033,2018,37.7
093033,2019,44.1
093033,2019,37.5
093033,2020,44.3
093033,2020,39.8
093033,2021,44.3
093033,2021,37.6
093033,2022,44.1
093033,2022,37.5
093033,2023,44.0
093033,2023,37.3
094023,2011,960.5
094023,2011,4.5
094023,2012,959.9
094023,2012,4.5
094023,2013,962.9
094023,2013,4.5
094023,2014,967.2
094023,2014,4.6
094023,2015,973.2
094023,2015,4.6
094023,2016,979.3
094023,2016,4.6
094023,2017,985.8
094023,2017,4.6
094023,2018,988.4
094023,2018,4.6
094023,2019,989.9
094023,2019,4.6
094023,2020,1000.0
094023,2020,4.7
094023,2021,1013.5
094023,2021,5.8
094023,2022,1020.5
094023,2022,5.9
094023,2023,1022.1
094023,2023,5.9
095038,2011,57.3
095038,2011,24.8
095038,2012,57.4
095038,2012,24.9
095038,2013,57.5
095038,2013,24.9
095038,2014,57.6
095038,2014,25.1
095038,2015,57.9
095038,2015,25.1
095038,2016,58.0
095038,2016,25.2
095038,2017,58.2
095038,2017,25.2
095038,2018,58.2
095038,2018,25.2
095038,2019,58.4
095038,2019,25.3
095038,2020,58.6
095038,2020,25.4
095038,2021,58.7
095038,2021,25.4
095038,2022,58.9
095038,2022,25.5
095038,2023,59.3
095038,2023,25.7
096004,2011,18.7
096004,2011,17.8
096004,2012,18.8
096004,2012,17.8
096004,2013,19.2
096004,2013,18.1
096004,2014,19.3
096004,2014,18.2
096004,2015,19.5
096004,2015,18.2
096004,2016,19.5
096004,2016,18.2
096004,2017,19.5
096004,2017,18.3
096004,2018,19.6
096004,2018,18.3
096004,2019,19.7
096004,2019,18.4
096004,2020,20.1
096004,2020,18.8
096004,2021,20.4
096004,2021,19.1
096004,2022,20.5
096004,2022,19.2
096004,2023,20.5
096004,2023,19.2
097042,2011,15.7
097042,2011,10.3
097042,2012,15.6
097042,2012,10.2
097042,2013,15.5
097042,2013,10.2
097042,2014,15.5
097042,2014,10.1
097042,2015,15.5
097042,2015,10.1
097042,2016,15.4
097042,2016,10.1
097042,2017,15.5
097042,2017,10.1
097042,2018,15.4
097042,2018,10.1
097042,2019,15.4
097042,2019,10.1
097042,2020,15.6
097042,2020,10.2
097042,2021,15.8
097042,2021,10.4
097042,2022,15.8
097042,2022,10.4
097042,2023,15.8
097042,2023,10.4
098031,2011,57.7
098031,2011,40.4
098031,2012,57.4
098031,2012,25.1
098031,2013,57.3
098031,2013,40.1
098031,2014,57.2
098031,2014,25.2
098031,2015,57.3
098031,2015,25.2
098031,2016,57.2
098031,2016,25.1
098031,2017,57.8
098031,2017,40.7
098031,2018,57.5
098031,2018,25.6
098031,2019,57.0
098031,2019,25.3
098031,2020,56.9
098031,2020,40.1
098031,2021,57.0
098031,2021,25.4
098031,2022,57.0
098031,2022,25.4
098031,2023,56.7
098031,2023,25.2
099014,2011,19.7
099014,2011,19.3
099014,2012,19.6
099014,2012,19.2
099014,2013,20.1
099014,2013,19.6
099014,2014,20.7
099014,2014,19.5
099014,2015,20.7
099014,2015,19.5
099014,2016,20.6
099014,2016,19.4
099014,2017,20.5
099014,2017,20.0
099014,2018,20.4
099014,2018,19.2
099014,2019,20.3
099014,2019,19.1
099014,2020,20.4
099014,2020,19.9
099014,2021,21.2
099014,2021,20.0
099014,2022,21.4
099014,2022,20.2
099014,2023,21.5
099014,2023,20.3
100005,2011,28.5
100005,2011,26.9
100005,2012,28.3
100005,2012,26.5
100005,2013,27.8
100005,2013,26.4
100005,2014,27.9
100005,2014,26.2
100005,2015,27.9
100005,2015,26.2
100005,2016,27.8
100005,2016,26.1
100005,2017,27.7
100005,2017,26.3
100005,2018,27.7
100005,2018,26.0
100005,2019,27.9
100005,2019,26.2
100005,2020,27.3
100005,2020,26.0
100005,2021,27.5
100005,2021,25.8
100005,2022,27.8
100005,2022,26.1
100005,2023,27.7
100005,2023,26.0
101010,2011,3.4
101010,2011,3.4
101010,2012,3.4
101010,2012,3.4
101010,2013,3.4
101010,2013,3.4
101010,2014,3.4
101010,2014,3.3
101010,2015,3.3
101010,2015,3.3
101010,2016,3.4
101010,2016,3.4
101010,2017,3.3
101010,2017,3.3
101010,2018,3.3
101010,2018,3.3
101010,2019,3.3
101010,2019,3.3
101010,2020,3.4
101010,2020,3.4
101010,2021,3.4
101010,2021,3.4
101010,2022,3.5
101010,2022,3.5
101010,2023,3.5
101010,2023,3.5
102047,2011,12.0
102047,2011,12.0
102047,2012,12.1
102047,2012,12.1
102047,2013,12.2
102047,2013,12.2
102047,2014,12.2
102047,2014,12.3
102047,2015,12.3
102047,2015,12.3
102047,2016,12.4
102047,2016,12.4
102047,2017,12.7
102047,2017,12.7
102047,2018,12.8
102047,2018,12.8
102047,2019,12.9
102047,2019,12.9
102047,2020,12.9
102047,2020,12.9
102047,2021,12.9
102047,2021,12.9
102047,2022,13.1
102047,2022,13.1
102047,2023,13.2
102047,2023,13.2
103072,2011,108.0
103072,2011,68.2
103072,2012,108.0
103072,2012,26.4
103072,2013,107.9
103072,2013,68.1
103072,2014,108.0
103072,2014,26.5
103072,2015,108.2
103072,2015,26.5
103072,2016,108.4
103072,2016,26.6
103072,2017,108.8
103072,2017,68.7
103072,2018,109.4
103072,2018,26.9
103072,2019,109.9
103072,2019,27.0
103072,2020,110.8
103072,2020,70.0
103072,2021,111.6
103072,2021,27.4
103072,2022,111.5
103072,2022,27.4
103072,2023,111.1
103072,2023,27.3
107003,2011,81.4
107003,2011,13.7
107003,2012,81.9
107003,2012,13.9
107003,2013,82.3
107003,2013,14.0
107003,2014,83.2
107003,2014,14.3
107003,2015,84.2
107003,2015,14.3
107003,2016,85.1
107003,2016,14.5
108033,2011,74.6
108033,2011,71.7
108033,2012,74.3
108033,2012,71.4
108033,2013,73.9
108033,2013,71.0
108033,2014,73.7
108033,2014,70.6
108033,2015,73.5
108033,2015,70.6
108033,2016,73.4
108033,2016,70.4
108033,2017,73.0
108033,2017,70.1
108033,2018,72.7
108033,2018,69.7
108033,2019,72.5
108033,2019,69.6
108033,2020,73.3
108033,2020,70.5
108033,2021,74.3
108033,2021,71.0
108033,2022,74.5
108033,2022,71.1
108033,2023,74.4
108033,2023,71.0
109006,2011,24.1
109006,2011,23.9
109006,2012,24.5
109006,2012,20.2
109006,2013,24.4
109006,2013,24.1
109006,2014,24.3
109006,2014,20.2
109006,2015,24.4
109006,2015,20.2
109006,2016,24.5
109006,2016,20.3
109006,2017,24.6
109006,2017,24.4
109006,2018,25.0
109006,2018,20.8
109006,2019,25.1
109006,2019,20.9
109006,2020,25.7
109006,2020,25.5
109006,2021,26.0
109006,2021,21.7
109006,2022,26.1
109006,2022,21.7
109006,2023,26.2
109006,2023,21.8
110001,2011,6.9
110001,2011,6.5
110001,2012,6.9
110001,2012,6.5
110001,2013,6.9
110001,2013,6.5
110001,2014,6.9
110001,2014,6.5
110001,2015,6.9
110001,2015,6.5
110001,2016,6.9
110001,2016,6.5
110001,2017,7.0
110001,2017,6.5
110001,2018,7.0
110001,2018,6.6
110001,2019,7.0
110001,2019,6.6
110001,2020,7.1
110001,2020,6.6
110001,2021,7.1
110001,2021,6.7
110001,2022,7.1
110001,2022,6.7
110001,2023,7.1
110001,2023,6.7
110002,2011,3.4
110002,2011,2.3
110002,2012,3.4
110002,2012,2.3
110002,2013,3.3
110002,2013,2.3
110002,2014,3.4
110002,2014,2.3
110002,2015,3.4
