area_code,year,pm10_annual_avg
ITF5,2020,0.0
ITF5,2021,1.0
ITF5,2022,2.0
ITF5,2023,0.0
ITF51,2013,20.0
ITF51,2014,20.0
ITF51,2015,23.0
ITF51,2016,18.0
ITF51,2017,16.0
ITF51,2018,19.0
ITF51,2019,18.0
ITF51,2020,22.0
ITF51,2021,21.0
ITF51,2022,19.0
ITF51,2023,18.0
ITF52,2013,10.0
ITF6,2013,1.0
ITF6,2014,2.0
ITF6,2015,5.0
ITF6,2016,4.0
ITF6,2017,3.0
ITF6,2018,5.0
ITF6,2019,5.0
ITF6,2020,1.0
ITF6,2021,4.0
ITF6,2022,2.0
ITF6,2023,0.0
ITF61,2014,20.0
ITF61,2015,21.0
ITF61,2016,20.0
ITF61,2017,20.0
ITF61,2018,23.0
ITF61,2019,22.0
ITF61,2020,19.0
ITF61,2021,20.0
ITF62,2013,27.0
ITF62,2014,35.0
ITF62,2015,30.0
ITF62,2016,27.0
ITF62,2017,27.0
ITF62,2018,30.0
ITF62,2019,25.0
ITF62,2020,21.0
ITF62,2021,28.0
ITF62,2022,25.0
ITF63,2013,19.0
ITF63,2014,25.0
ITF63,2015,25.0
ITF63,2016,23.0
ITF63,2017,22.0
ITF63,2018,26.0
ITF63,2019,25.0
ITF63,2020,20.0
ITF63,2021,23.0
ITF64,2015,23.0
ITF64,2016,23.0
ITF64,2017,22.0
ITF64,2018,23.0
ITF64,2019,22.0
ITF64,2020,19.0
ITF64,2021,22.0
ITF64,2022,25.0
ITF65,2015,22.0
ITF65,2016,21.0
ITF65,2017,20.0
ITF65,2018,21.0
ITF65,2019,23.0
ITF65,2020,19.0
ITF65,2021,22.0
ITFG,2013,20.0
ITFG,2014,23.0
ITFG,2015,28.0
ITFG,2016,27.0
ITFG,2017,26.0
ITFG,2018,27.0
ITFG,2019,25.0
ITFG,2020,20.0
ITFG,2021,29.0
ITFG,2022,23.0
ITFG,2023,21.0
ITG,2013,7.0
ITG,2014,9.0
ITG,2015,9.0
ITG,2016,9.0
ITG,2017,9.0
ITG,2018,9.0
ITG,2019,9.0
ITG,2020,5.0
ITG,2021,10.0
ITG,2022,8.0
ITG,2023,9.0
ITG1,2013,5.0
ITG1,2014,6.0
ITG1,2015,6.0
ITG1,2016,6.0
ITG1,2017,6.0
ITG1,2018,6.0
ITG1,2019,6.0
ITG1,2020,2.0
ITG1,2021,6.0
ITG1,2022,5.0
ITG1,2023,7.0
ITG11,2014,22.0
ITG11,2015,19.0
ITG11,2016,20.0
ITG11,2017,19.0
ITG11,2018,19.0
ITG11,2019,21.0
ITG11,2020,17.0
ITG11,2021,20.0
ITG11,2022,19.0
ITG11,2023,19.0
ITG12,2013,36.0
ITG12,2014,44.0
ITG12,2015,40.0
ITG12,2016,37.0
ITG12,2017,34.0
ITG12,2018,36.0
ITG12,2019,30.0
ITG12,2021,24.0
ITG12,2022,32.0
ITG12,2023,32.0
ITG13,2015,21.0
ITG13,2016,23.0
ITG13,2017,22.0
ITG13,2018,23.0
ITG13,2019,23.0
ITG13,2022,22.0
ITG13,2023,21.0
ITG14,2021,23.0
ITG14,2022,20.0
ITG14,2023,22.0
ITG15,2013,27.0
ITG15,2014,30.0
ITG15,2015,27.0
ITG15,2016,26.0
ITG15,2017,25.0
ITG15,2018,26.0
ITG15,2019,27.0
ITG15,2020,23.0
ITG15,2021,23.0
ITG15,2023,21.0
ITG16,2013,14.0
ITG16,2014,16.0
ITG16,2015,14.0
ITG16,2016,15.0
ITG16,2017,14.0
ITG16,2018,15.0
ITG16,2019,17.0
ITG16,2020,15.0
ITG16,2021,19.0
ITG16,2022,17.0
ITG16,2023,17.0
ITG17,2013,27.0
ITG17,2014,27.0
ITG17,2015,27.0
ITG17,2016,24.0
ITG17,2017,27.0
ITG17,2018,27.0
ITG17,2021,35.0
ITG17,2022,30.0
ITG17,2023,32.0
ITG18,2013,24.0
ITG18,2014,27.0
ITG18,2015,26.0
ITG18,2016,28.0
ITG18,2017,30.0
ITG18,2018,30.0
ITG18,2019,30.0
ITG18,2020,20.0
ITG18,2021,25.0
ITG18,2022,31.0
ITG18,2023,31.0
ITG19,2013,43.0
ITG19,2014,38.0
ITG19,2015,40.0
ITG19,2016,35.0
ITG19,2017,34.0
ITG19,2018,35.0
ITG19,2019,25.0
ITG19,2020,23.0
ITG19,2021,26.0
ITG19,2022,28.0
ITG19,2023,27.0
ITG2,2013,2.0
ITG2,2014,3.0
ITG2,2015,3.0
ITG2,2016,3.0
ITG2,2017,3.0
ITG2,2018,3.0
ITG2,2019,3.0
ITG2,2020,3.0
ITG2,2021,4.0
ITG2,2022,3.0
ITG2,2023,2.0
ITG25,2013,18.0
ITG25,2014,20.0
ITG25,2015,19.0
ITG25,2016,24.0
ITG25,2017,23.0
ITG25,2018,25.0
ITG25,2019,25.0
ITG25,2020,21.0
ITG25,2021,22.0
ITG25,2022,20.0
ITG25,2023,21.0
ITG26,2013,16.0
ITG26,2014,27.0
ITG26,2015,22.0
ITG26,2016,13.0
ITG26,2017,17.0
ITG26,2018,19.0
ITG26,2019,20.0
ITG26,2020,11.0
ITG26,2021,24.0
ITG26,2022,23.0
ITG27,2013,36.0
ITG27,2014,41.0
ITG27,2015,40.0
ITG27,2016,40.0
ITG27,2017,39.0
ITG27,2018,36.0
ITG27,2019,39.0
ITG27,2020,35.0
ITG27,2021,23.0
ITG27,2022,40.0
ITG27,2023,37.0
ITG28,2013,24.0
ITG28,2014,24.0
ITG28,2015,24.0
ITG28,2016,23.0
ITG28,2017,23.0
ITG28,2018,22.0
ITG28,2019,30.0
ITG28,2020,29.0
ITG28,2021,29.0
ITG28,2022,28.0
