area_code,year,water_quality
030129,2021,533.2
030129,2021,52229.5
030129,2021,156.2
030129,2021,15299.2
030129,2021,377.0
030129,2021,36930.3
030129,2022,522.4
030129,2022,51133.1
030129,2022,164.9
030129,2022,16137.3
030129,2022,357.5
030129,2022,34995.8
030129,2023,541.8
030129,2023,53188.9
030129,2023,144.5
030129,2023,14189.1
030129,2023,397.3
030129,2023,38999.8
031007,2010,506.6
031007,2010,17918.8
031007,2010,242.4
031007,2010,8572.4
031007,2010,264.3
031007,2010,9346.4
031007,2011,474.6
031007,2011,16753.6
031007,2011,216.8
031007,2011,7652.9
031007,2011,257.8
031007,2011,9100.7
031007,2012,448.0
031007,2012,15779.5
031007,2012,201.3
031007,2012,7089.6
031007,2012,246.7
031007,2012,8689.9
031007,2013,444.6
031007,2013,15590.0
031007,2013,201.4
031007,2013,7063.0
031007,2013,243.2
031007,2013,8527.0
031007,2014,440.8
031007,2014,15371.2
031007,2014,196.0
031007,2014,6834.3
031007,2014,244.8
031007,2014,8536.9
031007,2015,447.6
031007,2015,15492.4
031007,2015,187.3
031007,2015,6480.8
031007,2015,260.4
031007,2015,9011.6
031007,2016,460.7
031007,2016,15847.9
031007,2016,166.0
031007,2016,5711.2
031007,2016,294.7
031007,2016,10136.7
031007,2017,480.8
031007,2017,16415.9
031007,2017,171.5
031007,2017,5854.6
031007,2017,309.3
031007,2017,10561.3
031007,2018,489.9
031007,2018,16628.8
031007,2018,175.4
031007,2018,5953.0
031007,2018,314.5
031007,2018,10675.8
031007,2019,491.1
031007,2019,16571.0
031007,2019,175.6
031007,2019,5925.0
031007,2019,315.5
031007,2019,10646.0
031007,2020,490.6
031007,2020,16597.0
031007,2020,179.2
031007,2020,6061.2
031007,2020,311.5
031007,2020,10535.8
031007,2021,502.6
031007,2021,17013.2
031007,2021,180.6
031007,2021,6112.3
031007,2021,322.0
031007,2021,10900.9
031007,2022,492.5
031007,2022,16548.6
031007,2022,171.9
031007,2022,5777.0
031007,2022,320.6
031007,2022,10771.6
031007,2023,542.3
031007,2023,18218.2
031007,2023,166.8
031007,2023,5604.9
031007,2023,375.4
031007,2023,12613.3
032006,2010,500.2
032006,2010,101859.7
032006,2010,409.8
032006,2010,83453.4
032006,2010,90.4
032006,2010,18406.3
032006,2011,474.1
032006,2011,96299.5
032006,2011,375.9
032006,2011,76347.0
032006,2011,98.2
032006,2011,19952.5
032006,2012,457.0
032006,2012,92613.7
032006,2012,343.9
032006,2012,69687.8
032006,2012,113.1
032006,2012,22926.0
032006,2013,445.8
032006,2013,90307.4
032006,2013,328.0
032006,2013,66455.5
032006,2013,117.7
032006,2013,23851.8
032006,2014,443.1
032006,2014,89706.6
032006,2014,311.1
032006,2014,62981.1
032006,2014,132.0
032006,2014,26725.5
032006,2015,441.6
032006,2015,89156.7
032006,2015,285.8
032006,2015,57697.1
032006,2015,155.8
032006,2015,31459.6
032006,2016,466.8
032006,2016,94104.4
032006,2016,279.0
032006,2016,56245.5
032006,2016,187.8
032006,2016,37858.9
032006,2017,477.5
032006,2017,96407.0
032006,2017,293.6
032006,2017,59280.6
032006,2017,183.9
032006,2017,37126.4
032006,2018,482.2
032006,2018,97522.3
032006,2018,294.9
032006,2018,59641.1
032006,2018,187.3
032006,2018,37881.2
032006,2019,488.5
032006,2019,98664.8
032006,2019,282.3
032006,2019,57022.5
032006,2019,206.2
032006,2019,41642.3
032006,2020,498.6
032006,2020,100276.0
032006,2020,274.5
032006,2020,55199.1
032006,2020,224.1
032006,2020,45076.8
032006,2021,476.6
032006,2021,95222.9
032006,2021,277.9
032006,2021,55526.0
032006,2021,198.7
032006,2021,39696.9
032006,2022,503.1
032006,2022,100132.6
032006,2022,276.6
032006,2022,55041.8
032006,2022,226.6
032006,2022,45090.7
032006,2023,503.3
032006,2023,100131.7
032006,2023,257.5
032006,2023,51233.4
032006,2023,245.8
032006,2023,48898.3
033032,2010,766.5
033032,2010,77310.5
033032,2010,386.5
033032,2010,38981.0
033032,2010,380.0
033032,2010,38329.5
033032,2011,749.0
033032,2011,75868.8
033032,2011,357.8
033032,2011,36247.3
033032,2011,391.1
033032,2011,39621.5
033032,2012,690.1
033032,2012,70135.2
033032,2012,315.7
033032,2012,32090.7
033032,2012,374.3
033032,2012,38044.5
033032,2013,692.8
033032,2013,70732.2
033032,2013,311.3
033032,2013,31781.8
033032,2013,381.5
033032,2013,38950.4
033032,2014,688.9
033032,2014,70453.6
033032,2014,308.1
033032,2014,31505.8
033032,2014,380.8
033032,2014,38947.8
033032,2015,698.6
033032,2015,71359.3
033032,2015,333.0
033032,2015,34009.5
033032,2015,365.7
033032,2015,37349.8
033032,2016,728.0
033032,2016,74508.6
033032,2016,341.4
033032,2016,34934.7
033032,2016,386.7
033032,2016,39573.9
033032,2017,734.5
033032,2017,75545.3
033032,2017,314.7
033032,2017,32374.5
033032,2017,419.7
033032,2017,43170.8
033032,2018,785.3
033032,2018,81322.6
033032,2018,276.2
033032,2018,28605.7
033032,2018,509.1
033032,2018,52717.0
033032,2019,748.4
033032,2019,77898.7
033032,2019,243.8
033032,2019,25378.3
033032,2019,504.6
033032,2019,52520.4
033032,2020,723.6
033032,2020,74893.8
033032,2020,215.9
033032,2020,22348.1
033032,2020,507.7
033032,2020,52545.7
033032,2021,788.7
033032,2021,80874.3
033032,2021,228.8
033032,2021,23462.9
033032,2021,559.9
033032,2021,57411.4
033032,2022,755.4
033032,2022,77461.9
033032,2022,213.3
033032,2022,21870.5
033032,2022,542.1
033032,2022,55591.5
033032,2023,725.9
033032,2023,74631.0
033032,2023,211.9
033032,2023,21788.8
033032,2023,514.0
033032,2023,52842.2
034027,2010,595.5
034027,2010,106482.3
034027,2010,327.6
034027,2010,58581.7
034027,2010,267.9
034027,2010,47900.6
034027,2011,573.2
034027,2011,103518.1
034027,2011,305.6
034027,2011,55190.3
034027,2011,267.6
034027,2011,48327.8
034027,2012,553.5
034027,2012,101189.6
034027,2012,285.9
034027,2012,52265.0
034027,2012,267.6
034027,2012,48924.6
034027,2013,537.3
034027,2013,99850.7
034027,2013,252.3
034027,2013,46885.4
034027,2013,285.0
034027,2013,52965.4
034027,2014,508.0
034027,2014,95823.7
034027,2014,175.9
034027,2014,33176.1
034027,2014,332.2
034027,2014,62647.6
034027,2015,531.5
034027,2015,101685.7
034027,2015,152.3
034027,2015,29139.0
034027,2015,379.2
034027,2015,72546.7
034027,2016,551.4
034027,2016,107026.2
034027,2016,130.1
034027,2016,25256.3
034027,2016,421.3
034027,2016,81769.8
034027,2017,548.3
034027,2017,107624.7
034027,2017,104.4
034027,2017,20494.8
034027,2017,443.9
034027,2017,87129.9
034027,2018,568.6
034027,2018,112557.3
034027,2018,105.8
034027,2018,20944.7
034027,2018,462.8
034027,2018,91612.6
034027,2019,572.9
034027,2019,114310.6
034027,2019,105.2
034027,2019,20982.4
034027,2019,467.7
034027,2019,93328.2
034027,2020,561.4
034027,2020,111292.5
034027,2020,96.9
034027,2020,19217.7
034027,2020,464.5
034027,2020,92074.8
034027,2021,573.2
034027,2021,112193.1
034027,2021,104.0
034027,2021,20348.9
034027,2021,469.3
034027,2021,91844.3
034027,2022,563.7
034027,2022,110619.4
034027,2022,105.8
034027,2022,20755.5
034027,2022,458.0
034027,2022,89863.9
034027,2023,553.4
034027,2023,109334.8
034027,2023,104.2
034027,2023,20590.2
034027,2023,449.2
034027,2023,88744.6
035033,2010,726.3
035033,2010,118664.1
035033,2010,342.9
035033,2010,56026.5
035033,2010,383.4
035033,2010,62637.5
035033,2011,702.8
035033,2011,116232.9
035033,2011,317.9
035033,2011,52581.6
035033,2011,384.9
035033,2011,63651.3
035033,2012,663.5
035033,2012,110909.4
035033,2012,298.9
035033,2012,49955.4
035033,2012,364.7
035033,2012,60954.0
035033,2013,664.1
035033,2013,112236.2
035033,2013,292.1
035033,2013,49359.4
035033,2013,372.1
035033,2013,62876.8
035033,2014,691.8
035033,2014,117082.8
035033,2014,292.9
035033,2014,49564.4
035033,2014,399.0
035033,2014,67518.4
035033,2015,682.6
035033,2015,115392.4
035033,2015,294.7
035033,2015,49810.2
035033,2015,388.0
035033,2015,65582.2
035033,2016,701.3
035033,2016,118960.9
035033,2016,297.3
035033,2016,50435.7
035033,2016,404.0
035033,2016,68525.2
035033,2017,657.8
035033,2017,111830.2
035033,2017,223.7
035033,2017,38037.2
035033,2017,434.0
035033,2017,73793.0
035033,2018,694.0
035033,2018,118336.9
035033,2018,156.8
035033,2018,26734.8
035033,2018,537.2
035033,2018,91602.1
035033,2019,697.3
035033,2019,119220.3
035033,2019,119.5
035033,2019,20430.2
035033,2019,577.8
035033,2019,98790.1
035033,2020,673.2
035033,2020,115007.5
035033,2020,103.2
035033,2020,17624.9
035033,2020,570.0
035033,2020,97382.6
035033,2021,664.8
035033,2021,113181.2
035033,2021,112.4
035033,2021,19130.0
035033,2021,552.4
035033,2021,94051.1
035033,2022,646.0
035033,2022,109940.6
035033,2022,110.9
035033,2022,18868.8
035033,2022,535.2
035033,2022,91071.7
035033,2023,657.6
035033,2023,112328.8
035033,2023,104.9
035033,2023,17924.9
035033,2023,552.6
035033,2023,94404.0
036023,2010,688.2
036023,2010,124234.9
036023,2010,352.0
036023,2010,63534.4
036023,2010,336.3
036023,2010,60700.5
036023,2011,667.7
036023,2011,121189.3
036023,2011,325.3
036023,2011,59034.9
036023,2011,342.5
036023,2011,62154.4
036023,2012,656.7
036023,2012,119807.9
036023,2012,308.8
036023,2012,56337.5
036023,2012,347.9
036023,2012,63470.5
036023,2013,672.2
036023,2013,123444.0
036023,2013,285.2
036023,2013,52381.6
036023,2013,386.9
036023,2013,71062.4
036023,2014,653.0
036023,2014,120508.0
036023,2014,273.6
036023,2014,50482.4
036023,2014,379.5
036023,2014,70025.6
036023,2015,677.0
036023,2015,125327.7
036023,2015,270.7
036023,2015,50117.5
036023,2015,406.3
036023,2015,75210.1
036023,2016,681.9
036023,2016,126640.2
036023,2016,271.8
036023,2016,50487.4
036023,2016,410.0
036023,2016,76152.8
036023,2017,669.4
036023,2017,124810.0
036023,2017,258.2
036023,2017,48149.1
036023,2017,411.2
036023,2017,76660.9
036023,2018,680.2
036023,2018,127832.2
036023,2018,258.2
036023,2018,48522.4
036023,2018,422.0
036023,2018,79309.8
036023,2019,684.7
036023,2019,129426.1
036023,2019,254.2
036023,2019,48052.4
036023,2019,430.5
036023,2019,81373.7
036023,2020,654.1
036023,2020,122789.0
036023,2020,250.0
036023,2020,46925.4
036023,2020,404.1
036023,2020,75863.5
036023,2021,664.2
036023,2021,123339.3
036023,2021,259.1
036023,2021,48111.2
036023,2021,405.1
036023,2021,75228.1
036023,2022,657.0
036023,2022,121482.7
036023,2022,256.0
036023,2022,47326.6
036023,2022,401.1
036023,2022,74156.1
036023,2023,629.7
036023,2023,116321.9
036023,2023,167.6
036023,2023,30967.1
036023,2023,462.1
036023,2023,85354.7
037006,2010,562.7
037006,2010,209416.5
037006,2010,370.0
037006,2010,137708.2
037006,2010,192.7
037006,2010,71708.3
037006,2011,536.1
037006,2011,200932.2
037006,2011,362.8
037006,2011,135998.4
037006,2011,173.2
037006,2011,64933.8
037006,2012,517.0
037006,2012,195413.7
037006,2012,352.2
037006,2012,133139.9
037006,2012,164.7
037006,2012,62273.8
037006,2013,523.8
037006,2013,199877.2
037006,2013,336.7
037006,2013,128509.6
037006,2013,187.0
037006,2013,71367.7
037006,2014,551.3
037006,2014,211819.7
037006,2014,340.2
037006,2014,130712.7
037006,2014,211.1
037006,2014,81107.0
037006,2015,556.3
037006,2015,214780.7
037006,2015,313.9
037006,2015,121187.4
037006,2015,242.4
037006,2015,93593.3
037006,2016,574.1
037006,2016,223011.4
037006,2016,310.3
037006,2016,120535.4
037006,2016,263.8
037006,2016,102476.0
037006,2017,570.2
037006,2017,222588.6
037006,2017,295.3
037006,2017,115293.8
037006,2017,274.8
037006,2017,107294.8
037006,2018,578.0
037006,2018,226618.1
037006,2018,280.4
037006,2018,109933.4
037006,2018,297.6
037006,2018,116684.7
037006,2019,573.4
037006,2019,226101.0
037006,2019,262.9
037006,2019,103653.1
037006,2019,310.5
037006,2019,122448.0
037006,2020,531.0
037006,2020,208993.1
037006,2020,236.6
037006,2020,93116.3
037006,2020,294.4
037006,2020,115876.8
037006,2021,525.5
037006,2021,204808.9
037006,2021,224.7
037006,2021,87579.2
037006,2021,300.8
037006,2021,117229.7
037006,2022,522.2
037006,2022,202903.8
037006,2022,192.1
037006,2022,74629.6
037006,2022,330.2
037006,2022,128274.2
037006,2023,520.7
037006,2023,202902.9
037006,2023,141.1
037006,2023,54966.3
037006,2023,379.7
037006,2023,147936.6
038008,2010,737.4
038008,2010,98666.1
038008,2010,395.5
038008,2010,52927.4
038008,2010,341.8
038008,2010,45738.7
038008,2011,701.4
038008,2011,93834.9
038008,2011,356.5
038008,2011,47697.5
038008,2011,344.9
038008,2011,46137.5
038008,2012,677.6
038008,2012,90566.4
038008,2012,334.8
038008,2012,44747.6
038008,2012,342.8
038008,2012,45818.9
038008,2013,646.7
038008,2013,86326.9
038008,2013,325.1
038008,2013,43393.8
038008,2013,321.6
038008,2013,42933.1
038008,2014,689.2
038008,2014,92015.3
038008,2014,321.5
038008,2014,42931.8
038008,2014,367.6
038008,2014,49083.5
038008,2015,677.9
038008,2015,90535.8
038008,2015,318.3
038008,2015,42512.7
038008,2015,359.6
038008,2015,48023.1
038008,2016,708.3
038008,2016,94115.1
038008,2016,309.2
038008,2016,41084.4
038008,2016,399.1
038008,2016,53030.8
038008,2017,681.0
038008,2017,90321.8
038008,2017,251.5
038008,2017,33355.3
038008,2017,429.5
038008,2017,56966.6
038008,2018,619.3
038008,2018,82305.2
038008,2018,88.2
038008,2018,11727.7
038008,2018,531.0
038008,2018,70577.6
038008,2019,633.6
038008,2019,84211.2
038008,2019,89.1
038008,2019,11841.9
038008,2019,544.5
038008,2019,72369.3
038008,2020,613.2
038008,2020,81112.8
038008,2020,77.7
038008,2020,10272.8
038008,2020,535.5
038008,2020,70839.9
038008,2021,615.4
038008,2021,80473.6
038008,2021,78.3
038008,2021,10236.7
038008,2021,537.1
038008,2021,70237.0
038008,2022,639.8
038008,2022,83050.8
038008,2022,79.3
038008,2022,10293.4
038008,2022,560.5
038008,2022,72757.5
038008,2023,652.0
038008,2023,84477.3
038008,2023,79.0
038008,2023,10230.2
038008,2023,573.1
038008,2023,74247.1
039014,2010,813.9
039014,2010,125571.7
039014,2010,386.0
039014,2010,59544.3
039014,2010,428.0
039014,2010,66027.4
039014,2011,765.2
039014,2011,119247.7
039014,2011,353.0
039014,2011,55009.2
039014,2011,412.2
039014,2011,64238.5
039014,2012,737.4
039014,2012,115966.0
039014,2012,335.2
039014,2012,52707.4
039014,2012,402.3
039014,2012,63258.6
039014,2013,699.3
039014,2013,110653.4
039014,2013,320.9
039014,2013,50775.3
039014,2013,378.4
039014,2013,59878.2
039014,2014,705.2
039014,2014,111833.7
039014,2014,315.4
039014,2014,50009.5
039014,2014,389.9
039014,2014,61824.2
039014,2015,710.3
039014,2015,112813.8
039014,2015,312.8
039014,2015,49690.4
039014,2015,397.4
039014,2015,63123.4
039014,2016,708.1
039014,2016,112727.6
039014,2016,290.2
039014,2016,46201.4
039014,2016,417.9
039014,2016,66526.1
039014,2017,725.6
039014,2017,115719.6
039014,2017,338.2
039014,2017,53940.7
039014,2017,387.4
039014,2017,61779.0
039014,2018,730.9
039014,2018,116432.4
039014,2018,331.3
039014,2018,52774.3
039014,2018,399.6
039014,2018,63658.1
039014,2019,730.9
039014,2019,115906.1
039014,2019,296.9
039014,2019,47088.1
039014,2019,434.0
039014,2019,68818.0
039014,2020,686.4
039014,2020,108013.7
039014,2020,270.7
039014,2020,42595.1
039014,2020,415.7
039014,2020,65418.5
039014,2021,697.8
039014,2021,108959.9
039014,2021,275.4
039014,2021,42997.2
039014,2021,422.4
039014,2021,65962.7
039014,2022,715.1
039014,2022,111515.2
039014,2022,232.8
039014,2022,36307.0
039014,2022,482.3
039014,2022,75208.2
039014,2023,692.6
039014,2023,108174.9
039014,2023,166.6
039014,2023,26013.2
039014,2023,526.1
039014,2023,82161.7
040007,2010,738.5
040007,2010,70833.7
040007,2010,418.8
040007,2010,40168.3
040007,2010,319.7
040007,2010,30665.4
040007,2011,710.2
040007,2011,68517.4
040007,2011,384.0
040007,2011,37045.4
040007,2011,326.2
040007,2011,31472.0
040007,2012,693.3
040007,2012,67097.6
040007,2012,365.4
040007,2012,35366.9
040007,2012,327.9
040007,2012,31730.7
040007,2013,677.6
040007,2013,65707.8
040007,2013,349.2
040007,2013,33856.9
040007,2013,328.5
040007,2013,31850.9
040007,2014,697.6
040007,2014,67562.2
040007,2014,343.2
040007,2014,33239.6
040007,2014,354.4
040007,2014,34322.6
040007,2015,672.1
040007,2015,64911.9
040007,2015,313.1
040007,2015,30242.1
040007,2015,359.0
040007,2015,34669.8
040007,2016,688.6
040007,2016,66393.7
040007,2016,281.7
040007,2016,27158.1
040007,2016,407.0
040007,2016,39235.6
040007,2017,696.9
040007,2017,67281.1
040007,2017,252.4
040007,2017,24363.4
040007,2017,444.6
040007,2017,42917.7
040007,2018,759.1
040007,2018,73689.1
040007,2018,240.6
040007,2018,23360.7
040007,2018,518.4
040007,2018,50328.4
040007,2019,750.5
040007,2019,73130.5
040007,2019,236.3
040007,2019,23023.0
040007,2019,514.2
040007,2019,50107.5
040007,2020,707.1
040007,2020,68584.5
040007,2020,192.9
040007,2020,18706.5
040007,2020,514.2
040007,2020,49877.9
040007,2021,672.5
040007,2021,64786.6
040007,2021,143.5
040007,2021,13829.3
040007,2021,528.9
040007,2021,50957.3
040007,2022,653.2
040007,2022,62766.2
040007,2022,138.9
040007,2022,13350.9
040007,2022,514.3
040007,2022,49415.4
040007,2023,641.1
040007,2023,61563.9
040007,2023,105.2
040007,2023,10098.3
040007,2023,535.9
040007,2023,51465.6
040012,2010,855.5
040012,2010,99876.4
040012,2010,427.4
040012,2010,49892.1
040012,2010,428.2
040012,2010,49984.3
040012,2011,813.0
040012,2011,95170.8
040012,2011,391.6
040012,2011,45837.4
040012,2011,421.4
040012,2011,49333.4
040012,2012,747.5
040012,2012,87669.4
040012,2012,386.4
040012,2012,45325.5
040012,2012,361.0
040012,2012,42343.9
040012,2013,709.5
040012,2013,83470.1
040012,2013,356.2
040012,2013,41906.4
040012,2013,353.3
040012,2013,41563.7
040012,2014,723.1
040012,2014,85258.1
040012,2014,340.9
040012,2014,40195.9
040012,2014,382.2
040012,2014,45062.2
040012,2015,699.9
040012,2015,82461.6
040012,2015,314.8
040012,2015,37090.4
040012,2015,385.1
040012,2015,45371.2
040012,2016,723.0
040012,2016,85175.4
040012,2016,277.3
040012,2016,32665.2
040012,2016,445.7
040012,2016,52510.2
040012,2017,719.2
040012,2017,84773.5
040012,2017,273.1
040012,2017,32191.8
040012,2017,446.1
040012,2017,52581.7
040012,2018,693.0
040012,2018,81850.5
040012,2018,311.6
040012,2018,36808.9
040012,2018,381.3
040012,2018,45041.7
040012,2019,546.5
040012,2019,64659.9
040012,2019,150.8
040012,2019,17847.1
040012,2019,395.6
040012,2019,46812.8
040012,2020,490.7
040012,2020,57828.5
040012,2020,86.5
040012,2020,10191.2
040012,2020,404.2
040012,2020,47637.3
040012,2021,470.1
040012,2021,54993.9
040012,2021,84.9
040012,2021,9929.2
040012,2021,385.2
040012,2021,45064.8
040012,2022,445.4
040012,2022,51949.8
040012,2022,81.5
040012,2022,9503.4
040012,2022,363.9
040012,2022,42446.4
040012,2023,481.1
040012,2023,56231.5
040012,2023,86.9
040012,2023,10157.6
040012,2023,394.2
040012,2023,46073.9
041044,2010,711.1
041044,2010,67383.4
041044,2010,434.5
041044,2010,41173.5
041044,2010,276.6
041044,2010,26209.8
041044,2011,723.1
041044,2011,68401.7
041044,2011,419.9
041044,2011,39726.2
041044,2011,303.1
041044,2011,28675.5
041044,2012,686.0
041044,2012,64770.5
041044,2012,295.9
041044,2012,27939.6
041044,2012,390.1
041044,2012,36830.9
041044,2013,732.7
041044,2013,69132.3
041044,2013,340.9
041044,2013,32167.2
041044,2013,391.8
041044,2013,36965.1
041044,2014,740.3
041044,2014,69777.4
041044,2014,355.9
041044,2014,33546.9
041044,2014,384.4
041044,2014,36230.5
041044,2015,729.6
041044,2015,68736.7
041044,2015,357.1
041044,2015,33647.7
041044,2015,372.4
041044,2015,35089.0
041044,2016,712.5
041044,2016,67251.4
041044,2016,314.2
041044,2016,29662.2
041044,2016,398.2
041044,2016,37589.2
041044,2017,757.2
041044,2017,71688.2
041044,2017,316.7
041044,2017,29982.4
041044,2017,440.5
041044,2017,41705.8
041044,2018,758.8
041044,2018,71970.1
041044,2018,269.5
041044,2018,25561.5
041044,2018,489.3
041044,2018,46408.7
041044,2019,669.0
041044,2019,63569.4
041044,2019,215.3
041044,2019,20457.4
041044,2019,453.7
041044,2019,43112.0
041044,2020,549.5
041044,2020,52959.0
041044,2020,192.0
041044,2020,18501.3
041044,2020,357.6
041044,2020,34457.7
041044,2021,602.3
041044,2021,57710.1
041044,2021,189.6
041044,2021,18166.2
041044,2021,412.7
041044,2021,39543.8
041044,2022,574.6
041044,2022,54961.4
041044,2022,184.7
041044,2022,17665.8
041044,2022,389.9
041044,2022,37295.6
041044,2023,571.8
041044,2023,54609.8
041044,2023,186.4
041044,2023,17803.2
041044,2023,385.4
041044,2023,36806.6
042002,2010,518.7
042002,2010,52674.6
042002,2010,266.7
042002,2010,27079.1
042002,2010,252.0
042002,2010,25595.5
042002,2011,502.9
042002,2011,51040.5
042002,2011,216.7
042002,2011,21992.8
042002,2011,286.2
042002,2011,29047.7
042002,2012,496.6
042002,2012,50268.8
042002,2012,204.9
042002,2012,20736.8
042002,2012,291.7
042002,2012,29532.0
042002,2013,479.4
042002,2013,48429.4
042002,2013,193.1
042002,2013,19505.3
042002,2013,286.3
042002,2013,28924.1
042002,2014,495.0
042002,2014,49829.1
042002,2014,235.8
042002,2014,23742.1
042002,2014,259.1
042002,2014,26087.0
042002,2015,490.1
042002,2015,49064.7
042002,2015,232.1
042002,2015,23237.3
042002,2015,258.0
042002,2015,25827.4
042002,2016,511.8
042002,2016,50953.8
042002,2016,237.2
042002,2016,23620.1
042002,2016,274.5
042002,2016,27333.7
042002,2017,506.9
042002,2017,50377.9
042002,2017,232.7
042002,2017,23127.2
042002,2017,274.2
042002,2017,27250.7
042002,2018,505.4
042002,2018,50213.0
042002,2018,216.2
042002,2018,21481.2
042002,2018,289.2
042002,2018,28731.9
042002,2019,502.0
042002,2019,49798.5
042002,2019,213.1
042002,2019,21136.7
042002,2019,289.0
042002,2019,28661.9
042002,2020,479.4
042002,2020,47549.1
042002,2020,197.8
042002,2020,19615.6
042002,2020,281.7
042002,2020,27933.5
042002,2021,498.6
042002,2021,49277.3
042002,2021,199.6
042002,2021,19730.2
042002,2021,298.9
042002,2021,29547.1
042002,2022,479.7
042002,2022,47333.1
042002,2022,179.4
042002,2022,17703.7
042002,2022,300.3
042002,2022,29629.4
042002,2023,472.0
042002,2023,46801.3
042002,2023,175.1
042002,2023,17359.2
042002,2023,296.9
042002,2023,29442.1
043023,2010,515.7
043023,2010,21821.9
043023,2010,329.7
043023,2010,13950.9
043023,2010,186.0
043023,2010,7871.0
043023,2011,505.3
043023,2011,21387.0
043023,2011,289.7
043023,2011,12262.3
043023,2011,215.6
043023,2011,9124.7
043023,2012,486.1
043023,2012,20595.1
043023,2012,263.7
043023,2012,11170.7
043023,2012,222.5
043023,2012,9424.4
043023,2013,480.9
043023,2013,20414.1
043023,2013,236.2
043023,2013,10026.4
043023,2013,244.7
043023,2013,10387.7
043023,2014,456.9
043023,2014,19462.6
043023,2014,183.1
043023,2014,7800.0
043023,2014,273.8
043023,2014,11662.6
043023,2015,438.2
043023,2015,18654.9
043023,2015,121.2
043023,2015,5160.6
043023,2015,317.0
043023,2015,13494.3
043023,2016,458.2
043023,2016,19379.4
043023,2016,129.2
043023,2016,5465.1
043023,2016,329.0
043023,2016,13914.3
043023,2017,484.0
043023,2017,20273.8
043023,2017,121.0
043023,2017,5068.0
043023,2017,363.0
043023,2017,15205.8
043023,2018,469.9
043023,2018,19496.9
043023,2018,117.2
043023,2018,4862.2
043023,2018,352.8
043023,2018,14634.7
043023,2019,462.4
043023,2019,19046.8
043023,2019,131.1
043023,2019,5399.2
043023,2019,331.3
043023,2019,13647.6
043023,2020,448.8
043023,2020,18428.7
043023,2020,110.1
043023,2020,4521.7
043023,2020,338.7
043023,2020,13906.9
043023,2021,465.0
043023,2021,18967.8
043023,2021,116.2
043023,2021,4738.6
043023,2021,348.8
043023,2021,14229.2
043023,2022,460.9
043023,2022,18675.7
043023,2022,117.7
043023,2022,4769.8
043023,2022,343.2
043023,2022,13905.9
043023,2023,474.9
043023,2023,19250.7
043023,2023,118.5
043023,2023,4803.5
043023,2023,356.4
043023,2023,14447.2
044007,2010,562.5
044007,2010,28475.3
044007,2010,390.3
044007,2010,19757.1
044007,2010,172.2
044007,2010,8718.2
044007,2011,534.3
044007,2011,26924.7
044007,2011,325.4
044007,2011,16397.9
044007,2011,208.9
044007,2011,10526.8
044007,2012,534.9
044007,2012,26770.3
044007,2012,320.8
044007,2012,16054.9
044007,2012,214.1
044007,2012,10715.4
044007,2013,518.1
044007,2013,25824.1
044007,2013,303.8
044007,2013,15144.7
044007,2013,214.3
044007,2013,10679.4
044007,2014,534.0
044007,2014,26522.5
044007,2014,322.9
044007,2014,16034.1
044007,2014,211.2
044007,2014,10488.4
044007,2015,531.3
044007,2015,26220.9
044007,2015,312.2
044007,2015,15407.5
044007,2015,219.1
044007,2015,10813.4
044007,2016,547.9
044007,2016,26881.6
044007,2016,326.6
044007,2016,16024.7
044007,2016,221.3
044007,2016,10856.9
044007,2017,536.7
044007,2017,26180.3
044007,2017,282.8
044007,2017,13798.2
044007,2017,253.8
044007,2017,12382.1
044007,2018,482.6
044007,2018,23319.4
044007,2018,170.2
044007,2018,8226.8
044007,2018,312.3
044007,2018,15092.7
044007,2019,485.9
044007,2019,23188.5
044007,2019,164.6
044007,2019,7857.4
044007,2019,321.3
044007,2019,15331.2
044007,2020,474.3
044007,2020,22281.9
044007,2020,154.2
044007,2020,7243.5
044007,2020,320.1
044007,2020,15038.4
044007,2021,508.8
044007,2021,23566.3
044007,2021,157.2
044007,2021,7281.4
044007,2021,351.6
044007,2021,16284.9
044007,2022,499.2
044007,2022,22902.8
044007,2022,155.0
044007,2022,7110.3
044007,2022,344.3
044007,2022,15792.5
044007,2023,504.3
044007,2023,22974.8
044007,2023,157.6
044007,2023,7179.5
044007,2023,346.7
044007,2023,15795.3
045010,2010,851.7
045010,2010,59741.4
045010,2010,651.1
045010,2010,45669.6
045010,2010,200.6
045010,2010,14071.8
045010,2011,826.1
045010,2011,58107.2
045010,2011,608.4
045010,2011,42796.0
045010,2011,217.7
045010,2011,15311.2
045010,2012,791.8
045010,2012,55576.9
045010,2012,587.3
045010,2012,41223.2
045010,2012,204.5
045010,2012,14353.7
045010,2013,808.7
045010,2013,56537.4
045010,2013,600.2
045010,2013,41957.7
045010,2013,208.6
045010,2013,14579.7
045010,2014,776.8
045010,2014,54053.6
045010,2014,587.7
045010,2014,40894.1
045010,2014,189.1
045010,2014,13159.5
045010,2015,808.2
045010,2015,55863.5
045010,2015,588.3
045010,2015,40661.2
045010,2015,219.9
045010,2015,15202.3
045010,2016,816.7
045010,2016,56091.1
045010,2016,579.0
045010,2016,39769.6
045010,2016,237.6
045010,2016,16321.5
045010,2017,826.7
045010,2017,56520.7
045010,2017,557.0
045010,2017,38079.0
045010,2017,269.7
045010,2017,18441.7
045010,2018,837.5
045010,2018,57048.4
045010,2018,569.7
045010,2018,38805.5
045010,2018,267.8
045010,2018,18243.0
