area_code,school_level,year,enrollment_count,enrollment_total
ITC45,PRI,2018,148147,360656
ITC45,UPP,2018,122044,360656
ITC45,LOW,2019,91312,362183
ITC45,PRI,2019,147391,362183
ITC45,UPP,2019,123480,362183
ITC45,LOW,2020,92132,362892
ITC45,PRI,2020,145400,362892
ITC45,UPP,2020,125360,362892
ITC45,LOW,2021,91670,362510
ITC45,PRI,2021,142044,362510
ITC45,UPP,2021,128796,362510
ITC45,LOW,2022,91000,359765
ITC45,PRI,2022,139442,359765
ITC45,UPP,2022,129323,359765
ITC45,LOW,2023,90189,357241
ITC45,PRI,2023,137989,357241
ITC45,UPP,2023,129063,357241
ITC45,LOW,2024,89109,354643
ITC45,PRI,2024,135463,354643
ITC45,UPP,2024,130071,354643
ITC46,LOW,2015,34504,137626
ITC46,PRI,2015,56563,137626
ITC46,UPP,2015,46559,137626
ITC46,LOW,2016,34391,138481
ITC46,PRI,2016,56873,138481
ITC46,UPP,2016,47217,138481
ITC46,LOW,2017,34325,138744
ITC46,PRI,2017,56954,138744
ITC46,UPP,2017,47465,138744
ITC46,LOW,2018,34505,138851
ITC46,PRI,2018,56558,138851
ITC46,UPP,2018,47788,138851
ITC46,LOW,2019,34657,138462
ITC46,PRI,2019,55805,138462
ITC46,UPP,2019,48000,138462
ITC46,LOW,2020,35119,137710
ITC46,PRI,2020,54655,137710
ITC46,UPP,2020,47936,137710
ITC46,LOW,2021,35116,136929
ITC46,PRI,2021,52839,136929
ITC46,UPP,2021,48974,136929
ITC46,LOW,2022,35040,134850
ITC46,PRI,2022,51245,134850
ITC46,UPP,2022,48565,134850
ITC46,LOW,2023,34697,133106
ITC46,PRI,2023,50215,133106
ITC46,UPP,2023,48194,133106
ITC46,LOW,2024,34144,132171
ITC46,PRI,2024,49399,132171
ITC46,UPP,2024,48628,132171
ITC47,LOW,2015,38047,151033
ITC47,PRI,2015,63264,151033
ITC47,UPP,2015,49722,151033
ITC47,LOW,2016,37912,151638
ITC47,PRI,2016,63691,151638
ITC47,UPP,2016,50035,151638
ITC47,LOW,2017,37702,152442
ITC47,PRI,2017,63889,152442
ITC47,UPP,2017,50851,152442
ITC47,LOW,2018,38124,152537
ITC47,PRI,2018,63088,152537
ITC47,UPP,2018,51325,152537
ITC47,LOW,2019,38668,151941
ITC47,PRI,2019,61719,151941
ITC47,UPP,2019,51554,151941
ITC47,LOW,2020,39377,151402
ITC47,PRI,2020,60612,151402
ITC47,UPP,2020,51413,151402
ITC47,LOW,2021,39286,150291
ITC47,PRI,2021,58629,150291
ITC47,UPP,2021,52376,150291
ITC47,LOW,2022,39075,148534
ITC47,PRI,2022,57069,148534
ITC47,UPP,2022,52390,148534
ITC47,LOW,2023,38753,147636
ITC47,PRI,2023,56456,147636
ITC47,UPP,2023,52427,147636
ITC47,LOW,2024,37917,146405
ITC47,PRI,2024,55452,146405
ITC47,UPP,2024,53036,146405
ITC48,LOW,2015,13987,56225
ITC48,PRI,2015,22879,56225
ITC48,UPP,2015,19359,56225
ITC48,LOW,2016,13932,56260
ITC48,PRI,2016,22993,56260
ITC48,UPP,2016,19335,56260
ITC48,LOW,2017,13996,56249
ITC48,PRI,2017,22905,56249
ITC48,UPP,2017,19348,56249
ITC48,LOW,2018,14104,56041
ITC48,PRI,2018,22674,56041
ITC48,UPP,2018,19263,56041
ITC48,LOW,2019,14256,55944
ITC48,PRI,2019,22612,55944
ITC48,UPP,2019,19076,55944
ITC48,LOW,2020,14437,55835
ITC48,PRI,2020,22222,55835
ITC48,UPP,2020,19176,55835
ITC48,LOW,2021,14379,55460
ITC48,PRI,2021,21606,55460
ITC48,UPP,2021,19475,55460
ITC48,LOW,2022,14356,55226
ITC48,PRI,2022,21416,55226
ITC48,UPP,2022,19454,55226
ITC48,LOW,2023,14278,55683
ITC48,PRI,2023,21502,55683
ITC48,UPP,2023,19903,55683
ITC48,LOW,2024,14267,56089
ITC48,PRI,2024,21335,56089
ITC48,UPP,2024,20487,56089
ITC49,LOW,2015,6424,26702
ITC49,PRI,2015,10752,26702
ITC49,UPP,2015,9526,26702
ITC49,LOW,2016,6391,26889
ITC49,PRI,2016,10903,26889
ITC49,UPP,2016,9595,26889
ITC49,LOW,2017,6540,27069
ITC49,PRI,2017,10891,27069
ITC49,UPP,2017,9638,27069
ITC49,LOW,2018,6577,27129
ITC49,PRI,2018,10885,27129
ITC49,UPP,2018,9667,27129
ITC49,LOW,2019,6699,27237
ITC49,PRI,2019,10795,27237
ITC49,UPP,2019,9743,27237
ITC49,LOW,2020,6712,27229
ITC49,PRI,2020,10729,27229
ITC49,UPP,2020,9788,27229
ITC49,LOW,2021,6813,27108
ITC49,PRI,2021,10368,27108
ITC49,UPP,2021,9927,27108
ITC49,LOW,2022,6679,26892
ITC49,PRI,2022,10200,26892
ITC49,UPP,2022,10013,26892
ITC49,LOW,2023,6697,26687
ITC49,PRI,2023,10150,26687
ITC49,UPP,2023,9840,26687
ITC49,LOW,2024,6544,26737
ITC49,PRI,2024,10117,26737
ITC49,UPP,2024,10076,26737
ITC4A,LOW,2015,9526,41613
ITC4A,PRI,2015,15843,41613
ITC4A,UPP,2015,16244,41613
ITC4A,LOW,2016,9319,41399
ITC4A,PRI,2016,15936,41399
ITC4A,UPP,2016,16144,41399
ITC4A,LOW,2017,9402,41402
ITC4A,PRI,2017,16023,41402
ITC4A,UPP,2017,15977,41402
ITC4A,LOW,2018,9559,41308
ITC4A,PRI,2018,15909,41308
ITC4A,UPP,2018,15840,41308
ITC4A,LOW,2019,9710,41037
ITC4A,PRI,2019,15659,41037
ITC4A,UPP,2019,15668,41037
ITC4A,LOW,2020,9852,40977
ITC4A,PRI,2020,15424,40977
ITC4A,UPP,2020,15701,40977
ITC4A,LOW,2021,9899,40916
ITC4A,PRI,2021,15155,40916
ITC4A,UPP,2021,15862,40916
ITC4A,LOW,2022,9894,40532
ITC4A,PRI,2022,14749,40532
ITC4A,UPP,2022,15889,40532
ITC4A,LOW,2023,9718,40342
ITC4A,PRI,2023,14645,40342
ITC4A,UPP,2023,15979,40342
ITC4A,LOW,2024,9634,40309
ITC4A,PRI,2024,14425,40309
ITC4A,UPP,2024,16250,40309
ITC4B,LOW,2015,11173,44523
ITC4B,PRI,2015,19112,44523
ITC4B,UPP,2015,14238,44523
ITC4B,LOW,2016,11160,44426
ITC4B,PRI,2016,19093,44426
ITC4B,UPP,2016,14173,44426
ITC4B,LOW,2017,11241,44668
ITC4B,PRI,2017,19264,44668
ITC4B,UPP,2017,14163,44668
ITC4B,LOW,2018,11415,44649
ITC4B,PRI,2018,19233,44649
ITC4B,UPP,2018,14001,44649
ITC4B,LOW,2019,11558,44551
ITC4B,PRI,2019,18918,44551
ITC4B,UPP,2019,14075,44551
ITC4B,LOW,2020,11713,44466
ITC4B,PRI,2020,18625,44466
ITC4B,UPP,2020,14128,44466
ITC4B,LOW,2021,11638,44470
ITC4B,PRI,2021,18144,44470
ITC4B,UPP,2021,14688,44470
ITC4B,LOW,2022,11751,44228
ITC4B,PRI,2022,17711,44228
ITC4B,UPP,2022,14766,44228
ITC4B,LOW,2023,11882,44368
ITC4B,PRI,2023,17422,44368
ITC4B,UPP,2023,15064,44368
ITC4B,LOW,2024,11752,44233
ITC4B,PRI,2024,17129,44233
ITC4B,UPP,2024,15352,44233
ITD,LOW,2015,324291,1342268
ITD,PRI,2015,540295,1342268
ITD,UPP,2015,477682,1342268
ITD,LOW,2016,325755,1347476
ITD,PRI,2016,540527,1347476
ITD,UPP,2016,481194,1347476
ITD,LOW,2017,327289,1351750
ITD,PRI,2017,540427,1351750
ITD,UPP,2017,484034,1351750
ITD,LOW,2018,330113,1352847
ITD,PRI,2018,535966,1352847
ITD,UPP,2018,486768,1352847
ITD,LOW,2019,331719,1352058
ITD,PRI,2019,530702,1352058
ITD,UPP,2019,489637,1352058
ITD,LOW,2020,334632,1347961
ITD,PRI,2020,521787,1347961
ITD,UPP,2020,491542,1347961
ITD,LOW,2021,332869,1343839
ITD,PRI,2021,508843,1343839
ITD,UPP,2021,502127,1343839
ITD,LOW,2022,331460,1331807
ITD,PRI,2022,497297,1331807
ITD,UPP,2022,503050,1331807
ITD,LOW,2023,328709,1322946
ITD,PRI,2023,490590,1322946
ITD,UPP,2023,503647,1322946
ITD,LOW,2024,324780,1310024
ITD,PRI,2024,479235,1310024
ITD,UPP,2024,506009,1310024
ITD1,LOW,2015,17076,64622
ITD1,PRI,2015,27986,64622
ITD1,UPP,2015,19560,64622
ITD1,LOW,2016,17086,64635
ITD1,PRI,2016,27771,64635
ITD1,UPP,2016,19778,64635
ITD1,LOW,2017,17272,64604
ITD1,PRI,2017,27604,64604
ITD1,UPP,2017,19728,64604
ITD1,LOW,2018,17337,64749
ITD1,PRI,2018,27647,64749
ITD1,UPP,2018,19765,64749
ITD1,LOW,2019,17421,64929
ITD1,PRI,2019,27774,64929
ITD1,UPP,2019,19734,64929
ITD1,LOW,2020,17491,65038
ITD1,PRI,2020,27548,65038
ITD1,UPP,2020,19999,65038
ITD1,LOW,2021,17244,65308
ITD1,PRI,2021,27804,65308
ITD1,UPP,2021,20260,65308
ITD1,LOW,2022,17013,65197
ITD1,PRI,2022,27873,65197
ITD1,UPP,2022,20311,65197
ITD1,LOW,2023,16960,65124
ITD1,PRI,2023,28024,65124
ITD1,UPP,2023,20140,65124
ITD1,LOW,2024,17174,65103
ITD1,PRI,2024,27927,65103
ITD1,UPP,2024,20002,65103
ITD2,LOW,2015,16641,65515
ITD2,PRI,2015,27144,65515
ITD2,UPP,2015,21730,65515
ITD2,LOW,2016,16807,65471
ITD2,PRI,2016,26935,65471
ITD2,UPP,2016,21729,65471
ITD2,LOW,2017,16637,65428
ITD2,PRI,2017,27142,65428
ITD2,UPP,2017,21649,65428
ITD2,LOW,2018,16750,65287
ITD2,PRI,2018,27012,65287
ITD2,UPP,2018,21525,65287
ITD2,LOW,2019,16556,65360
ITD2,PRI,2019,27000,65360
ITD2,UPP,2019,21804,65360
ITD2,LOW,2020,16650,65202
ITD2,PRI,2020,26824,65202
ITD2,UPP,2020,21728,65202
ITD2,LOW,2021,16680,65160
ITD2,PRI,2021,26226,65160
ITD2,UPP,2021,22254,65160
ITD2,LOW,2022,16831,64448
ITD2,PRI,2022,25580,64448
ITD2,UPP,2022,22037,64448
ITD2,LOW,2023,16793,64390
ITD2,PRI,2023,25279,64390
ITD2,UPP,2023,22318,64390
ITD2,LOW,2024,16581,63613
ITD2,PRI,2024,24678,63613
ITD2,UPP,2024,22354,63613
ITD3,LOW,2015,140905,581315
ITD3,PRI,2015,232953,581315
ITD3,UPP,2015,207457,581315
ITD3,LOW,2016,141437,580904
ITD3,PRI,2016,231648,580904
ITD3,UPP,2016,207819,580904
ITD3,LOW,2017,141867,580025
ITD3,PRI,2017,230365,580025
ITD3,UPP,2017,207793,580025
ITD3,LOW,2018,142467,578247
ITD3,PRI,2018,227871,578247
ITD3,UPP,2018,207909,578247
ITD3,LOW,2019,142107,574897
ITD3,PRI,2019,224711,574897
ITD3,UPP,2019,208079,574897
ITD3,LOW,2020,142988,570732
ITD3,PRI,2020,219698,570732
ITD3,UPP,2020,208046,570732
ITD3,LOW,2021,141423,566365
ITD3,PRI,2021,213364,566365
ITD3,UPP,2021,211578,566365
ITD3,LOW,2022,140344,559113
ITD3,PRI,2022,207845,559113
ITD3,UPP,2022,210924,559113
ITD3,LOW,2023,138361,552808
ITD3,PRI,2023,203949,552808
ITD3,UPP,2023,210498,552808
ITD3,LOW,2024,136469,545666
ITD3,PRI,2024,198731,545666
ITD3,UPP,2024,210466,545666
ITD31,LOW,2015,26513,109301
ITD31,PRI,2015,44882,109301
ITD31,UPP,2015,37906,109301
ITD31,LOW,2016,26691,109544
ITD31,PRI,2016,44803,109544
ITD31,UPP,2016,38050,109544
ITD31,LOW,2017,26905,110040
ITD31,PRI,2017,44853,110040
ITD31,UPP,2017,38282,110040
ITD31,LOW,2018,27400,110110
ITD31,PRI,2018,44536,110110
ITD31,UPP,2018,38174,110110
ITD31,LOW,2019,27440,110026
ITD31,PRI,2019,44244,110026
ITD31,UPP,2019,38342,110026
ITD31,LOW,2020,27754,109566
ITD31,PRI,2020,43363,109566
ITD31,UPP,2020,38449,109566
ITD31,LOW,2021,27587,109303
ITD31,PRI,2021,42352,109303
ITD31,UPP,2021,39364,109303
ITD31,LOW,2022,27718,108503
ITD31,PRI,2022,41498,108503
ITD31,UPP,2022,39287,108503
ITD31,LOW,2023,27322,107995
ITD31,PRI,2023,41126,107995
ITD31,UPP,2023,39547,107995
ITD31,LOW,2024,26960,107268
ITD31,PRI,2024,40435,107268
ITD31,UPP,2024,39873,107268
ITD32,LOW,2015,26957,111947
ITD32,PRI,2015,44144,111947
ITD32,UPP,2015,40846,111947
ITD32,LOW,2016,27024,111125
ITD32,PRI,2016,43428,111125
ITD32,UPP,2016,40673,111125
ITD32,LOW,2017,26816,110150
ITD32,PRI,2017,42715,110150
ITD32,UPP,2017,40619,110150
ITD32,LOW,2018,26722,109179
ITD32,PRI,2018,41958,109179
ITD32,UPP,2018,40499,109179
ITD32,LOW,2019,26452,108069
ITD32,PRI,2019,41102,108069
ITD32,UPP,2019,40515,108069
ITD32,LOW,2020,26323,106961
ITD32,PRI,2020,39922,106961
ITD32,UPP,2020,40716,106961
ITD32,LOW,2021,25899,105777
ITD32,PRI,2021,38699,105777
ITD32,UPP,2021,41179,105777
ITD32,LOW,2022,25555,103949
ITD32,PRI,2022,37670,103949
ITD32,UPP,2022,40724,103949
ITD32,LOW,2023,25081,102479
ITD32,PRI,2023,36835,102479
ITD32,UPP,2023,40563,102479
ITD32,LOW,2024,24617,100842
ITD32,PRI,2024,35836,100842
ITD32,UPP,2024,40389,100842
ITD33,LOW,2015,5596,22869
ITD33,PRI,2015,8634,22869
ITD33,UPP,2015,8639,22869
ITD33,LOW,2016,5637,22639
ITD33,PRI,2016,8531,22639
ITD33,UPP,2016,8471,22639
ITD33,LOW,2017,5485,22550
ITD33,PRI,2017,8521,22550
ITD33,UPP,2017,8544,22550
ITD33,LOW,2018,5456,22288
ITD33,PRI,2018,8415,22288
ITD33,UPP,2018,8417,22288
ITD33,LOW,2019,5281,21888
ITD33,PRI,2019,8238,21888
ITD33,UPP,2019,8369,21888
ITD33,LOW,2020,5338,21589
ITD33,PRI,2020,8041,21589
ITD33,UPP,2020,8210,21589
ITD33,LOW,2021,5236,21121
ITD33,PRI,2021,7647,21121
ITD33,UPP,2021,8238,21121
ITD33,LOW,2022,5217,20667
ITD33,PRI,2022,7441,20667
ITD33,UPP,2022,8009,20667
ITD33,LOW,2023,5125,20398
ITD33,PRI,2023,7211,20398
ITD33,UPP,2023,8062,20398
ITD33,LOW,2024,5006,19883
ITD33,PRI,2024,6933,19883
ITD33,UPP,2024,7944,19883
ITD34,LOW,2015,27145,112726
ITD34,PRI,2015,44982,112726
ITD34,UPP,2015,40599,112726
ITD34,LOW,2016,27240,112482
ITD34,PRI,2016,44537,112482
ITD34,UPP,2016,40705,112482
ITD34,LOW,2017,27452,112221
ITD34,PRI,2017,44089,112221
ITD34,UPP,2017,40680,112221
ITD34,LOW,2018,27595,112112
ITD34,PRI,2018,43407,112112
ITD34,UPP,2018,41110,112112
ITD34,LOW,2019,27630,111479
ITD34,PRI,2019,42627,111479
ITD34,UPP,2019,41222,111479
ITD34,LOW,2020,27650,110579
ITD34,PRI,2020,41754,110579
ITD34,UPP,2020,41175,110579
ITD34,LOW,2021,27098,109699
ITD34,PRI,2021,40791,109699
ITD34,UPP,2021,41810,109699
ITD34,LOW,2022,26765,108094
ITD34,PRI,2022,39757,108094
ITD34,UPP,2022,41572,108094
ITD34,LOW,2023,26335,106542
ITD34,PRI,2023,39003,106542
ITD34,UPP,2023,41204,106542
ITD34,LOW,2024,26136,104939
ITD34,PRI,2024,37906,104939
ITD34,UPP,2024,40897,104939
ITD35,LOW,2015,22801,93112
ITD35,PRI,2015,37626,93112
ITD35,UPP,2015,32685,93112
ITD35,LOW,2016,22840,93169
ITD35,PRI,2016,37397,93169
ITD35,UPP,2016,32932,93169
ITD35,LOW,2017,22986,92989
ITD35,PRI,2017,37221,92989
ITD35,UPP,2017,32782,92989
ITD35,LOW,2018,22933,92993
ITD35,PRI,2018,37160,92993
ITD35,UPP,2018,32900,92993
ITD35,LOW,2019,22960,92631
ITD35,PRI,2019,36628,92631
ITD35,UPP,2019,33043,92631
ITD35,LOW,2020,23160,91663
ITD35,PRI,2020,35716,91663
ITD35,UPP,2020,32787,91663
ITD35,LOW,2021,22974,90677
ITD35,PRI,2021,34487,90677
ITD35,UPP,2021,33216,90677
ITD35,LOW,2022,22500,89352
ITD35,PRI,2022,33372,89352
ITD35,UPP,2022,33480,89352
ITD35,LOW,2023,22298,88010
ITD35,PRI,2023,32575,88010
ITD35,UPP,2023,33137,88010
ITD35,LOW,2024,22074,87022
ITD35,PRI,2024,31694,87022
ITD35,UPP,2024,33254,87022
ITD36,LOW,2015,26374,107237
ITD36,PRI,2015,43494,107237
ITD36,UPP,2015,37369,107237
ITD36,LOW,2016,26478,107790
ITD36,PRI,2016,43650,107790
ITD36,UPP,2016,37662,107790
ITD36,LOW,2017,26633,107986
ITD36,PRI,2017,43639,107986
ITD36,UPP,2017,37714,107986
ITD36,LOW,2018,26777,107662
ITD36,PRI,2018,43120,107662
ITD36,UPP,2018,37765,107662
ITD36,LOW,2019,26828,107289
ITD36,PRI,2019,42679,107289
ITD36,UPP,2019,37782,107289
ITD36,LOW,2020,27181,107119
ITD36,PRI,2020,41930,107119
ITD36,UPP,2020,38008,107119
ITD36,LOW,2021,26928,106748
ITD36,PRI,2021,40734,106748
ITD36,UPP,2021,39086,106748
ITD36,LOW,2022,26783,105711
ITD36,PRI,2022,39720,105711
ITD36,UPP,2022,39208,105711
ITD36,LOW,2023,26405,104705
ITD36,PRI,2023,38952,104705
ITD36,UPP,2023,39348,104705
ITD36,LOW,2024,25986,103194
ITD36,PRI,2024,37850,103194
ITD36,UPP,2024,39358,103194
ITD37,LOW,2015,5519,24123
ITD37,PRI,2015,9191,24123
ITD37,UPP,2015,9413,24123
ITD37,LOW,2016,5527,24155
ITD37,PRI,2016,9302,24155
ITD37,UPP,2016,9326,24155
ITD37,LOW,2017,5590,24089
ITD37,PRI,2017,9327,24089
ITD37,UPP,2017,9172,24089
ITD37,LOW,2018,5584,23903
ITD37,PRI,2018,9275,23903
ITD37,UPP,2018,9044,23903
ITD37,LOW,2019,5516,23515
ITD37,PRI,2019,9193,23515
ITD37,UPP,2019,8806,23515
ITD37,LOW,2020,5582,23255
ITD37,PRI,2020,8972,23255
ITD37,UPP,2020,8701,23255
ITD37,LOW,2021,5701,23040
ITD37,PRI,2021,8654,23040
ITD37,UPP,2021,8685,23040
ITD37,LOW,2022,5806,22837
ITD37,PRI,2022,8387,22837
ITD37,UPP,2022,8644,22837
ITD37,LOW,2023,5795,22679
ITD37,PRI,2023,8247,22679
ITD37,UPP,2023,8637,22679
ITD37,LOW,2024,5690,22518
ITD37,PRI,2024,8077,22518
ITD37,UPP,2024,8751,22518
ITD4,LOW,2015,31679,131178
ITD4,PRI,2015,51703,131178
ITD4,UPP,2015,47796,131178
ITD4,LOW,2016,31662,131344
ITD4,PRI,2016,51577,131344
ITD4,UPP,2016,48105,131344
ITD4,LOW,2017,31666,131881
ITD4,PRI,2017,51627,131881
ITD4,UPP,2017,48588,131881
ITD4,LOW,2018,31884,131624
ITD4,PRI,2018,50896,131624
ITD4,UPP,2018,48844,131624
ITD4,LOW,2019,32134,131456
ITD4,PRI,2019,50342,131456
ITD4,UPP,2019,48980,131456
ITD4,LOW,2020,32108,130731
ITD4,PRI,2020,49638,130731
ITD4,UPP,2020,48985,130731
ITD4,LOW,2021,31888,130029
ITD4,PRI,2021,48202,130029
ITD4,UPP,2021,49939,130029
ITD4,LOW,2022,31604,128191
ITD4,PRI,2022,46762,128191
ITD4,UPP,2022,49825,128191
ITD4,LOW,2023,31507,127249
ITD4,PRI,2023,46106,127249
ITD4,UPP,2023,49636,127249
ITD4,LOW,2024,30985,125671
ITD4,PRI,2024,44930,125671
ITD4,UPP,2024,49756,125671
ITD41,LOW,2015,8591,35938
ITD41,PRI,2015,14831,35938
ITD41,UPP,2015,12516,35938
ITD41,LOW,2016,8670,36109
ITD41,PRI,2016,14846,36109
ITD41,UPP,2016,12593,36109
ITD41,LOW,2017,8720,36239
ITD41,PRI,2017,14870,36239
ITD41,UPP,2017,12649,36239
ITD41,LOW,2018,8878,36364
ITD41,PRI,2018,14766,36364
ITD41,UPP,2018,12720,36364
ITD41,LOW,2019,9002,36323
ITD41,PRI,2019,14397,36323
ITD41,UPP,2019,12924,36323
ITD41,LOW,2020,9073,36135
ITD41,PRI,2020,14205,36135
ITD41,UPP,2020,12857,36135
ITD41,LOW,2021,9105,36103
ITD41,PRI,2021,13802,36103
ITD41,UPP,2021,13196,36103
ITD41,LOW,2022,9023,35783
ITD41,PRI,2022,13396,35783
ITD41,UPP,2022,13364,35783
ITD41,LOW,2023,8980,35752
ITD41,PRI,2023,13214,35752
ITD41,UPP,2023,13558,35752
ITD41,LOW,2024,8725,35284
ITD41,PRI,2024,12889,35284
ITD41,UPP,2024,13670,35284
ITD42,LOW,2015,13862,58123
ITD42,PRI,2015,22123,58123
ITD42,UPP,2015,22138,58123
ITD42,LOW,2016,13784,58175
ITD42,PRI,2016,22079,58175
ITD42,UPP,2016,22312,58175
ITD42,LOW,2017,13736,58221
ITD42,PRI,2017,22012,58221
ITD42,UPP,2017,22473,58221
ITD42,LOW,2018,13697,57748
ITD42,PRI,2018,21613,57748
ITD42,UPP,2018,22438,57748
ITD42,LOW,2019,13737,57405
ITD42,PRI,2019,21389,57405
ITD42,UPP,2019,22279,57405
ITD42,LOW,2020,13523,56749
ITD42,PRI,2020,21116,56749
ITD42,UPP,2020,22110,56749
ITD42,LOW,2021,13468,56081
ITD42,PRI,2021,20414,56081
ITD42,UPP,2021,22199,56081
ITD42,LOW,2022,13359,55011
ITD42,PRI,2022,19743,55011
ITD42,UPP,2022,21909,55011
ITD42,LOW,2023,13301,54463
ITD42,PRI,2023,19555,54463
ITD42,UPP,2023,21607,54463
ITD42,LOW,2024,13038,53499
ITD42,PRI,2024,18921,53499
ITD42,UPP,2024,21540,53499
ITD43,LOW,2015,3722,14705
ITD43,PRI,2015,5721,14705
ITD43,UPP,2015,5262,14705
ITD43,LOW,2016,3600,14541
ITD43,PRI,2016,5701,14541
ITD43,UPP,2016,5240,14541
ITD43,LOW,2017,3568,14650
ITD43,PRI,2017,5705,14650
ITD43,UPP,2017,5377,14650
ITD43,LOW,2018,3646,14797
ITD43,PRI,2018,5716,14797
ITD43,UPP,2018,5435,14797
ITD43,LOW,2019,3709,14799
ITD43,PRI,2019,5676,14799
ITD43,UPP,2019,5414,14799
ITD43,LOW,2020,3756,14889
ITD43,PRI,2020,5571,14889
ITD43,UPP,2020,5562,14889
ITD43,LOW,2021,3649,14929
ITD43,PRI,2021,5473,14929
ITD43,UPP,2021,5807,14929
ITD43,LOW,2022,3596,14802
ITD43,PRI,2022,5403,14802
ITD43,UPP,2022,5803,14802
ITD43,LOW,2023,3625,14680
ITD43,PRI,2023,5257,14680
ITD43,UPP,2023,5798,14680
ITD43,LOW,2024,3640,14632
ITD43,PRI,2024,5207,14632
ITD43,UPP,2024,5785,14632
ITD44,LOW,2015,5504,22412
ITD44,PRI,2015,9028,22412
ITD44,UPP,2015,7880,22412
ITD44,LOW,2016,5608,22519
ITD44,PRI,2016,8951,22519
ITD44,UPP,2016,7960,22519
ITD44,LOW,2017,5642,22771
ITD44,PRI,2017,9040,22771
ITD44,UPP,2017,8089,22771
ITD44,LOW,2018,5663,22715
ITD44,PRI,2018,8801,22715
ITD44,UPP,2018,8251,22715
ITD44,LOW,2019,5686,22929
ITD44,PRI,2019,8880,22929
ITD44,UPP,2019,8363,22929
ITD44,LOW,2020,5756,22958
ITD44,PRI,2020,8746,22958
ITD44,UPP,2020,8456,22958
ITD44,LOW,2021,5666,22916
ITD44,PRI,2021,8513,22916
ITD44,UPP,2021,8737,22916
ITD44,LOW,2022,5626,22595
ITD44,PRI,2022,8220,22595
ITD44,UPP,2022,8749,22595
ITD44,LOW,2023,5601,22354
ITD44,PRI,2023,8080,22354
ITD44,UPP,2023,8673,22354
ITD44,LOW,2024,5582,22256
ITD44,PRI,2024,7913,22256
ITD44,UPP,2024,8761,22256
ITD5,LOW,2015,117990,499638
ITD5,PRI,2015,200509,499638
ITD5,UPP,2015,181139,499638
ITD5,LOW,2016,118763,505122
ITD5,PRI,2016,202596,505122
ITD5,UPP,2016,183763,505122
ITD5,LOW,2017,119847,509812
ITD5,PRI,2017,203689,509812
ITD5,UPP,2017,186276,509812
ITD5,LOW,2018,121675,512940
ITD5,PRI,2018,202540,512940
ITD5,UPP,2018,188725,512940
ITD5,LOW,2019,123501,515416
ITD5,PRI,2019,200875,515416
ITD5,UPP,2019,191040,515416
ITD5,LOW,2020,125395,516258
ITD5,PRI,2020,198079,516258
ITD5,UPP,2020,192784,516258
ITD5,LOW,2021,125634,516977
ITD5,PRI,2021,193247,516977
ITD5,UPP,2021,198096,516977
ITD5,LOW,2022,125668,514858
ITD5,PRI,2022,189237,514858
ITD5,UPP,2022,199953,514858
ITD5,LOW,2023,125088,513375
ITD5,PRI,2023,187232,513375
ITD5,UPP,2023,201055,513375
ITD5,LOW,2024,123571,509971
ITD5,PRI,2024,182969,509971
ITD5,UPP,2024,203431,509971
ITD51,LOW,2015,7325,30885
ITD51,PRI,2015,12093,30885
ITD51,UPP,2015,11467,30885
ITD51,LOW,2016,7327,31174
ITD51,PRI,2016,12226,31174
ITD51,UPP,2016,11621,31174
ITD51,LOW,2017,7410,31329
ITD51,PRI,2017,12251,31329
ITD51,UPP,2017,11668,31329
ITD51,LOW,2018,7434,31449
ITD51,PRI,2018,12152,31449
ITD51,UPP,2018,11863,31449
ITD51,LOW,2019,7527,31587
ITD51,PRI,2019,12161,31587
ITD51,UPP,2019,11899,31587
ITD51,LOW,2020,7617,31725
ITD51,PRI,2020,12098,31725
ITD51,UPP,2020,12010,31725
ITD51,LOW,2021,7616,31801
ITD51,PRI,2021,11959,31801
ITD51,UPP,2021,12226,31801
ITD51,LOW,2022,7667,31769
ITD51,PRI,2022,11905,31769
ITD51,UPP,2022,12197,31769
ITD51,LOW,2023,7695,31979
ITD51,PRI,2023,11990,31979
ITD51,UPP,2023,12294,31979
ITD51,LOW,2024,7726,32141
ITD51,PRI,2024,11830,32141
ITD51,UPP,2024,12585,32141
ITD52,LOW,2015,11364,49588
ITD52,PRI,2015,19381,49588
ITD52,UPP,2015,18843,49588
ITD52,LOW,2016,11412,50189
ITD52,PRI,2016,19845,50189
ITD52,UPP,2016,18932,50189
ITD52,LOW,2017,11715,50865
ITD52,PRI,2017,20080,50865
ITD52,UPP,2017,19070,50865
ITD52,LOW,2018,11977,51457
ITD52,PRI,2018,20170,51457
ITD52,UPP,2018,19310,51457
ITD52,LOW,2019,12258,51869
ITD52,PRI,2019,20037,51869
ITD52,UPP,2019,19574,51869
ITD52,LOW,2020,12526,52338
ITD52,PRI,2020,20001,52338
ITD52,UPP,2020,19811,52338
ITD52,LOW,2021,12685,52527
ITD52,PRI,2021,19597,52527
ITD52,UPP,2021,20245,52527
ITD52,LOW,2022,12742,52633
ITD52,PRI,2022,19384,52633
ITD52,UPP,2022,20507,52633
ITD52,LOW,2023,12761,52802
ITD52,PRI,2023,19430,52802
ITD52,UPP,2023,20611,52802
ITD52,LOW,2024,12628,52934
ITD52,PRI,2024,19210,52934
ITD52,UPP,2024,21096,52934
ITD53,LOW,2015,15551,63535
ITD53,PRI,2015,26764,63535
ITD53,UPP,2015,21220,63535
