DATAFLOW,FREQ,REF_AREA,DATA_TYPE_AGGR,BRKDW_INDUSTRY_NACE_REV2,NONFIN_ASSETS,EXPEND_PURPOSE_COICOPCOFOG,VALUATION,ADJUSTMENT,PRICE,EDITION,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE_AGGR,NOTE_BRKDW_INDUSTRY_NACE_REV2,NOTE_NONFIN_ASSETS,NOTE_EXPEND_PURPOSE_COICOPCOFOG,NOTE_VALUATION,NOTE_ADJUSTMENT,NOTE_PRICE,NOTE_EDITION,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD2,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2001,57947.957,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD2,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2002,58432.991,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD2,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2003,60331.578,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD2,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2004,61860.179,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD2,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2005,63502.039,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD2,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2006,64524.668,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD2,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2007,66715.47,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD2,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2008,68135.275,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD2,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2009,67095.758,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD2,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2010,68355.74,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD2,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2011,70041.751,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD2,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2012,70244.812,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD2,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2013,72575.409,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD2,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2014,72324.511,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD2,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2015,72109.133,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD2,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2016,72341.547,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD2,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2017,72877.143,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD2,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2018,73402.875,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD2,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2019,75326.347,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD2,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2020,80565.521,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD2,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2021,79089.868,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD2,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2022,84031.132,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD2,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2023,89435.133,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD3,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2001,52216.242,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD3,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2002,53107.363,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD3,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2003,54741.903,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD3,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2004,57076.086,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD3,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2005,58748.244,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD3,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2006,59253.654,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD3,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2007,61299.719,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD3,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2008,61628.349,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD3,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2009,61785.614,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD3,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2010,62354.664,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD3,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2011,64008.921,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD3,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2012,63741.2,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD3,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2013,65487.583,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD3,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2014,65829.098,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD3,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2015,66865.237,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD3,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2016,67840.591,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD3,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2017,68592.878,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD3,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2018,68298.544,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD3,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2019,69232.789,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD3,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2020,73141.123,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD3,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2021,72631.97,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD3,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2022,76716.33,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD3,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2023,81076.873,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD4,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2001,49990.026,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD4,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2002,51902.091,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD4,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2003,52775.084,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD4,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2004,54794.705,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD4,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2005,56994.614,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD4,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2006,57779.652,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD4,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2007,59778.763,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD4,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2008,59840.445,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD4,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2009,59159.385,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD4,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2010,61405.053,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD4,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2011,62634.523,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD4,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2012,61459.393,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD4,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2013,62899.905,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD4,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2014,63460.515,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD4,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2015,64829.463,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD4,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2016,65385.753,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD4,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2017,66520.911,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD4,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2018,67473.338,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD4,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2019,68864.716,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD4,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2020,72121.889,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD4,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2021,73469.992,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD4,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2022,76120.423,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD4,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2023,77970.508,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD5,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2001,52293.11,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD5,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2002,53313.416,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD5,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2003,55224.357,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD5,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2004,58148.173,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD5,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2005,59467.192,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD5,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2006,61021.709,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD5,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2007,62734.871,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD5,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2008,63647.221,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD5,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2009,62287.689,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD5,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2010,64309.684,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD5,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2011,66377.219,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD5,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2012,65839.027,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD5,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2013,67249.821,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD5,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2014,68482.799,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD5,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2015,69556.189,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD5,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2016,70977.155,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD5,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2017,71766.381,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD5,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2018,72117.232,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD5,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2019,72406.139,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD5,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2020,77243.307,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD5,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2021,76967.408,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD5,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2022,79697.472,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITD5,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2023,84355.518,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITDA,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2001,55990.373,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITDA,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2002,56998.276,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITDA,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2003,59369.784,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITDA,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2004,61324.324,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITDA,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2005,62991.289,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITDA,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2006,64521.018,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITDA,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2007,66801.181,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITDA,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2008,68655.095,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITDA,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2009,67977.609,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITDA,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2010,69298.243,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITDA,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2011,71005.754,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITDA,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2012,72837.328,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITDA,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2013,74712.072,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITDA,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2014,75115.744,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITDA,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2015,75187.762,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITDA,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2016,75332.146,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITDA,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2017,76055.041,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITDA,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2018,76965.357,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITDA,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2019,79150.839,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITDA,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2020,83846.856,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITDA,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2021,83400.572,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITDA,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2022,89038.091,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITDA,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2023,95270.874,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITE,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2001,53378.589,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITE,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2002,55348.423,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITE,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2003,56416.411,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITE,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2004,58145.656,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITE,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2005,59532.85,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITE,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2006,60731.487,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITE,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2007,62168.801,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITE,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2008,63156.847,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITE,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2009,63086.774,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITE,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2010,63477.748,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITE,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2011,65137.776,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITE,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2012,64655.304,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITE,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2013,65144.211,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITE,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2014,65165.75,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITE,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2015,65057.377,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITE,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2016,65869.361,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITE,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2017,66483.944,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITE,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2018,67068.695,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITE,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2019,68451.216,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITE,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2020,71096.906,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITE,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2021,70459.334,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITE,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2022,75296.323,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITE,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2023,78294.657,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITE1,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2001,49705.835,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITE1,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2002,51284.471,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITE1,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2003,52275.211,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITE1,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2004,54419.312,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITE1,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2005,55486.987,,,,,,,,,,,,,,
IT1:93_1227_DF_DCCN_TNA1_6(1.0),A,ITE1,B1G_B_W2_S1_R_FT,Z,Z,Z,V,N,Z,2025M12,2006,56274.805,,,,,,,,,,,,,,
