DATAFLOW,FREQ,REF_AREA,DATA_TYPE,SEX,AGE,MARITAL_STATUS,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE,NOTE_SEX,NOTE_AGE,NOTE_MARITAL_STATUS,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC43,JAN,1,TOTAL,1,2019,77657,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC43,JAN,1,TOTAL,1,2020,77896,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC43,JAN,1,TOTAL,1,2021,78250,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC43,JAN,1,TOTAL,1,2022,78202,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC43,JAN,1,TOTAL,1,2023,79043,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC43,JAN,1,TOTAL,1,2024,79644,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC43,JAN,1,TOTAL,1,2025,80371,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC44,JAN,1,TOTAL,1,2019,42846,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC44,JAN,1,TOTAL,1,2020,42945,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC44,JAN,1,TOTAL,1,2021,42819,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC44,JAN,1,TOTAL,1,2022,43124,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC44,JAN,1,TOTAL,1,2023,43347,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC44,JAN,1,TOTAL,1,2024,43644,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC44,JAN,1,TOTAL,1,2025,43930,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC45,JAN,1,TOTAL,1,2019,769001,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC45,JAN,1,TOTAL,1,2020,781117,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC45,JAN,1,TOTAL,1,2021,786939,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC45,JAN,1,TOTAL,1,2022,786437,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC45,JAN,1,TOTAL,1,2023,801251,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC45,JAN,1,TOTAL,1,2024,815585,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC45,JAN,1,TOTAL,1,2025,820423,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC46,JAN,1,TOTAL,1,2019,262475,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC46,JAN,1,TOTAL,1,2020,263914,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC46,JAN,1,TOTAL,1,2021,266252,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC46,JAN,1,TOTAL,1,2022,267195,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC46,JAN,1,TOTAL,1,2023,270473,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC46,JAN,1,TOTAL,1,2024,272974,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC46,JAN,1,TOTAL,1,2025,275519,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC47,JAN,1,TOTAL,1,2019,293215,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC47,JAN,1,TOTAL,1,2020,295409,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC47,JAN,1,TOTAL,1,2021,298922,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC47,JAN,1,TOTAL,1,2022,300140,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC47,JAN,1,TOTAL,1,2023,303772,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC47,JAN,1,TOTAL,1,2024,306224,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC47,JAN,1,TOTAL,1,2025,308883,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC48,JAN,1,TOTAL,1,2019,123335,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC48,JAN,1,TOTAL,1,2020,123684,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC48,JAN,1,TOTAL,1,2021,123666,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC48,JAN,1,TOTAL,1,2022,124191,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC48,JAN,1,TOTAL,1,2023,126001,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC48,JAN,1,TOTAL,1,2024,127978,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC48,JAN,1,TOTAL,1,2025,130264,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC49,JAN,1,TOTAL,1,2019,52861,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC49,JAN,1,TOTAL,1,2020,53308,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC49,JAN,1,TOTAL,1,2021,54068,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC49,JAN,1,TOTAL,1,2022,54325,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC49,JAN,1,TOTAL,1,2023,55228,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC49,JAN,1,TOTAL,1,2024,55968,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC49,JAN,1,TOTAL,1,2025,56728,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC4A,JAN,1,TOTAL,1,2019,81991,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC4A,JAN,1,TOTAL,1,2020,82393,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC4A,JAN,1,TOTAL,1,2021,82492,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC4A,JAN,1,TOTAL,1,2022,82844,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC4A,JAN,1,TOTAL,1,2023,83894,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC4A,JAN,1,TOTAL,1,2024,84730,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC4A,JAN,1,TOTAL,1,2025,85863,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC4B,JAN,1,TOTAL,1,2019,92735,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC4B,JAN,1,TOTAL,1,2020,93127,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC4B,JAN,1,TOTAL,1,2021,94112,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC4B,JAN,1,TOTAL,1,2022,94318,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC4B,JAN,1,TOTAL,1,2023,96171,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC4B,JAN,1,TOTAL,1,2024,97110,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITC4B,JAN,1,TOTAL,1,2025,97970,,,FILTER__ITC4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITCD,JAN,1,TOTAL,1,2019,6342007,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITCD,JAN,1,TOTAL,1,2020,6385729,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITCD,JAN,1,TOTAL,1,2021,6429483,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITCD,JAN,1,TOTAL,1,2022,6449901,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITCD,JAN,1,TOTAL,1,2023,6535316,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITCD,JAN,1,TOTAL,1,2024,6607867,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITCD,JAN,1,TOTAL,1,2025,6666276,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD,JAN,1,TOTAL,1,2019,2698791,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD,JAN,1,TOTAL,1,2020,2716940,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD,JAN,1,TOTAL,1,2021,2738123,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD,JAN,1,TOTAL,1,2022,2745558,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD,JAN,1,TOTAL,1,2023,2778931,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD,JAN,1,TOTAL,1,2024,2805900,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD,JAN,1,TOTAL,1,2025,2828877,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD1,JAN,1,TOTAL,1,2019,140734,,,FILTER__ITD1,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD1,JAN,1,TOTAL,1,2020,141686,,,FILTER__ITD1,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD1,JAN,1,TOTAL,1,2021,142450,,,FILTER__ITD1,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD1,JAN,1,TOTAL,1,2022,142658,,,FILTER__ITD1,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD1,JAN,1,TOTAL,1,2023,143442,,,FILTER__ITD1,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD1,JAN,1,TOTAL,1,2024,144576,,,FILTER__ITD1,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD1,JAN,1,TOTAL,1,2025,145222,,,FILTER__ITD1,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD10,JAN,1,TOTAL,1,2019,140734,,,FILTER__ITD1,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD10,JAN,1,TOTAL,1,2020,141686,,,FILTER__ITD1,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD10,JAN,1,TOTAL,1,2021,142450,,,FILTER__ITD1,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD10,JAN,1,TOTAL,1,2022,142658,,,FILTER__ITD1,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD10,JAN,1,TOTAL,1,2023,143442,,,FILTER__ITD1,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD10,JAN,1,TOTAL,1,2024,144576,,,FILTER__ITD1,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD10,JAN,1,TOTAL,1,2025,145222,,,FILTER__ITD1,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD2,JAN,1,TOTAL,1,2019,130410,,,FILTER__ITD2,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD2,JAN,1,TOTAL,1,2020,131870,,,FILTER__ITD2,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD2,JAN,1,TOTAL,1,2021,132457,,,FILTER__ITD2,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD2,JAN,1,TOTAL,1,2022,133100,,,FILTER__ITD2,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD2,JAN,1,TOTAL,1,2023,135079,,,FILTER__ITD2,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD2,JAN,1,TOTAL,1,2024,136726,,,FILTER__ITD2,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD2,JAN,1,TOTAL,1,2025,137821,,,FILTER__ITD2,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD20,JAN,1,TOTAL,1,2019,130410,,,FILTER__ITD2,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD20,JAN,1,TOTAL,1,2020,131870,,,FILTER__ITD2,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD20,JAN,1,TOTAL,1,2021,132457,,,FILTER__ITD2,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD20,JAN,1,TOTAL,1,2022,133100,,,FILTER__ITD2,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD20,JAN,1,TOTAL,1,2023,135079,,,FILTER__ITD2,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD20,JAN,1,TOTAL,1,2024,136726,,,FILTER__ITD2,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD20,JAN,1,TOTAL,1,2025,137821,,,FILTER__ITD2,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD3,JAN,1,TOTAL,1,2019,1120996,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD3,JAN,1,TOTAL,1,2020,1126182,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD3,JAN,1,TOTAL,1,2021,1135750,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD3,JAN,1,TOTAL,1,2022,1136093,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD3,JAN,1,TOTAL,1,2023,1147878,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD3,JAN,1,TOTAL,1,2024,1156616,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD3,JAN,1,TOTAL,1,2025,1164711,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD31,JAN,1,TOTAL,1,2019,212795,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD31,JAN,1,TOTAL,1,2020,214428,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD31,JAN,1,TOTAL,1,2021,217969,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD31,JAN,1,TOTAL,1,2022,217633,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD31,JAN,1,TOTAL,1,2023,220029,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD31,JAN,1,TOTAL,1,2024,221645,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD31,JAN,1,TOTAL,1,2025,223155,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD32,JAN,1,TOTAL,1,2019,200794,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD32,JAN,1,TOTAL,1,2020,201599,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD32,JAN,1,TOTAL,1,2021,203606,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD32,JAN,1,TOTAL,1,2022,203945,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD32,JAN,1,TOTAL,1,2023,206051,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD32,JAN,1,TOTAL,1,2024,207504,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD32,JAN,1,TOTAL,1,2025,208730,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD33,JAN,1,TOTAL,1,2019,47225,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD33,JAN,1,TOTAL,1,2020,47264,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD33,JAN,1,TOTAL,1,2021,47206,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD33,JAN,1,TOTAL,1,2022,47326,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD33,JAN,1,TOTAL,1,2023,47588,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD33,JAN,1,TOTAL,1,2024,47958,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD33,JAN,1,TOTAL,1,2025,48413,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD34,JAN,1,TOTAL,1,2019,205633,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD34,JAN,1,TOTAL,1,2020,206463,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD34,JAN,1,TOTAL,1,2021,207348,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD34,JAN,1,TOTAL,1,2022,207742,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD34,JAN,1,TOTAL,1,2023,209999,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD34,JAN,1,TOTAL,1,2024,211530,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD34,JAN,1,TOTAL,1,2025,212756,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD35,JAN,1,TOTAL,1,2019,187673,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD35,JAN,1,TOTAL,1,2020,188554,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD35,JAN,1,TOTAL,1,2021,189672,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD35,JAN,1,TOTAL,1,2022,189033,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD35,JAN,1,TOTAL,1,2023,191187,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD35,JAN,1,TOTAL,1,2024,192669,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD35,JAN,1,TOTAL,1,2025,194080,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD36,JAN,1,TOTAL,1,2019,216070,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD36,JAN,1,TOTAL,1,2020,217281,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD36,JAN,1,TOTAL,1,2021,218929,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD36,JAN,1,TOTAL,1,2022,219540,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD36,JAN,1,TOTAL,1,2023,221705,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD36,JAN,1,TOTAL,1,2024,223682,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD36,JAN,1,TOTAL,1,2025,225481,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD37,JAN,1,TOTAL,1,2019,50806,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD37,JAN,1,TOTAL,1,2020,50593,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD37,JAN,1,TOTAL,1,2021,51020,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD37,JAN,1,TOTAL,1,2022,50874,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD37,JAN,1,TOTAL,1,2023,51319,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD37,JAN,1,TOTAL,1,2024,51628,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD37,JAN,1,TOTAL,1,2025,52096,,,FILTER__ITD3,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD4,JAN,1,TOTAL,1,2019,271430,,,FILTER__ITD4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD4,JAN,1,TOTAL,1,2020,272137,,,FILTER__ITD4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD4,JAN,1,TOTAL,1,2021,274109,,,FILTER__ITD4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD4,JAN,1,TOTAL,1,2022,275362,,,FILTER__ITD4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD4,JAN,1,TOTAL,1,2023,278983,,,FILTER__ITD4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD4,JAN,1,TOTAL,1,2024,281228,,,FILTER__ITD4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD4,JAN,1,TOTAL,1,2025,283036,,,FILTER__ITD4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD41,JAN,1,TOTAL,1,2019,70912,,,FILTER__ITD4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD41,JAN,1,TOTAL,1,2020,71284,,,FILTER__ITD4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD41,JAN,1,TOTAL,1,2021,72056,,,FILTER__ITD4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD41,JAN,1,TOTAL,1,2022,72306,,,FILTER__ITD4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD41,JAN,1,TOTAL,1,2023,73472,,,FILTER__ITD4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD41,JAN,1,TOTAL,1,2024,74090,,,FILTER__ITD4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD41,JAN,1,TOTAL,1,2025,74612,,,FILTER__ITD4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD42,JAN,1,TOTAL,1,2019,118609,,,FILTER__ITD4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD42,JAN,1,TOTAL,1,2020,118558,,,FILTER__ITD4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD42,JAN,1,TOTAL,1,2021,118493,,,FILTER__ITD4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD42,JAN,1,TOTAL,1,2022,118950,,,FILTER__ITD4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD42,JAN,1,TOTAL,1,2023,119980,,,FILTER__ITD4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD42,JAN,1,TOTAL,1,2024,120673,,,FILTER__ITD4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD42,JAN,1,TOTAL,1,2025,121328,,,FILTER__ITD4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD43,JAN,1,TOTAL,1,2019,30737,,,FILTER__ITD4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD43,JAN,1,TOTAL,1,2020,30897,,,FILTER__ITD4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD43,JAN,1,TOTAL,1,2021,31616,,,FILTER__ITD4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD43,JAN,1,TOTAL,1,2022,31633,,,FILTER__ITD4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD43,JAN,1,TOTAL,1,2023,32287,,,FILTER__ITD4,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_1(1.0),A,ITD43,JAN,1,TOTAL,1,2024,32713,,,FILTER__ITD4,,,,,,,
