DATAFLOW,FREQ,REF_AREA,DATA_TYPE,SEX,AGE,MARITAL_STATUS,CITIZENSHIP,COUNTRY_BIRTH,EDU_LEV_HIGHEST,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE,NOTE_SEX,NOTE_AGE,NOTE_MARITAL_STATUS,NOTE_CITIZENSHIP,NOTE_COUNTRY_BIRTH,NOTE_EDU_LEV_HIGHEST,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP65,9,TOTAL,99,TOTAL,X1033,99,2012,20.1,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP65,9,TOTAL,99,TOTAL,X1033,99,2013,20.4,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP65,9,TOTAL,99,TOTAL,X1033,99,2014,20.6,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP65,9,TOTAL,99,TOTAL,X1033,99,2015,20.3,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP65,9,TOTAL,99,TOTAL,X1033,99,2016,20.8,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP65,9,TOTAL,99,TOTAL,X1033,99,2017,20.5,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP65,9,TOTAL,99,TOTAL,X1033,99,2018,20.9,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP65,9,TOTAL,99,TOTAL,X1033,99,2019,21,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP65,9,TOTAL,99,TOTAL,X1033,99,2020,20,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP65,9,TOTAL,99,TOTAL,X1033,99,2021,20.4,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP65,9,TOTAL,99,TOTAL,X1033,99,2022,20.4,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP65,9,TOTAL,99,TOTAL,X1033,99,2023,20.9,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP65,9,TOTAL,99,TOTAL,X1033,99,2024,21.3,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP85,1,TOTAL,99,TOTAL,X1033,99,2011,5.6,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP85,1,TOTAL,99,TOTAL,X1033,99,2012,5.6,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP85,1,TOTAL,99,TOTAL,X1033,99,2013,5.8,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP85,1,TOTAL,99,TOTAL,X1033,99,2014,5.9,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP85,1,TOTAL,99,TOTAL,X1033,99,2015,5.6,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP85,1,TOTAL,99,TOTAL,X1033,99,2016,5.9,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP85,1,TOTAL,99,TOTAL,X1033,99,2017,5.7,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP85,1,TOTAL,99,TOTAL,X1033,99,2018,6,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP85,1,TOTAL,99,TOTAL,X1033,99,2019,6,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP85,1,TOTAL,99,TOTAL,X1033,99,2020,5.5,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP85,1,TOTAL,99,TOTAL,X1033,99,2021,5.8,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP85,1,TOTAL,99,TOTAL,X1033,99,2022,5.7,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP85,1,TOTAL,99,TOTAL,X1033,99,2023,6,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP85,1,TOTAL,99,TOTAL,X1033,99,2024,6.3,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP85,2,TOTAL,99,TOTAL,X1033,99,2011,6.9,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP85,2,TOTAL,99,TOTAL,X1033,99,2012,6.8,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP85,2,TOTAL,99,TOTAL,X1033,99,2013,7,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP85,2,TOTAL,99,TOTAL,X1033,99,2014,7.2,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP85,2,TOTAL,99,TOTAL,X1033,99,2015,6.8,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP85,2,TOTAL,99,TOTAL,X1033,99,2016,7.2,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP85,2,TOTAL,99,TOTAL,X1033,99,2017,6.9,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP85,2,TOTAL,99,TOTAL,X1033,99,2018,7.1,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP85,2,TOTAL,99,TOTAL,X1033,99,2019,7.2,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP85,2,TOTAL,99,TOTAL,X1033,99,2020,6.6,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP85,2,TOTAL,99,TOTAL,X1033,99,2021,7,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP85,2,TOTAL,99,TOTAL,X1033,99,2022,6.8,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP85,2,TOTAL,99,TOTAL,X1033,99,2023,7.1,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP85,2,TOTAL,99,TOTAL,X1033,99,2024,7.4,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP85,9,TOTAL,99,TOTAL,X1033,99,2011,6.4,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP85,9,TOTAL,99,TOTAL,X1033,99,2012,6.3,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP85,9,TOTAL,99,TOTAL,X1033,99,2013,6.5,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP85,9,TOTAL,99,TOTAL,X1033,99,2014,6.6,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP85,9,TOTAL,99,TOTAL,X1033,99,2015,6.3,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP85,9,TOTAL,99,TOTAL,X1033,99,2016,6.6,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP85,9,TOTAL,99,TOTAL,X1033,99,2017,6.4,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP85,9,TOTAL,99,TOTAL,X1033,99,2018,6.6,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP85,9,TOTAL,99,TOTAL,X1033,99,2019,6.7,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP85,9,TOTAL,99,TOTAL,X1033,99,2020,6.2,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP85,9,TOTAL,99,TOTAL,X1033,99,2021,6.5,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP85,9,TOTAL,99,TOTAL,X1033,99,2022,6.3,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP85,9,TOTAL,99,TOTAL,X1033,99,2023,6.6,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,LIFEEXP85,9,TOTAL,99,TOTAL,X1033,99,2024,6.9,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,MEANAGEDH,1,TOTAL,99,TOTAL,X1033,99,2011,76.5,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,MEANAGEDH,1,TOTAL,99,TOTAL,X1033,99,2012,76.9,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,MEANAGEDH,1,TOTAL,99,TOTAL,X1033,99,2013,77.1,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,MEANAGEDH,1,TOTAL,99,TOTAL,X1033,99,2014,77.3,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,MEANAGEDH,1,TOTAL,99,TOTAL,X1033,99,2015,77.7,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,MEANAGEDH,1,TOTAL,99,TOTAL,X1033,99,2016,77.8,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,MEANAGEDH,1,TOTAL,99,TOTAL,X1033,99,2017,78.3,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,MEANAGEDH,1,TOTAL,99,TOTAL,X1033,99,2018,78.2,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,MEANAGEDH,1,TOTAL,99,TOTAL,X1033,99,2019,78.5,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,MEANAGEDH,1,TOTAL,99,TOTAL,X1033,99,2020,78.9,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,MEANAGEDH,1,TOTAL,99,TOTAL,X1033,99,2021,78.6,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,MEANAGEDH,1,TOTAL,99,TOTAL,X1033,99,2022,79.1,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,MEANAGEDH,1,TOTAL,99,TOTAL,X1033,99,2023,78.9,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,MEANAGEDH,1,TOTAL,99,TOTAL,X1033,99,2024,79.1,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,MEANAGEDH,2,TOTAL,99,TOTAL,X1033,99,2011,82.3,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,MEANAGEDH,2,TOTAL,99,TOTAL,X1033,99,2012,82.6,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,MEANAGEDH,2,TOTAL,99,TOTAL,X1033,99,2013,82.7,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,MEANAGEDH,2,TOTAL,99,TOTAL,X1033,99,2014,82.9,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,MEANAGEDH,2,TOTAL,99,TOTAL,X1033,99,2015,83.3,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,MEANAGEDH,2,TOTAL,99,TOTAL,X1033,99,2016,83.3,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,MEANAGEDH,2,TOTAL,99,TOTAL,X1033,99,2017,83.6,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,MEANAGEDH,2,TOTAL,99,TOTAL,X1033,99,2018,83.7,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,MEANAGEDH,2,TOTAL,99,TOTAL,X1033,99,2019,83.9,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,MEANAGEDH,2,TOTAL,99,TOTAL,X1033,99,2020,84.2,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,MEANAGEDH,2,TOTAL,99,TOTAL,X1033,99,2021,83.9,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,MEANAGEDH,2,TOTAL,99,TOTAL,X1033,99,2022,84.4,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,MEANAGEDH,2,TOTAL,99,TOTAL,X1033,99,2023,84.1,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,MEANAGEDH,2,TOTAL,99,TOTAL,X1033,99,2024,84.3,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,MEANAGEDH,9,TOTAL,99,TOTAL,X1033,99,2011,79.5,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,MEANAGEDH,9,TOTAL,99,TOTAL,X1033,99,2012,79.9,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,MEANAGEDH,9,TOTAL,99,TOTAL,X1033,99,2013,80,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,MEANAGEDH,9,TOTAL,99,TOTAL,X1033,99,2014,80.2,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,MEANAGEDH,9,TOTAL,99,TOTAL,X1033,99,2015,80.7,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,MEANAGEDH,9,TOTAL,99,TOTAL,X1033,99,2016,80.7,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,MEANAGEDH,9,TOTAL,99,TOTAL,X1033,99,2017,81.1,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,MEANAGEDH,9,TOTAL,99,TOTAL,X1033,99,2018,81.1,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,MEANAGEDH,9,TOTAL,99,TOTAL,X1033,99,2019,81.4,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,MEANAGEDH,9,TOTAL,99,TOTAL,X1033,99,2020,81.6,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,MEANAGEDH,9,TOTAL,99,TOTAL,X1033,99,2021,81.3,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,MEANAGEDH,9,TOTAL,99,TOTAL,X1033,99,2022,81.9,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,MEANAGEDH,9,TOTAL,99,TOTAL,X1033,99,2023,81.6,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,MEANAGEDH,9,TOTAL,99,TOTAL,X1033,99,2024,81.8,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,PROBDEATH0Y,1,TOTAL,99,TOTAL,X1033,99,2011,3.4,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,PROBDEATH0Y,1,TOTAL,99,TOTAL,X1033,99,2012,3.3,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,PROBDEATH0Y,1,TOTAL,99,TOTAL,X1033,99,2013,3.3,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,PROBDEATH0Y,1,TOTAL,99,TOTAL,X1033,99,2014,3.3,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,PROBDEATH0Y,1,TOTAL,99,TOTAL,X1033,99,2015,3.3,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,PROBDEATH0Y,1,TOTAL,99,TOTAL,X1033,99,2016,3.2,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,PROBDEATH0Y,1,TOTAL,99,TOTAL,X1033,99,2017,3.1,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,PROBDEATH0Y,1,TOTAL,99,TOTAL,X1033,99,2018,3.1,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,PROBDEATH0Y,1,TOTAL,99,TOTAL,X1033,99,2019,3,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,PROBDEATH0Y,1,TOTAL,99,TOTAL,X1033,99,2020,2.9,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,PROBDEATH0Y,1,TOTAL,99,TOTAL,X1033,99,2021,2.6,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,PROBDEATH0Y,1,TOTAL,99,TOTAL,X1033,99,2022,2.5,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,PROBDEATH0Y,1,TOTAL,99,TOTAL,X1033,99,2023,2.6,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,PROBDEATH0Y,1,TOTAL,99,TOTAL,X1033,99,2024,2.8,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,PROBDEATH0Y,2,TOTAL,99,TOTAL,X1033,99,2011,2.9,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,PROBDEATH0Y,2,TOTAL,99,TOTAL,X1033,99,2012,2.7,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,PROBDEATH0Y,2,TOTAL,99,TOTAL,X1033,99,2013,2.7,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,PROBDEATH0Y,2,TOTAL,99,TOTAL,X1033,99,2014,2.7,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,PROBDEATH0Y,2,TOTAL,99,TOTAL,X1033,99,2015,2.7,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,PROBDEATH0Y,2,TOTAL,99,TOTAL,X1033,99,2016,2.7,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,PROBDEATH0Y,2,TOTAL,99,TOTAL,X1033,99,2017,2.7,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,PROBDEATH0Y,2,TOTAL,99,TOTAL,X1033,99,2018,2.7,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,PROBDEATH0Y,2,TOTAL,99,TOTAL,X1033,99,2019,2.6,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,PROBDEATH0Y,2,TOTAL,99,TOTAL,X1033,99,2020,2.4,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,PROBDEATH0Y,2,TOTAL,99,TOTAL,X1033,99,2021,2.2,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,PROBDEATH0Y,2,TOTAL,99,TOTAL,X1033,99,2022,2.2,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,PROBDEATH0Y,2,TOTAL,99,TOTAL,X1033,99,2023,2.3,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,PROBDEATH0Y,2,TOTAL,99,TOTAL,X1033,99,2024,2.3,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,PROBDEATH0Y,9,TOTAL,99,TOTAL,X1033,99,2011,3.2,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,PROBDEATH0Y,9,TOTAL,99,TOTAL,X1033,99,2012,3,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,PROBDEATH0Y,9,TOTAL,99,TOTAL,X1033,99,2013,3,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,PROBDEATH0Y,9,TOTAL,99,TOTAL,X1033,99,2014,3,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,PROBDEATH0Y,9,TOTAL,99,TOTAL,X1033,99,2015,3,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,PROBDEATH0Y,9,TOTAL,99,TOTAL,X1033,99,2016,3,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,PROBDEATH0Y,9,TOTAL,99,TOTAL,X1033,99,2017,2.9,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,PROBDEATH0Y,9,TOTAL,99,TOTAL,X1033,99,2018,2.9,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,PROBDEATH0Y,9,TOTAL,99,TOTAL,X1033,99,2019,2.8,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,PROBDEATH0Y,9,TOTAL,99,TOTAL,X1033,99,2020,2.6,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,PROBDEATH0Y,9,TOTAL,99,TOTAL,X1033,99,2021,2.4,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,PROBDEATH0Y,9,TOTAL,99,TOTAL,X1033,99,2022,2.3,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,PROBDEATH0Y,9,TOTAL,99,TOTAL,X1033,99,2023,2.5,,,,,,,,,,,,,
IT1:26_29_DF_DCIS_DECESSI_1(1.0),A,IT,PROBDEATH0Y,9,TOTAL,99,TOTAL,X1033,99,2024,2.5,,,,,,,,,,,,,
