area_code,year,museums_events
22062,2019,25954.0
22062,2019,1.0
22062,2020,17836.0
22062,2020,1.0
22068,2017,1.0
22068,2018,6500.0
22068,2018,1.0
22068,2019,7314.0
22068,2019,1.0
22068,2020,4398.0
22068,2020,1.0
22072,2011,1.0
22078,2011,1.0
22078,2015,1.0
22078,2017,1.0
22078,2018,500.0
22078,2018,1.0
22078,2019,5000.0
22078,2019,1.0
22078,2020,3700.0
22078,2020,1.0
22083,2015,1.0
22083,2017,1.0
22083,2018,9430.0
22083,2018,1.0
22083,2019,7217.0
22083,2019,1.0
22083,2020,4590.0
22083,2020,1.0
22084,2011,1.0
22087,2011,12150.0
22087,2011,3.0
22087,2015,2.0
22087,2017,2.0
22087,2018,21229.0
22087,2018,2.0
22087,2019,150.0
22087,2019,1.0
22087,2020,16003.0
22087,2020,2.0
22098,2011,1.0
22098,2015,1.0
22098,2017,1.0
22098,2018,300.0
22098,2018,1.0
22098,2019,300.0
22098,2019,1.0
22098,2020,15.0
22098,2020,1.0
22102,2011,2.0
22102,2015,2.0
22102,2017,2.0
22102,2018,29806.0
22102,2018,2.0
22102,2019,31148.0
22102,2019,2.0
22102,2020,19743.0
22102,2020,2.0
22109,2011,2.0
22109,2015,2.0
22109,2017,2.0
22109,2018,12731.0
22109,2018,1.0
22109,2019,12340.0
22109,2019,1.0
22109,2020,7720.0
22109,2020,1.0
22110,2011,1.0
22110,2015,1.0
22110,2017,1.0
22110,2018,7900.0
22110,2018,1.0
22110,2019,10000.0
22110,2019,1.0
22110,2020,2500.0
22110,2020,1.0
22117,2011,1.0
22117,2015,1.0
22117,2017,1.0
22117,2018,200.0
22117,2018,1.0
22117,2019,50.0
22117,2019,1.0
22117,2020,30.0
22117,2020,1.0
22118,2011,1.0
22118,2015,1.0
22118,2017,1.0
22118,2018,1000.0
22118,2018,1.0
22118,2019,2500.0
22118,2019,1.0
22133,2011,1.0
22133,2015,1.0
22133,2017,1.0
22133,2018,1700.0
22133,2018,1.0
22133,2019,1834.0
22133,2019,1.0
22133,2020,922.0
22133,2020,1.0
22136,2011,1.0
22136,2015,1.0
22136,2017,1.0
22136,2018,5175.0
22136,2018,4.0
22136,2019,3670.0
22136,2019,3.0
22136,2020,3940.0
22136,2020,3.0
22139,2011,4080.0
22139,2011,4.0
22139,2015,3300.0
22139,2015,4.0
22139,2017,1950.0
22139,2017,4.0
22139,2018,2120.0
22139,2018,4.0
22139,2019,3300.0
22139,2019,4.0
22139,2020,230.0
22139,2020,3.0
22142,2011,1.0
22142,2015,2.0
22142,2017,2.0
22142,2018,3782.0
22142,2018,1.0
22142,2019,8550.0
22142,2019,2.0
22142,2020,4071.0
22142,2020,2.0
22145,2011,2.0
22147,2011,2.0
22147,2015,2.0
22147,2017,2.0
22147,2018,19290.0
22147,2018,2.0
22147,2019,18290.0
22147,2019,2.0
22147,2020,8554.0
22147,2020,2.0
22153,2011,2.0
22153,2015,2.0
22153,2017,1.0
22153,2018,41813.0
22153,2018,2.0
22153,2019,28749.0
22153,2019,1.0
22153,2020,11741.0
22153,2020,1.0
22156,2011,1.0
22156,2015,1.0
22156,2017,1.0
22156,2018,8558.0
22156,2018,2.0
22156,2019,7127.0
22156,2019,2.0
22156,2020,1177.0
22156,2020,2.0
22161,2011,434809.0
22161,2011,7.0
22161,2015,325540.0
22161,2015,7.0
22161,2017,307214.0
22161,2017,6.0
22161,2018,322953.0
22161,2018,6.0
22161,2019,260728.0
22161,2019,6.0
22161,2020,113067.0
22161,2020,7.0
22166,2011,1.0
22167,2011,1.0
22167,2015,1.0
22167,2017,1.0
22167,2018,23473.0
22167,2018,1.0
22167,2019,21841.0
22167,2019,1.0
22167,2020,3812.0
22167,2020,1.0
22168,2011,1.0
22168,2015,1.0
22168,2017,1.0
22168,2018,9000.0
22168,2018,1.0
22168,2019,5965.0
22168,2019,1.0
22168,2020,1809.0
22168,2020,1.0
22169,2011,1.0
22169,2015,2.0
22169,2017,2.0
22169,2018,15435.0
22169,2018,2.0
22169,2019,6127.0
22169,2019,1.0
22169,2020,3579.0
22169,2020,1.0
22179,2011,1.0
22179,2015,1.0
22179,2017,1.0
22180,2011,1.0
22182,2011,1.0
22182,2017,1.0
22182,2018,21337.0
22182,2018,1.0
22182,2019,20320.0
22182,2019,1.0
22182,2020,13156.0
22182,2020,1.0
22186,2011,1.0
22188,2018,200.0
22188,2018,1.0
22188,2019,100.0
22188,2019,1.0
22189,2015,1.0
22189,2017,1.0
22189,2018,200.0
22189,2018,1.0
22189,2019,100.0
22189,2019,1.0
22189,2020,80.0
22189,2020,1.0
22191,2011,1.0
22196,2011,1.0
22196,2015,1.0
22196,2017,1.0
22196,2018,6333.0
22196,2018,1.0
22196,2019,5600.0
22196,2019,1.0
22196,2020,2916.0
22196,2020,1.0
22200,2011,1.0
22200,2017,1.0
22200,2018,70332.0
22200,2018,1.0
22200,2019,72312.0
22200,2019,1.0
22200,2020,43326.0
22200,2020,1.0
22205,2011,314915.0
22205,2011,14.0
22205,2015,981707.0
22205,2015,17.0
22205,2017,808321.0
22205,2017,11.0
22205,2018,786496.0
22205,2018,10.0
22205,2019,802568.0
22205,2019,10.0
22205,2020,260326.0
22205,2020,8.0
22207,2011,1.0
22210,2011,1.0
22210,2015,1.0
22210,2017,1.0
22210,2018,3000.0
22210,2018,1.0
22210,2019,1000.0
22210,2019,1.0
22210,2020,140.0
22210,2020,1.0
22213,2011,2.0
22213,2015,2.0
22213,2017,2.0
22213,2018,20500.0
22213,2018,2.0
22213,2019,23000.0
22213,2019,2.0
22213,2020,16000.0
22213,2020,2.0
22217,2011,1.0
22217,2015,14210.0
22217,2015,3.0
22219,2011,1.0
22222,2011,1.0
22222,2015,1.0
22222,2017,1.0
22222,2018,816.0
22222,2018,1.0
22222,2019,424.0
22222,2019,1.0
22222,2020,106.0
22222,2020,1.0
22226,2011,1.0
22226,2015,1.0
22226,2017,1.0
22226,2018,1500.0
22226,2018,1.0
22226,2020,1200.0
22226,2020,1.0
22229,2011,43512.0
22229,2011,3.0
22229,2015,41558.0
22229,2015,3.0
22229,2017,51804.0
22229,2017,3.0
22229,2018,47823.0
22229,2018,3.0
22229,2019,55135.0
22229,2019,3.0
22229,2020,29764.0
22229,2020,3.0
22230,2015,1.0
22230,2017,1.0
22230,2018,2000.0
22230,2018,1.0
22230,2019,2000.0
22230,2019,1.0
22230,2020,35200.0
22230,2020,2.0
22231,2015,1.0
22231,2017,1.0
22231,2018,450.0
22231,2018,1.0
22231,2019,450.0
22231,2019,1.0
22231,2020,150.0
22231,2020,1.0
22232,2015,1.0
22232,2019,378.0
22232,2019,1.0
22232,2020,140.0
22232,2020,1.0
22243,2017,1.0
22243,2018,385.0
22243,2018,1.0
22243,2019,250.0
22243,2019,1.0
22243,2020,0.0
22243,2020,1.0
22245,2015,1.0
22245,2017,1.0
22245,2018,7633.0
22245,2018,1.0
22245,2019,7388.0
22245,2019,1.0
22245,2020,3500.0
22245,2020,1.0
22246,2015,1.0
22246,2017,1.0
22246,2019,80.0
22246,2019,1.0
22246,2020,50.0
22246,2020,1.0
22250,2017,14703.0
22250,2017,3.0
22250,2018,15657.0
22250,2018,3.0
22250,2019,13435.0
22250,2019,5.0
22250,2020,8701.0
22250,2020,5.0
23004,2011,1.0
23004,2015,1.0
23004,2017,1.0
23004,2018,328.0
23004,2018,1.0
23004,2019,691.0
23004,2019,1.0
23004,2020,83.0
23004,2020,1.0
23005,2011,1.0
23005,2015,1.0
23006,2011,92000.0
23006,2011,3.0
23006,2015,110402.0
23006,2015,3.0
23006,2017,2.0
23006,2018,140181.0
23006,2018,2.0
23006,2019,39363.0
23006,2019,1.0
23006,2020,18000.0
23006,2020,1.0
23011,2011,1.0
23011,2015,1.0
23011,2017,1.0
23011,2018,1500.0
23011,2018,1.0
23011,2019,1500.0
23011,2019,1.0
23018,2011,1.0
23018,2015,1.0
23018,2017,1.0
23023,2011,1.0
23023,2017,1.0
23023,2018,600.0
23023,2018,1.0
23023,2019,250.0
23023,2019,1.0
23023,2020,30.0
23023,2020,1.0
23027,2011,1.0
23027,2015,1.0
23027,2017,1.0
23027,2018,500.0
23027,2018,1.0
23027,2019,300.0
23027,2019,1.0
23027,2020,200.0
23027,2020,1.0
23031,2011,1.0
23031,2015,1.0
23031,2017,1.0
23031,2018,0.0
23031,2018,1.0
23031,2019,1760.0
23031,2019,1.0
23031,2020,141.0
23031,2020,1.0
23035,2011,1.0
23036,2019,2000.0
23036,2019,1.0
23037,2017,1.0
23040,2011,1.0
23040,2015,1.0
23040,2017,1.0
23040,2018,0.0
23040,2018,1.0
23040,2019,550.0
23040,2019,1.0
23044,2011,2.0
23044,2015,2.0
23044,2017,2.0
23044,2018,6150.0
23044,2018,2.0
23044,2019,6800.0
23044,2019,2.0
23044,2020,700.0
23044,2020,2.0
23045,2011,1.0
23045,2015,1.0
23045,2017,1.0
23045,2018,167891.0
23045,2018,1.0
23045,2019,178099.0
23045,2019,1.0
23045,2020,58859.0
23045,2020,1.0
23049,2011,1.0
23049,2015,1.0
23058,2011,1.0
23058,2015,1.0
23058,2017,1.0
23058,2018,300.0
23058,2018,1.0
23058,2019,250.0
23058,2019,1.0
23058,2020,40.0
23058,2020,1.0
23059,2011,1.0
23059,2015,1.0
23059,2017,1.0
23060,2011,1.0
23060,2015,1.0
23060,2017,1.0
23060,2020,20.0
23060,2020,1.0
23062,2011,2.0
23062,2015,1.0
23062,2017,1.0
23063,2011,1.0
23063,2015,1.0
23063,2017,1.0
23063,2018,1100.0
23063,2018,1.0
23063,2019,813.0
23063,2019,1.0
23063,2020,127.0
23063,2020,1.0
23065,2011,1.0
23065,2015,1.0
23065,2017,1.0
23065,2018,0.0
23065,2018,1.0
23065,2019,25.0
23065,2019,1.0
23069,2011,1.0
23069,2015,1.0
23069,2017,1.0
23069,2018,4000.0
23069,2018,1.0
23069,2019,4000.0
23069,2019,1.0
23069,2020,80.0
23069,2020,1.0
23078,2015,1.0
23078,2017,1.0
23078,2018,600.0
23078,2018,1.0
23078,2019,1.0
23078,2020,750.0
23078,2020,1.0
23080,2011,2.0
23083,2011,1.0
23083,2015,1.0
23083,2017,1.0
23083,2018,400.0
23083,2018,1.0
23083,2019,200.0
23083,2019,1.0
23083,2020,50.0
23083,2020,1.0
23086,2011,1.0
23086,2015,1.0
23086,2017,1.0
23086,2018,21911.0
23086,2018,1.0
23086,2019,20195.0
23086,2019,1.0
23086,2020,6700.0
23086,2020,1.0
23090,2011,1.0
23090,2015,1.0
23091,2011,1282796.0
23091,2011,13.0
23091,2015,1712497.0
23091,2015,13.0
23091,2017,1899234.0
23091,2017,15.0
23091,2018,1871933.0
23091,2018,16.0
23091,2019,1889039.0
23091,2019,12.0
23091,2020,421234.0
23091,2020,12.0
23093,2011,1.0
23093,2015,1.0
23093,2017,1.0
23093,2018,75000.0
23093,2018,1.0
23093,2019,13746.0
23093,2019,1.0
23093,2020,4590.0
23093,2020,1.0
23096,2011,2.0
23096,2015,1.0
24009,2011,2.0
24009,2015,2.0
24009,2017,1.0
24009,2018,5500.0
24009,2018,1.0
24009,2019,8171.0
24009,2019,3.0
24009,2020,2510.0
24009,2020,2.0
24012,2011,353035.0
24012,2011,4.0
24012,2015,56389.0
24012,2015,4.0
24012,2017,48182.0
24012,2017,5.0
24012,2018,45283.0
24012,2018,5.0
24012,2019,49796.0
24012,2019,5.0
24012,2020,13284.0
24012,2020,3.0
24014,2011,2.0
24014,2015,2.0
24014,2017,2.0
24014,2018,1400.0
24014,2018,2.0
24014,2019,1000.0
24014,2019,2.0
24014,2020,40.0
24014,2020,1.0
24015,2011,2.0
24015,2015,1.0
24015,2017,1.0
24015,2018,20.0
24015,2018,1.0
24015,2019,10.0
24015,2019,1.0
24015,2020,3039.0
24015,2020,6.0
24018,2011,1.0
24029,2011,1.0
24029,2015,1.0
24029,2017,1.0
24029,2018,5000.0
24029,2018,1.0
24029,2019,20000.0
24029,2019,1.0
24029,2020,250.0
24029,2020,1.0
24030,2011,1.0
24030,2015,1.0
24030,2017,1.0
24030,2018,30.0
24030,2018,1.0
24030,2019,20.0
24030,2019,1.0
24030,2020,100.0
24030,2020,1.0
24031,2015,2.0
24031,2017,2.0
24037,2011,1.0
24037,2015,1.0
24041,2015,1.0
24041,2017,1.0
24041,2018,300.0
24041,2018,1.0
24041,2019,500.0
24041,2019,1.0
24041,2020,380.0
24041,2020,1.0
24043,2011,1.0
24045,2011,1.0
24045,2015,1.0
24052,2011,1.0
24052,2015,1.0
24052,2017,1.0
24052,2018,500.0
24052,2018,1.0
24052,2020,80.0
24052,2020,1.0
24054,2011,1.0
24054,2015,1.0
24054,2017,1.0
24054,2018,5508.0
24054,2018,3.0
24055,2011,2432.0
24055,2011,3.0
24055,2015,4050.0
24055,2015,4.0
24055,2017,2710.0
24055,2017,4.0
24055,2018,1920.0
24055,2018,4.0
24055,2019,3020.0
24055,2019,4.0
24055,2020,357.0
24055,2020,3.0
24057,2011,15900.0
24057,2011,3.0
24057,2015,14991.0
24057,2015,3.0
24057,2017,2.0
24057,2018,8425.0
24057,2018,3.0
24057,2019,8700.0
24057,2019,2.0
24057,2020,8000.0
24057,2020,2.0
24058,2011,1.0
24061,2011,1.0
24061,2015,1.0
24061,2017,2.0
24061,2018,11000.0
24061,2018,2.0
24061,2019,12200.0
24061,2019,2.0
24061,2020,2714.0
24061,2020,2.0
24063,2011,1.0
24063,2015,1.0
24063,2018,1310.0
24063,2018,1.0
24063,2019,1.0
24063,2020,30.0
24063,2020,1.0
24064,2011,1.0
24064,2015,1.0
24064,2017,1.0
24064,2018,2318.0
24064,2018,1.0
24064,2019,2606.0
24064,2019,1.0
24064,2020,221.0
24064,2020,1.0
24073,2011,2.0
24073,2015,2.0
24073,2017,1.0
24073,2018,7221.0
24073,2018,1.0
24073,2019,1981.0
24073,2019,1.0
24073,2020,673.0
24073,2020,1.0
24075,2011,1.0
24075,2015,1.0
24080,2015,1.0
24081,2011,1.0
24081,2015,1.0
24081,2017,1.0
24081,2018,50.0
24081,2018,1.0
24081,2019,50.0
24081,2019,1.0
24081,2020,5.0
24081,2020,1.0
24084,2011,1.0
24084,2015,1.0
24084,2017,1.0
24084,2018,500.0
24084,2018,1.0
24084,2019,550.0
24084,2019,2.0
24084,2020,43.0
24084,2020,1.0
24085,2011,12000.0
24085,2011,3.0
24085,2015,15293.0
24085,2015,4.0
24085,2017,15762.0
24085,2017,4.0
24085,2018,3750.0
24085,2018,3.0
24085,2019,17498.0
24085,2019,4.0
24085,2020,6000.0
24085,2020,1.0
24086,2011,1.0
24086,2015,1.0
24086,2017,1.0
24086,2018,1200.0
24086,2018,1.0
24086,2019,1300.0
24086,2019,1.0
24086,2020,400.0
24086,2020,1.0
24090,2015,1.0
24090,2017,1.0
24090,2018,1000.0
24090,2018,1.0
24093,2011,1.0
24093,2015,1.0
24093,2017,1.0
24093,2018,300.0
24093,2018,1.0
24095,2011,1.0
24095,2015,1.0
24095,2017,1.0
24095,2018,492.0
24095,2018,1.0
24095,2019,300.0
24095,2019,1.0
24095,2020,0.0
24095,2020,1.0
24096,2011,1.0
24096,2015,1.0
24096,2017,1.0
24096,2018,900.0
24096,2018,1.0
24096,2019,700.0
24096,2019,1.0
24096,2020,69.0
24096,2020,1.0
24100,2011,57243.0
24100,2011,6.0
24100,2015,2666.0
24100,2015,3.0
24100,2017,652.0
24100,2017,3.0
24100,2018,1055.0
24100,2018,3.0
24100,2019,14005.0
24100,2019,4.0
24100,2020,80.0
24100,2020,2.0
24101,2015,1.0
24101,2017,1.0
24101,2018,1000.0
24101,2018,1.0
24101,2019,490.0
24101,2019,1.0
24102,2015,1.0
24102,2019,1.0
24102,2020,100.0
24102,2020,1.0
24105,2011,1.0
24105,2015,1.0
24105,2017,1.0
24105,2018,50.0
24105,2018,1.0
24105,2019,1000.0
24105,2019,1.0
24105,2020,0.0
24105,2020,1.0
24106,2011,1.0
24106,2015,1.0
24106,2017,1.0
24106,2018,400.0
24106,2018,1.0
24106,2019,420.0
24106,2019,1.0
24106,2020,15.0
24106,2020,1.0
24110,2011,1.0
24110,2015,1.0
24110,2017,1.0
24110,2018,500.0
24110,2018,1.0
24110,2019,300.0
24110,2019,1.0
24111,2011,1.0
24111,2015,2.0
24111,2017,2.0
24111,2018,2750.0
24111,2018,1.0
24111,2019,3000.0
24111,2019,1.0
24111,2020,1300.0
24111,2020,1.0
24113,2011,1.0
24113,2015,2.0
24113,2017,2.0
24113,2018,800.0
24113,2018,1.0
24113,2019,450.0
24113,2019,1.0
24113,2020,50.0
24113,2020,1.0
24114,2011,2.0
24114,2015,2.0
24114,2017,2.0
24114,2018,10500.0
24114,2018,2.0
24116,2011,241839.0
24116,2011,9.0
24116,2015,251664.0
24116,2015,8.0
24116,2017,333832.0
24116,2017,8.0
24116,2018,1004746.0
24116,2018,10.0
24116,2019,675085.0
24116,2019,10.0
24116,2020,155841.0
24116,2020,12.0
24123,2017,1.0
24123,2018,1500.0
24123,2018,1.0
24123,2019,1000.0
24123,2019,1.0
24125,2019,5800.0
24125,2019,3.0
24127,2019,1900.0
24127,2019,1.0
24127,2020,710.0
24127,2020,3.0
25001,2015,1.0
25002,2011,1.0
25002,2015,1.0
25002,2017,1.0
25002,2018,300.0
25002,2018,1.0
25002,2019,200.0
25002,2019,1.0
25002,2020,20.0
25002,2020,1.0
25005,2015,1.0
25005,2017,1.0
25005,2018,1250.0
25005,2018,1.0
25005,2019,1030.0
25005,2019,1.0
25006,2011,3928.0
25006,2011,3.0
25006,2015,11892.0
25006,2015,3.0
25006,2017,31031.0
25006,2017,3.0
25006,2018,13108.0
25006,2018,3.0
25006,2019,14741.0
25006,2019,2.0
25006,2020,3560.0
25006,2020,3.0
25007,2011,1.0
25007,2015,1.0
25007,2017,1.0
25007,2018,100.0
25007,2018,1.0
25007,2019,100.0
25007,2019,1.0
25007,2020,15.0
25007,2020,1.0
25009,2011,2.0
25011,2011,2.0
25011,2015,2.0
25011,2017,2.0
25011,2018,5142.0
25011,2018,2.0
25011,2019,4578.0
25011,2019,2.0
25011,2020,1285.0
25011,2020,2.0
25012,2011,1.0
25013,2011,2.0
25013,2015,2.0
25013,2017,1.0
25013,2018,6279.0
25013,2018,1.0
25013,2019,1000.0
25013,2019,1.0
25013,2020,3693.0
25013,2020,1.0
25015,2011,1.0
25015,2015,2.0
25015,2017,2.0
25015,2018,100.0
25015,2018,1.0
25015,2019,3000.0
25015,2019,2.0
25015,2020,300.0
25015,2020,1.0
25016,2011,22051.0
25016,2011,4.0
25016,2015,19773.0
25016,2015,4.0
25016,2017,23836.0
25016,2017,4.0
25016,2018,18245.0
25016,2018,4.0
25016,2019,17400.0
25016,2019,4.0
25016,2020,10223.0
25016,2020,4.0
25019,2011,1.0
25019,2015,1.0
25019,2017,1.0
25019,2018,1200.0
25019,2018,1.0
25019,2019,830.0
25019,2019,1.0
25019,2020,0.0
25019,2020,1.0
25021,2011,40523.0
25021,2011,4.0
25021,2015,23024.0
25021,2015,4.0
25021,2017,21590.0
25021,2017,5.0
25021,2018,16280.0
25021,2018,4.0
25021,2019,15073.0
25021,2019,3.0
25021,2020,2701.0
25021,2020,4.0
25023,2019,11605.0
25023,2019,2.0
25023,2020,5000.0
25023,2020,1.0
25024,2011,1.0
25027,2011,1.0
25027,2015,1.0
25027,2017,1.0
25030,2011,1.0
25030,2015,1.0
25030,2017,1.0
25030,2018,138.0
25030,2018,1.0
25031,2011,2.0
25033,2011,1.0
25033,2015,1.0
25033,2017,1.0
25033,2018,603.0
25033,2018,1.0
25033,2019,700.0
25033,2019,1.0
25033,2020,55.0
25033,2020,1.0
25034,2011,1.0
25034,2015,1.0
25034,2017,1.0
25034,2018,1924.0
25034,2018,2.0
25037,2015,1.0
25037,2017,1.0
25037,2018,150.0
25037,2018,1.0
25037,2019,400.0
25037,2019,1.0
25037,2020,50.0
25037,2020,1.0
25039,2011,47538.0
25039,2011,3.0
25039,2015,2.0
25039,2017,23300.0
25039,2017,3.0
25039,2018,20500.0
25039,2018,3.0
25039,2019,20552.0
25039,2019,3.0
25039,2020,9387.0
25039,2020,3.0
25044,2011,1.0
25044,2015,1.0
25044,2017,1.0
25044,2018,74775.0
25044,2018,1.0
25044,2019,75269.0
25044,2019,1.0
25044,2020,50000.0
25044,2020,1.0
25047,2011,1.0
25047,2015,1.0
25047,2017,1.0
25047,2018,870.0
25047,2018,1.0
25047,2019,1050.0
25047,2019,1.0
25047,2020,250.0
25047,2020,1.0
25051,2015,1.0
25051,2017,1.0
25051,2018,400.0
25051,2018,1.0
25051,2019,300.0
25051,2019,1.0
25052,2011,2.0
25052,2015,1800.0
25052,2015,3.0
25053,2011,1.0
25053,2015,1.0
25053,2017,1.0
25053,2018,2450.0
25053,2018,1.0
25053,2019,900.0
25053,2019,1.0
25054,2011,1.0
25054,2015,1.0
25054,2017,1.0
25054,2018,0.0
25054,2018,1.0
25054,2019,8409.0
25054,2019,1.0
25054,2020,4000.0
25054,2020,1.0
25055,2011,1.0
25055,2015,1.0
25055,2017,1.0
25055,2018,50.0
25055,2018,1.0
25055,2019,55.0
25055,2019,1.0
25055,2020,25.0
25055,2020,1.0
25060,2011,2.0
25060,2015,2.0
25060,2017,2.0
25060,2018,3550.0
25060,2018,2.0
25060,2019,5040.0
25060,2019,2.0
25060,2020,2300.0
25060,2020,2.0
25064,2011,1.0
25069,2015,2.0
25069,2017,1.0
25069,2018,530.0
25069,2018,2.0
25069,2019,1000.0
25069,2019,1.0
25070,2015,1.0
25071,2015,21986.0
25071,2015,4.0
25071,2017,17000.0
25071,2017,3.0
25071,2018,19000.0
25071,2018,4.0
25071,2019,17000.0
25071,2019,4.0
25071,2020,7103.0
25071,2020,3.0
25073,2015,1.0
25073,2017,1.0
25073,2018,700.0
25073,2018,2.0
25073,2019,1000.0
25073,2019,2.0
25074,2019,2727.0
25074,2019,1.0
25074,2020,522.0
25074,2020,1.0
26003,2011,1.0
26003,2015,1.0
26003,2017,1.0
26003,2018,6000.0
26003,2018,1.0
26003,2019,4116.0
26003,2019,1.0
26003,2020,1646.0
26003,2020,1.0
26011,2011,1.0
26012,2011,2.0
26012,2015,2.0
26012,2017,2.0
26012,2018,11089.0
26012,2018,1.0
26012,2019,8073.0
26012,2019,1.0
26012,2020,2280.0
26012,2020,1.0
26013,2017,1.0
26013,2018,500.0
26013,2018,1.0
26013,2019,150.0
26013,2019,1.0
26013,2020,10.0
26013,2020,1.0
26014,2011,1.0
26014,2015,1.0
26014,2017,1.0
26014,2018,1100.0
26014,2018,1.0
26014,2019,1150.0
26014,2019,1.0
26014,2020,73.0
26014,2020,1.0
26021,2011,1.0
26021,2015,21838.0
26021,2015,4.0
26021,2017,18662.0
26021,2017,4.0
26021,2018,16663.0
26021,2018,3.0
26021,2019,13208.0
26021,2019,3.0
26021,2020,3496.0
26021,2020,3.0
26023,2011,1.0
26023,2015,1.0
26023,2017,1.0
26023,2018,7016.0
26023,2018,1.0
26023,2019,8500.0
26023,2019,1.0
26023,2020,1200.0
26023,2020,1.0
26024,2011,2.0
26024,2015,1.0
26024,2017,1.0
26024,2018,150000.0
26024,2018,2.0
26025,2011,1.0
26025,2015,2.0
26025,2017,1.0
26025,2018,10162.0
26025,2018,1.0
26025,2019,10037.0
26025,2019,1.0
26025,2020,2812.0
26025,2020,2.0
26035,2020,259.0
26035,2020,1.0
26040,2011,1.0
26040,2015,2.0
26040,2017,2.0
26040,2018,7000.0
26040,2018,2.0
26040,2019,4000.0
26040,2019,2.0
26040,2020,40.0
26040,2020,1.0
26043,2011,1.0
26043,2015,1.0
26043,2017,1.0
26043,2018,2500.0
26043,2018,1.0
26043,2019,2650.0
26043,2019,1.0
26043,2020,550.0
26043,2020,1.0
26046,2011,2.0
26046,2015,2.0
26046,2017,2.0
26046,2018,26050.0
26046,2018,2.0
26046,2019,25000.0
26046,2019,2.0
26046,2020,6515.0
26046,2020,3.0
26050,2011,1.0
26050,2015,1.0
26050,2017,1.0
26050,2018,3000.0
26050,2018,1.0
26050,2019,3000.0
26050,2019,1.0
26050,2020,250.0
26050,2020,1.0
26051,2011,7975.0
26051,2011,4.0
26051,2015,14872.0
26051,2015,4.0
26051,2017,7859.0
26051,2017,4.0
26051,2018,7943.0
26051,2018,4.0
26051,2019,5989.0
26051,2019,4.0
26051,2020,2672.0
26051,2020,4.0
26057,2011,1.0
26058,2011,1.0
26058,2015,1.0
26058,2017,1.0
26058,2018,500.0
26058,2018,1.0
26058,2019,1000.0
26058,2019,1.0
26058,2020,50.0
26058,2020,1.0
26060,2011,4400.0
26060,2011,3.0
26060,2015,8574.0
26060,2015,3.0
26060,2017,2.0
26060,2018,3500.0
26060,2018,2.0
26060,2019,1000.0
26060,2019,2.0
26060,2020,820.0
26060,2020,3.0
26061,2011,1.0
26061,2015,1.0
26061,2017,1.0
26061,2018,43000.0
26061,2018,1.0
26061,2019,47514.0
26061,2019,1.0
26061,2020,23000.0
26061,2020,1.0
26068,2011,1.0
26068,2015,1.0
26068,2017,1.0
26068,2018,4000.0
26068,2018,1.0
26068,2019,4000.0
26068,2019,1.0
26068,2020,1000.0
26068,2020,1.0
26071,2015,1.0
26071,2017,1.0
26071,2018,2000.0
26071,2018,1.0
26075,2011,1.0
26075,2015,1.0
26075,2017,1.0
26075,2018,150.0
26075,2018,1.0
26075,2019,100.0
26075,2019,1.0
26075,2020,0.0
26075,2020,1.0
26077,2020,22.0
26077,2020,1.0
26078,2011,1.0
26078,2015,1.0
26078,2017,1.0
26078,2018,700.0
26078,2018,1.0
26078,2019,1000.0
26078,2019,1.0
26080,2015,1.0
26080,2017,1.0
26080,2020,40.0
26080,2020,1.0
26082,2011,1.0
26086,2011,40571.0
26086,2011,3.0
26086,2015,28161.0
26086,2015,3.0
26086,2017,39418.0
26086,2017,4.0
26086,2018,130359.0
26086,2018,6.0
26086,2019,54915.0
26086,2019,5.0
26086,2020,11078.0
26086,2020,5.0
26089,2020,10000.0
26089,2020,1.0
26091,2018,0.0
26091,2018,1.0
26091,2019,1.0
26092,2011,14670.0
26092,2011,6.0
26092,2015,22576.0
26092,2015,5.0
26092,2017,28108.0
26092,2017,6.0
26092,2018,29702.0
26092,2018,7.0
26092,2019,34217.0
26092,2019,7.0
26092,2020,8736.0
26092,2020,6.0
26096,2019,85000.0
26096,2019,2.0
27002,2011,1.0
27003,2011,1.0
27005,2011,1.0
27005,2015,1.0
27005,2017,1.0
27005,2018,3137.0
27005,2018,2.0
27005,2019,6025.0
27005,2019,2.0
27005,2020,2955.0
27005,2020,2.0
27008,2011,2.0
27008,2015,2.0
27008,2017,19982.0
27008,2017,4.0
27008,2018,17700.0
27008,2018,3.0
27008,2019,10263.0
27008,2019,3.0
27008,2020,5281.0
27008,2020,3.0
27011,2011,2.0
27011,2015,2.0
27011,2017,2.0
27011,2018,11105.0
27011,2018,2.0
27011,2019,10614.0
27011,2019,2.0
27011,2020,1853.0
27011,2020,2.0
27012,2011,2.0
27012,2015,2.0
27012,2017,2.0
27012,2018,10950.0
27012,2018,2.0
27012,2019,4310.0
27012,2019,2.0
27012,2020,0.0
27012,2020,1.0
27016,2011,2.0
27016,2015,2.0
27016,2017,2.0
27016,2018,871.0
27016,2018,2.0
27016,2019,2200.0
27016,2019,2.0
27016,2020,350.0
27016,2020,1.0
27019,2011,1.0
27019,2015,2.0
27019,2017,1.0
27019,2018,1600.0
27019,2018,1.0
27019,2019,1500.0
27019,2019,1.0
27019,2020,1200.0
27019,2020,1.0
27022,2011,1.0
27023,2020,6111.0
27023,2020,1.0
27026,2011,1.0
27026,2015,1.0
27026,2017,1.0
27026,2018,2000.0
27026,2018,1.0
27026,2019,320.0
27026,2019,1.0
27026,2020,0.0
27026,2020,1.0
