area_code,year,museums_events
3008,2015,2.0
3008,2017,2.0
3008,2018,47000.0
3008,2018,2.0
3008,2019,54315.0
3008,2019,2.0
3008,2020,15476.0
3008,2020,3.0
3016,2015,1.0
3016,2017,1.0
3016,2018,1800.0
3016,2018,1.0
3016,2019,1500.0
3016,2019,1.0
3026,2011,1.0
3026,2015,1.0
3026,2017,1.0
3026,2018,60.0
3026,2018,1.0
3026,2019,20.0
3026,2019,1.0
3026,2020,0.0
3026,2020,1.0
3032,2011,1.0
3037,2011,1.0
3037,2015,1.0
3037,2017,1.0
3037,2018,1438.0
3037,2018,1.0
3068,2011,1.0
3068,2015,1.0
3084,2011,1.0
3084,2015,1.0
3084,2017,1.0
3106,2011,19010.0
3106,2011,4.0
3106,2015,57508.0
3106,2015,6.0
3106,2017,44857.0
3106,2017,6.0
3106,2018,48091.0
3106,2018,5.0
3106,2019,38761.0
3106,2019,5.0
3106,2020,10335.0
3106,2020,5.0
3108,2011,2.0
3108,2015,1.0
3108,2017,1.0
3108,2018,12719.0
3108,2018,1.0
3108,2019,16574.0
3108,2019,1.0
3108,2020,1218.0
3108,2020,1.0
3112,2020,30000.0
3112,2020,1.0
3116,2011,1.0
3116,2015,1.0
3116,2017,1.0
3116,2018,1000.0
3116,2018,1.0
3116,2019,400.0
3116,2019,1.0
3116,2020,0.0
3116,2020,1.0
3130,2011,1.0
3130,2015,1.0
3130,2017,1.0
3130,2018,1868.0
3130,2018,1.0
3130,2019,3900.0
3130,2019,1.0
3130,2020,742.0
3130,2020,1.0
3133,2011,1.0
3133,2015,1.0
3133,2017,1.0
3133,2018,662.0
3133,2018,1.0
3133,2019,877.0
3133,2019,1.0
3133,2020,193.0
3133,2020,1.0
3154,2011,1.0
3154,2015,1.0
3154,2017,1.0
3154,2018,55.0
3154,2018,1.0
3154,2019,30.0
3154,2019,1.0
3154,2020,0.0
3154,2020,1.0
4001,2011,1.0
4001,2015,2.0
4001,2017,2.0
4001,2018,100.0
4001,2018,1.0
4001,2019,1000.0
4001,2019,1.0
4003,2011,1.0
4003,2015,1.0
4003,2017,2.0
4003,2018,26184.0
4003,2018,2.0
4003,2019,25174.0
4003,2019,2.0
4003,2020,6537.0
4003,2020,1.0
4005,2015,1.0
