area_code,year,tourism_support_level
ITC1,2015,680649.4814814815
ITC1,2016,643869.7094017094
ITC1,2017,686512.2393162394
ITC1,2018,696645.641025641
ITC1,2019,692204.0
ITC1,2020,303503.58974358975
ITC1,2021,433541.23076923075
ITC1,2022,649523.3846153846
ITC1,2023,682123.6923076923
ITC1,2024,681159.3162393162
ITC11,2008,250194.03703703705
ITC11,2009,274904.48148148146
ITC11,2010,286806.5925925926
ITC11,2011,294716.3333333333
ITC11,2012,278986.44444444444
ITC11,2013,295941.9259259259
ITC11,2014,313923.55555555556
ITC11,2015,330636.962962963
ITC11,2016,311953.2991452991
ITC11,2017,325237.77777777775
ITC11,2018,333489.23076923075
ITC11,2019,334190.22222222225
ITC11,2020,131183.7264957265
ITC11,2021,178543.11111111112
ITC11,2022,293838.7008547009
ITC11,2023,301846.6666666667
ITC11,2024,306223.452991453
ITC12,2008,14653.407407407407
ITC12,2009,15018.814814814816
ITC12,2010,14662.222222222223
ITC12,2011,13516.777777777777
ITC12,2012,14309.296296296296
ITC12,2013,14229.62962962963
ITC12,2014,13621.185185185184
ITC12,2015,14962.851851851852
ITC12,2016,13197.606837606838
ITC12,2017,13477.606837606838
ITC12,2018,13920.820512820514
ITC12,2019,13496.239316239316
ITC12,2020,8644.786324786324
ITC12,2021,11037.435897435897
ITC12,2022,14983.213675213676
ITC12,2023,16407.247863247863
ITC12,2024,16358.495726495727
ITC13,2008,11480.185185185184
ITC13,2009,11409.296296296296
ITC13,2010,12536.185185185184
ITC13,2011,11892.25925925926
ITC13,2012,11791.962962962964
ITC13,2013,10923.962962962964
ITC13,2014,11026.222222222223
ITC13,2015,12656.407407407407
ITC13,2016,11262.153846153846
ITC13,2017,12422.700854700855
ITC13,2018,11111.145299145299
ITC13,2019,10514.222222222223
ITC13,2020,6248.376068376068
ITC13,2021,8935.076923076924
ITC13,2022,11371.863247863248
ITC13,2023,13392.034188034188
ITC13,2024,13502.017094017094
ITC14,2008,115641.88888888889
ITC14,2009,107224.0
ITC14,2010,120303.07407407407
ITC14,2011,126228.55555555556
ITC14,2012,129526.62962962964
ITC14,2013,127044.25925925926
ITC14,2014,123649.4074074074
ITC14,2015,127471.77777777778
ITC14,2016,121790.63247863248
ITC14,2017,136135.82905982906
ITC14,2018,136089.09401709403
ITC14,2019,130873.1282051282
ITC14,2020,55846.70085470085
ITC14,2021,85522.63247863248
ITC14,2022,133487.00854700856
ITC14,2023,141805.91452991453
ITC14,2024,136131.55555555556
ITC15,2008,52643.666666666664
ITC15,2009,49171.74074074074
ITC15,2010,50509.62962962963
ITC15,2011,55072.07407407407
ITC15,2012,52001.11111111111
ITC15,2013,47946.0
ITC15,2014,51795.333333333336
ITC15,2015,55679.148148148146
ITC15,2016,51218.22222222222
ITC15,2017,57003.11111111111
ITC15,2018,58612.68376068376
ITC15,2019,60624.205128205125
ITC15,2020,29724.786324786324
ITC15,2021,45730.70085470085
ITC15,2022,61341.606837606836
ITC15,2023,66381.16239316239
ITC15,2024,64372.444444444445
ITC16,2008,68061.11111111111
ITC16,2009,72272.81481481482
ITC16,2010,75396.77777777778
ITC16,2011,80517.07407407407
ITC16,2012,79455.92592592593
ITC16,2013,80757.07407407407
ITC16,2014,82682.07407407407
ITC16,2015,85504.03703703704
ITC16,2016,82166.2905982906
ITC16,2017,87020.92307692308
ITC16,2018,90677.84615384616
ITC16,2019,91830.35897435897
ITC16,2020,48962.94017094017
ITC16,2021,65280.23931623931
ITC16,2022,84377.7094017094
ITC16,2023,88338.32478632478
ITC16,2024,89931.38461538461
ITC17,2008,12520.851851851852
ITC17,2009,12705.444444444445
ITC17,2010,12791.703703703704
ITC17,2011,13322.111111111111
ITC17,2012,13480.0
ITC17,2013,13994.296296296296
ITC17,2014,15266.777777777777
ITC17,2015,16800.814814814814
ITC17,2016,16972.923076923078
ITC17,2017,17966.290598290598
ITC17,2018,17723.48717948718
ITC17,2019,16695.350427350426
ITC17,2020,7028.689655172414
ITC17,2021,13998.529914529914
ITC17,2022,18568.786324786324
ITC17,2023,19463.1452991453
ITC17,2024,19737.333333333332
ITC18,2008,31610.40740740741
ITC18,2009,29917.962962962964
ITC18,2010,36346.88888888889
ITC18,2011,37800.333333333336
ITC18,2012,38670.148148148146
ITC18,2013,37626.333333333336
ITC18,2014,36315.40740740741
ITC18,2015,36937.48148148148
ITC18,2016,35308.581196581195
ITC18,2017,37248.0
ITC18,2018,35021.333333333336
ITC18,2019,33980.27350427351
ITC18,2020,15923.65811965812
ITC18,2021,24493.504273504273
ITC18,2022,31554.495726495727
ITC18,2023,34489.19658119658
ITC18,2024,34902.63247863248
ITC2,2008,147090.62962962964
ITC2,2009,149946.74074074073
ITC2,2010,149487.22222222222
ITC2,2011,151699.0
ITC2,2012,154673.66666666666
ITC2,2013,146434.74074074073
ITC2,2014,147135.77777777778
ITC2,2015,160691.44444444444
ITC2,2016,159658.32478632478
ITC2,2017,165867.1794871795
ITC2,2018,166170.2564102564
ITC2,2019,167381.94871794872
ITC2,2020,99690.2905982906
ITC2,2021,88561.53846153847
ITC2,2022,154586.66666666666
ITC2,2023,172027.24786324787
ITC2,2024,172270.2564102564
ITC20,2008,147090.62962962964
ITC20,2009,149946.74074074073
ITC20,2010,149487.22222222222
ITC20,2011,151699.0
ITC20,2012,154673.66666666666
ITC20,2013,146434.74074074073
ITC20,2014,147135.77777777778
ITC20,2015,160691.44444444444
ITC20,2016,159658.32478632478
ITC20,2017,165867.1794871795
ITC20,2018,166170.2564102564
ITC20,2019,167381.94871794872
ITC20,2020,99690.2905982906
ITC20,2021,88561.53846153847
ITC20,2022,154586.66666666666
ITC20,2023,172027.24786324787
ITC20,2024,172270.2564102564
ITC3,2008,657269.5555555555
ITC3,2009,651704.0
ITC3,2010,645221.0
ITC3,2011,662973.8518518518
ITC3,2012,632620.3333333334
ITC3,2013,628061.7037037037
ITC3,2014,649675.0
ITC3,2015,692142.8888888889
ITC3,2016,668587.8974358974
ITC3,2017,693044.2735042735
ITC3,2018,680412.8205128205
ITC3,2019,679408.8205128205
ITC3,2020,374730.49572649575
ITC3,2021,522591.4871794872
ITC3,2022,695524.9230769231
ITC3,2023,727660.7863247864
ITC3,2024,728580.170940171
ITC31,2008,150331.07407407407
ITC31,2009,144209.4814814815
ITC31,2010,141895.8148148148
ITC31,2011,144169.11111111112
ITC31,2012,142020.4814814815
ITC31,2013,136981.7037037037
ITC31,2014,133739.0
