area_code,year,total_employees,startup_employees,startup_share
ITF,2012,1534707.0,187903.93,12.243635430085352
ITF,2013,1475258.43,153542.19,10.407816479991238
ITF,2014,1460565.11,158449.92,10.84853519470967
ITF,2015,1507077.91,171859.89,11.403517287304679
ITF,2016,1604493.1,214288.63,13.35553452987738
ITF,2017,1652931.54,208078.66,12.588462072663942
ITF1,2012,205154.49,23072.14,11.246227172507899
ITF1,2013,193436.96,16624.82,8.594438208706341
ITF1,2014,190115.94,17315.27,9.107742359741113
ITF1,2015,189944.1,18617.39,9.801510023212092
ITF1,2016,196052.47,21291.73,10.860220225738548
ITF1,2017,203322.03,19503.77,9.592551284285328
ITF11,2012,34487.72,4686.5,13.588894829811887
ITF11,2013,31860.83,2496.42,7.835389096894212
ITF11,2014,30252.56,2884.62,9.535126944628818
ITF11,2015,29934.78,2901.79,9.693707453336888
ITF11,2016,31173.34,3693.54,11.848393531139108
ITF11,2017,31993.41,3513.91,10.983230609053551
ITF12,2012,52190.01,6268.3,12.010536116011474
ITF12,2013,49409.37,5277.5,10.681172417296557
ITF12,2014,47734.21,5379.18,11.269024877545895
ITF12,2015,47431.14,5470.43,11.53341454580261
ITF12,2016,48221.86,5918.64,12.27376961402982
ITF12,2017,49843.08,5906.02,11.849227615949898
ITF13,2012,50768.77,6871.0,13.533910709280528
ITF13,2013,47263.57,4654.31,9.847563355878535
ITF13,2014,48025.95,4725.33,9.839118226708687
ITF13,2015,47734.68,4531.41,9.492909557579521
ITF13,2016,50810.09,5843.93,11.501514758190746
ITF13,2017,52813.98,5124.59,9.703093764188951
ITF14,2012,67707.99,5246.34,7.748479906138109
ITF14,2013,64903.19,4196.59,6.465922553267413
ITF14,2014,64103.22,4326.14,6.74870934720596
ITF14,2015,64843.5,5713.76,8.811615659241097
ITF14,2016,65847.18,5835.62,8.86236889719499
ITF14,2017,68671.56,4959.25,7.221694104517212
ITF2,2012,29947.13,4410.05,14.726118997045795
ITF2,2013,28528.95,4232.76,14.836718491216816
ITF2,2014,27643.14,3513.29,12.70944617724325
ITF2,2015,27891.85,3694.34,13.245231133825833
ITF2,2016,29991.73,4219.11,14.067577962324949
ITF2,2017,31180.64,4260.93,13.665306420907333
ITF21,2012,10339.83,1630.32,15.76737721993495
ITF21,2013,9830.5,1679.15,17.08102334570978
ITF21,2014,9428.99,1178.03,12.493702931066847
ITF21,2015,9287.04,1390.7,14.974631314175452
ITF21,2016,9774.08,1682.79,17.216863377422733
ITF21,2017,10364.48,1594.53,15.384563432029394
ITF22,2012,19607.3,2779.73,14.177015703334984
ITF22,2013,18698.45,2553.61,13.656800429982162
ITF22,2014,18214.15,2335.26,12.821130824112023
ITF22,2015,18604.81,2303.64,12.38195928902257
ITF22,2016,20217.65,2536.32,12.545078186633956
ITF22,2017,20816.16,2666.4,12.809278944819793
ITF3,2012,629489.93,83589.57,13.278936805232133
ITF3,2013,612974.36,69435.33,11.327607569099628
ITF3,2014,614923.46,73124.15,11.891585661734226
ITF3,2015,645541.9,80712.7,12.503092363175805
ITF3,2016,691040.89,104282.03,15.090573005021454
ITF3,2017,710299.09,99636.27,14.027368386463793
ITF31,2012,80710.25,12860.5,15.934159539835399
ITF31,2013,78322.76,10949.51,13.979984872851775
ITF31,2014,77686.03,11642.39,14.986465391525346
ITF31,2015,83589.95,12880.47,15.409113176883105
ITF31,2016,89525.84,15869.74,17.726435183406267
ITF31,2017,90713.71,14583.97,16.07691935430708
ITF32,2012,26953.28,4230.09,15.694156703748115
ITF32,2013,25100.09,3346.11,13.331067737207317
ITF32,2014,24622.52,3470.71,14.095673391675586
ITF32,2015,26000.6,4133.7,15.898479265863097
ITF32,2016,27817.76,4692.82,16.86987018365246
ITF32,2017,28516.05,4281.84,15.015543877921381
ITF33,2012,358051.24,46343.57,12.943278732954536
ITF33,2013,351441.21,37716.81,10.732039648964331
ITF33,2014,355923.16,38801.44,10.90163393694302
ITF33,2015,371155.13,43026.16,11.592500418894925
ITF33,2016,396130.43,58429.55,14.75007865464918
ITF33,2017,407507.91,56156.6,13.78049324245019
ITF34,2012,45033.31,5545.02,12.313152197784264
ITF34,2013,43885.74,4459.61,10.16186579057343
ITF34,2014,42795.73,5228.45,12.21722354075979
ITF34,2015,44949.79,5795.59,12.893475141930585
ITF34,2016,47673.64,6605.75,13.85618970986902
ITF34,2017,49556.18,6375.66,12.865519497265526
ITF35,2012,118741.85,14610.39,12.304330781438894
ITF35,2013,114224.56,12963.29,11.348951573987241
ITF35,2014,113896.02,13981.16,12.275371869886234
ITF35,2015,119846.43,14876.78,12.413202462518075
ITF35,2016,129893.22,18684.17,14.384253466039256
ITF35,2017,134005.24,18238.2,13.610064800451088
ITF4,2012,452611.88,54013.54,11.933743321098863
ITF4,2013,435819.63,44526.06,10.216625625605712
ITF4,2014,432233.77,45215.36,10.460857789987116
ITF4,2015,440035.26,47697.26,10.839417732115377
ITF4,2016,470130.08,59047.38,12.559796216400363
ITF4,2017,486018.71,59589.47,12.260735805829368
ITF41,2012,50925.62,6378.13,12.524403237505993
ITF41,2013,48312.07,6199.4,12.831990018229398
ITF41,2014,47574.95,6810.75,14.315832176386944
ITF41,2015,48086.1,6840.94,14.226439657198235
ITF41,2016,52314.32,7970.62,15.236019506704856
ITF41,2017,54638.6,8447.8,15.461230705032705
ITF42,2012,187006.76,20347.2,10.880462289170723
ITF42,2013,181198.76,16850.91,9.299682845511747
ITF42,2014,181555.0,16872.58,9.293371154746497
ITF42,2015,186406.96,18342.29,9.839916921557007
ITF42,2016,199427.0,22901.65,11.483725874630817
ITF42,2017,204653.39,23018.67,11.247636797025446
ITF43,2012,54028.74,6745.58,12.485169929929887
ITF43,2013,52011.54,5201.0,9.999703911862637
ITF43,2014,51303.98,5556.46,10.830465784525877
ITF43,2015,51419.29,5633.98,10.956938534157121
ITF43,2016,53205.73,6471.8,12.163727478224619
ITF43,2017,53777.71,6687.43,12.435319391621547
ITF44,2012,37668.98,4042.26,10.731004662191543
ITF44,2013,36195.06,3368.32,9.30602131893137
ITF44,2014,35413.15,3395.38,9.587907316914762
ITF44,2015,36270.35,3663.21,10.099737113096511
ITF44,2016,38216.07,4322.72,11.311262513387693
ITF44,2017,40387.59,4535.14,11.229043376938314
ITF45,2012,82692.1,11704.16,14.153903456315655
ITF45,2013,78443.74,9265.92,11.812185395545903
ITF45,2014,77069.4,8752.78,11.357010694257387
ITF45,2015,77689.95,8874.31,11.422725848066577
ITF45,2016,82823.89,11717.95,14.148031443584696
ITF45,2017,87146.32,11557.41,13.262074634935816
ITF5,2012,61183.43,5884.13,9.617195374630025
ITF5,2013,58412.43,5147.49,8.812319569653239
ITF5,2014,56446.41,5566.54,9.861636904809359
ITF5,2015,60926.11,5719.75,9.388011149899443
ITF5,2016,65439.04,6756.34,10.32463190169049
ITF5,2017,68217.39,7456.03,10.92980836704541
ITF51,2012,39878.95,3607.41,9.045900155345112
ITF51,2013,39079.52,3293.28,8.42712500051178
ITF51,2014,37884.59,3552.74,9.377797146544282
ITF51,2015,41714.05,3716.2,8.908748970670551
ITF51,2016,45456.36,4703.68,10.347682920497814
ITF51,2017,46997.04,5185.32,11.033290607238243
ITF52,2012,21304.48,2276.72,10.68657859755319
ITF52,2013,19332.91,1854.21,9.590951388073497
ITF52,2014,18561.82,2013.8,10.849151645689917
ITF52,2015,19212.06,2003.55,10.428605781993184
ITF52,2016,19982.68,2052.66,10.272195721494812
ITF52,2017,21220.35,2270.71,10.70062463625718
ITF6,2012,156320.14,16934.5,10.833217012216084
ITF6,2013,146086.1,13575.73,9.292964902204933
ITF6,2014,139202.39,13715.31,9.852783418445615
ITF6,2015,142738.69,15418.45,10.801871587864511
ITF6,2016,151838.89,18692.04,12.310442996520852
ITF6,2017,153893.68,17632.19,11.45738408490849
ITF61,2012,54673.76,6487.15,11.865198223059837
ITF61,2013,51726.87,5068.44,9.798466445002374
ITF61,2014,48263.73,5120.8,10.610037806858276
ITF61,2015,49820.65,5938.65,11.92005724533903
ITF61,2016,53617.01,7249.0,13.51996316094463
ITF61,2017,54942.73,6873.94,12.511100194693636
ITF62,2012,14987.39,1778.76,11.868377349224914
ITF62,2013,14086.19,1545.64,10.972732868149585
ITF62,2014,12639.08,1378.34,10.905382353778915
ITF62,2015,12631.22,1526.66,12.08640178858416
ITF62,2016,12917.06,1662.96,12.874136994021859
ITF62,2017,12671.34,1452.4,11.462086882681707
ITF63,2012,35262.93,3423.91,9.70965827286615
ITF63,2013,33659.79,2746.14,8.158517923017344
ITF63,2014,32579.12,2483.33,7.6224588018338135
ITF63,2015,33797.15,3083.21,9.122692298019212
ITF63,2016,36538.47,3943.12,10.791694342976047
ITF63,2017,37037.01,3507.21,9.469473912715957
ITF64,2012,11010.61,1311.16,11.908150411285115
ITF64,2013,10122.56,952.92,9.413824170960705
ITF64,2014,10213.7,1040.17,10.184066498918119
ITF64,2015,10422.35,1159.44,11.124554443095846
ITF64,2016,10957.31,1397.76,12.756415580101322
ITF64,2017,11293.38,1410.33,12.488112504847972
ITF65,2012,40385.45,3933.52,9.739943469739721
ITF65,2013,36490.69,3262.59,8.940883277351016
ITF65,2014,35506.76,3692.67,10.399906947296795
ITF65,2015,36067.32,3710.49,10.287678707483671
ITF65,2016,37809.04,4439.2,11.74110741769693
ITF65,2017,37949.22,4388.31,11.563636881074236
ITG,2012,646152.61,76060.99,11.771366210220833
ITG,2013,615775.74,60862.39,9.883856418247332
ITG,2014,598120.61,62791.22,10.498086665162734
ITG,2015,602992.55,65877.96,10.925169805165918
ITG,2016,629162.23,76050.29,12.087548548488042
ITG,2017,637126.83,73878.24,11.595531144089476
ITG1,2012,455947.95,57050.42,12.512485251880175
ITG1,2013,433926.2,45370.61,10.455835577570562
ITG1,2014,424002.21,47715.41,11.25357577735267
ITG1,2015,430750.98,51175.99,11.880643893137515
ITG1,2016,451104.77,57637.44,12.776952014938791
ITG1,2017,456286.55,54509.02,11.946225458541349
ITG11,2012,35862.05,5191.35,14.475887463209716
ITG11,2013,33917.81,3287.59,9.692813303689125
ITG11,2014,33240.01,3573.97,10.752012409141873
ITG11,2015,33559.87,4184.38,12.468403483088581
ITG11,2016,35967.37,4786.73,13.308534930410534
ITG11,2017,35944.13,4641.67,12.913568919320067
ITG12,2012,115651.72,14460.14,12.503177644050604
ITG12,2013,109248.18,9801.0,8.971316501565518
ITG12,2014,106552.27,11247.66,10.556002232519306
ITG12,2015,108492.38,13627.48,12.560771549117089
ITG12,2016,111995.04,13771.53,12.296553490225998
ITG12,2017,112837.44,13327.51,11.811248110556212
ITG13,2012,60714.99,8054.48,13.266048466778962
ITG13,2013,56847.42,7276.51,12.800070785974105
ITG13,2014,55415.81,6548.05,11.81621273784503
ITG13,2015,55539.5,5920.69,10.660322833298823
ITG13,2016,59139.79,7276.33,12.303611494055017
ITG13,2017,60052.68,6919.62,11.522583171975006
ITG14,2012,27181.52,3034.79,11.164901742065933
ITG14,2013,25965.35,2620.38,10.09183392482674
ITG14,2014,25377.36,2863.92,11.285334644738459
ITG14,2015,25985.34,2908.82,11.19408097027016
ITG14,2016,26819.61,3546.02,13.221743343769726
ITG14,2017,26427.53,3059.48,11.576867001948347
ITG15,2012,24894.28,2459.47,9.87965910241228
ITG15,2013,24403.53,2137.32,8.7582411233129
ITG15,2014,24667.26,2361.19,9.572161642598328
ITG15,2015,25412.98,2293.45,9.024718864139505
ITG15,2016,26053.21,3017.27,11.581183278375294
ITG15,2017,26499.82,2732.63,10.31188136372247
ITG16,2012,10980.65,1171.89,10.672319033936972
ITG16,2013,10687.66,1283.26,12.006931358220601
ITG16,2014,10160.11,1251.75,12.320240627316043
ITG16,2015,10266.64,1060.39,10.328500853248972
ITG16,2016,10606.55,1155.93,10.898265694311535
ITG16,2017,10889.41,1284.95,11.799996510371086
ITG17,2012,110140.2,14583.46,13.240814888660088
ITG17,2013,105187.21,12129.47,11.531316402440941
ITG17,2014,102658.47,12703.92,12.374936037912896
ITG17,2015,104745.01,13300.73,12.698199179130349
ITG17,2016,111106.82,15162.62,13.64688504270035
ITG17,2017,112571.32,13923.85,12.368914213673607
ITG18,2012,32799.07,3667.82,11.182695119099414
ITG18,2013,31721.42,3122.4,9.843191130787966
ITG18,2014,30904.01,3316.54,10.73174646267588
ITG18,2015,31498.16,3544.46,11.252911281166899
ITG18,2016,33680.57,3958.04,11.751701351847668
ITG18,2017,34403.28,3802.33,11.052231066340186
ITG19,2012,37723.47,4427.02,11.735452756599539
ITG19,2013,35947.62,3712.68,10.32802727969195
ITG19,2014,35026.91,3848.41,10.987009701969141
ITG19,2015,35251.1,4335.59,12.299162295644676
ITG19,2016,35735.81,4962.97,13.88794601269707
ITG19,2017,36660.94,4816.98,13.13927029694274
ITG2,2012,190204.66,19010.57,9.994797183202557
ITG2,2013,181849.54,15491.78,8.519009726392488
ITG2,2014,174118.4,15075.81,8.65836695030508
ITG2,2015,172241.57,14701.97,8.535668828378654
ITG2,2016,178057.46,18412.85,10.340959598098276
ITG2,2017,180840.28,19369.22,10.710677952942785
ITG25,2012,37159.25,3943.59,10.612673829531005
ITG25,2013,34997.64,3389.06,9.68368152824019
ITG25,2014,34058.85,3450.32,10.130465356287722
ITG25,2015,55335.39,5442.4,9.835297085644466
ITG25,2016,57338.65,7262.96,12.6667788655645
ITG25,2017,58573.03,7486.51,12.78149687663418
ITG26,2012,12730.26,946.1,7.43189848439859
ITG26,2013,11826.36,767.62,6.49075455169638
ITG26,2014,11260.83,687.36,6.103990558422426
ITG26,2015,15032.1,1055.24,7.019910724383154
ITG26,2016,15563.6,1521.4,9.775373306946978
ITG26,2017,16119.43,1512.85,9.385257419151918
ITG27,2012,79610.55,8418.73,10.574892398055281
ITG27,2013,77267.33,6516.41,8.433590237944031
ITG27,2014,73842.18,6126.77,8.29711419679105
ITG27,2015,64737.33,5342.84,8.253105279442325
ITG27,2016,66928.28,6393.02,9.552045861629793
ITG27,2017,66693.33,6935.9,10.39969064372704
ITG28,2012,12680.24,1132.06,8.927749001596185
ITG28,2013,12151.8,1053.52,8.669662107671291
ITG28,2014,11396.3,914.97,8.028658424225407
ITG28,2015,11770.55,875.13,7.4349117076092455
ITG28,2016,12220.11,941.53,7.7047587951335945
ITG28,2017,12954.87,1016.27,7.84469469782406
ITG29,2012,23531.23,2755.14,11.708440230281205
ITG29,2013,22051.82,2138.0,9.695344874028539
ITG29,2014,21847.77,2179.56,9.976121132728878
ITG2A,2012,4373.63,312.41,7.143036790949394
ITG2A,2013,4006.65,343.81,8.580984113910624
ITG2A,2014,3782.62,283.2,7.486874177157632
ITG2B,2012,9055.16,652.95,7.210805772620253
ITG2B,2013,8883.93,625.97,7.046093339321674
ITG2B,2014,8149.18,483.66,5.935075676325717
ITG2C,2012,11064.34,849.59,7.678632435373461
ITG2C,2013,10664.01,657.39,6.164566612371894
ITG2C,2014,9780.67,949.97,9.712729291551602
