area_code,year,public_transportation_usage
069022,2010,67.441473735
072006,2010,79.200780488
066049,2010,48.20704236
103072,2010,42.5
053011,2010,17.212762034
067041,2010,43.742781532
052032,2010,250.1904421
051002,2010,43.572090229
017029,2010,173.80161195
074001,2010,14.695150823
047014,2010,51.508853604
019036,2010,23.532670799
046017,2010,24.378018505
045010,2010,14.387372964
092009,2011,230.88915566
081021,2011,36.335260526
089017,2011,12.85463503
034027,2011,153.62361309
106025,2011,0.0
008031,2011,24.210698511
107009,2011,3.6050470659
036023,2011,43.763179851
083048,2011,47.762255252
032006,2011,341.53419895
085004,2011,9.6692196508
021008,2011,152.1807823
097042,2011,63.103977438
075035,2011,21.974572281
011015,2011,139.31146595
076063,2011,13.046534103
042002,2011,111.53498937
043023,2011,52.528210671
074001,2011,14.738319631
105010,2011,4.2380363765
108033,2011,39.058208937
095038,2011,4.6988065031
094023,2011,29.2218057
107003,2011,1.6812939238
007003,2011,49.068890666
106015,2011,0.0
010025,2011,254.758479
023091,2011,155.83053254
006003,2011,40.469905241
038008,2011,57.966198078
024116,2011,52.076586263
090064,2011,73.470762495
027042,2011,673.30411673
026086,2011,102.47067241
025006,2011,72.488724887
040012,2011,45.138844962
079023,2011,51.785013731
039014,2011,43.764583222
078045,2011,62.745546238
077014,2011,24.053094006
041044,2011,28.10518679
096004,2011,21.169012076
022205,2011,193.8524959
037006,2011,243.80410635
093033,2011,43.033816425
080063,2011,39.947023277
088009,2011,6.9030393676
030129,2011,100.42247804
031007,2011,24.156275745
086009,2011,36.651470008
087015,2011,66.372286791
058091,2011,528.1989418
060038,2011,19.519003427
003106,2011,85.2375719
110001,2011,8.9979101306
002158,2011,12.973340848
057059,2011,79.856860345
IT,2011,225.64874548
009056,2011,68.551938382
033032,2011,73.366047797
028060,2011,145.95946271
082053,2011,45.954338792
091051,2011,38.452520516
035033,2011,69.232884889
029041,2011,11.338914892
084001,2011,7.9397256571
049009,2011,71.682741975
045010,2011,14.502752707
073027,2011,61.199395122
048017,2011,246.42579261
069022,2011,76.185872707
099014,2011,89.545809813
098031,2011,20.994127045
020030,2011,81.327341008
071024,2011,50.484520266
103072,2011,47.629703034
053011,2011,17.053517593
052032,2011,251.91133601
065116,2011,80.183482275
051002,2011,43.184952479
050026,2011,99.768864255
066049,2011,48.312846386
067041,2011,34.587903336
005005,2011,49.71892893
018110,2011,102.27799065
017029,2011,170.10873625
100005,2011,42.598050931
105018,2011,6.3334710175
068028,2011,80.819578828
012133,2011,77.794473918
104025,2011,2.7997480227
019036,2011,17.19717861
070006,2011,55.603617774
047014,2011,47.897823884
046017,2011,22.827886659
072006,2011,61.53509526
044007,2011,21.503688589
055032,2011,39.975831029
104017,2011,52.956611625
014061,2011,4.0277466995
063049,2011,201.95656973
015146,2011,699.17595807
062008,2011,38.435363127
054039,2011,139.26158587
016024,2011,269.79481921
101010,2011,11.322555339
064008,2011,29.985087346
001272,2011,217.27825348
059011,2011,6.5028449947
061022,2011,29.717814172
056059,2011,37.618634056
102047,2011,4.7928285085
004078,2011,53.234049028
013075,2011,106.82755764
110002,2011,5.7252109983
109006,2011,14.001162361
110009,2011,13.00565987
002158,2012,12.931125856
003106,2012,84.037924417
110001,2012,10.382429429
060038,2012,13.598885269
058091,2012,438.17469801
059011,2012,7.3351857365
013075,2012,109.87149196
104017,2012,53.864047558
014061,2012,3.5913896433
015146,2012,689.24393403
102047,2012,4.817987152
103072,2012,46.940111443
016024,2012,271.91639486
101010,2012,13.685286707
105018,2012,6.2795777212
012133,2012,71.877686356
104025,2012,2.7267960147
017029,2012,167.67899065
100005,2012,37.951464294
018110,2012,100.6834192
019036,2012,18.09017845
098031,2012,20.606305215
099014,2012,95.267338082
020030,2012,78.480806766
097042,2012,61.690682629
021008,2012,146.24301828
106015,2012,0.0
010025,2012,236.73359568
011015,2012,136.94893918
105010,2012,2.649240551
096004,2012,22.8560137
022205,2012,189.17943864
023091,2012,148.65000028
094023,2012,28.536596379
095038,2012,4.7126093718
024116,2012,50.777188772
093033,2012,43.971807549
025006,2012,66.960015305
092009,2012,233.95062915
026086,2012,96.471230795
027042,2012,655.70762716
090064,2012,82.801580067
091051,2012,34.138218152
028060,2012,133.09539985
089017,2012,8.7303708383
029041,2012,11.368646174
009056,2012,70.48175884
088009,2012,5.2166039368
030129,2012,98.47025835
031007,2012,23.317862205
086009,2012,38.822050637
087015,2012,57.663732801
032006,2012,332.66946857
085004,2012,7.4367378176
033032,2012,70.083139725
084001,2012,7.8166637058
034027,2012,141.84389683
035033,2012,64.873206588
082053,2012,42.865890998
083048,2012,47.513034963
036023,2012,43.869703966
081021,2012,35.210365203
107009,2012,3.617892121
008031,2012,24.162983522
106025,2012,0.0
037006,2012,246.36024422
080063,2012,40.229468891
038008,2012,54.135004715
039014,2012,39.885826354
078045,2012,62.949240725
079023,2012,52.992475047
040012,2012,57.608942686
077014,2012,21.421329758
041044,2012,28.037236135
108033,2012,38.919655237
006003,2012,36.503675061
007003,2012,53.675836137
107003,2012,1.6870518768
076063,2012,11.094072155
042002,2012,113.17200124
043023,2012,40.513088397
074001,2012,14.750726108
075035,2012,20.3971695
044007,2012,22.790055249
073027,2012,61.034075822
045010,2012,14.470560137
072006,2012,63.382638272
046017,2012,21.57786694
047014,2012,46.016384538
070006,2012,58.016170381
071024,2012,50.30674045
048017,2012,245.03916051
069022,2012,73.782422094
049009,2012,66.955748208
005005,2012,43.615688667
068028,2012,80.552405802
050026,2012,95.678977369
051002,2012,38.914018172
066049,2012,45.15753823
067041,2012,34.550794214
052032,2012,252.45261933
065116,2012,70.514998807
053011,2012,16.940846195
064008,2012,29.875298488
054039,2012,129.40965094
055032,2012,42.096363684
062008,2012,33.626089659
063049,2012,173.18606442
056059,2012,35.477096427
061022,2012,29.856080671
110002,2012,5.6491528901
004078,2012,63.784311117
109006,2012,20.689292568
057059,2012,65.748096657
IT,2012,208.9001285
001272,2012,230.38693431
110009,2012,12.446057822
