area_code,frequency,year,population,sex,age_group,marital_status
ITE42,A,2020,34428,1,TOTAL,1
ITE42,A,2021,34574,1,TOTAL,1
ITE42,A,2022,35226,1,TOTAL,1
ITE42,A,2023,35473,1,TOTAL,1
ITE42,A,2024,35667,1,TOTAL,1
ITE42,A,2025,35952,1,TOTAL,1
ITE43,A,2019,990549,1,TOTAL,1
ITE43,A,2020,994765,1,TOTAL,1
ITE43,A,2021,994234,1,TOTAL,1
ITE43,A,2022,1004319,1,TOTAL,1
ITE43,A,2023,1018308,1,TOTAL,1
ITE43,A,2024,1025587,1,TOTAL,1
ITE43,A,2025,1032622,1,TOTAL,1
ITE44,A,2019,128573,1,TOTAL,1
ITE44,A,2020,129076,1,TOTAL,1
ITE44,A,2021,130696,1,TOTAL,1
ITE44,A,2022,132192,1,TOTAL,1
ITE44,A,2023,133040,1,TOTAL,1
ITE44,A,2024,133893,1,TOTAL,1
ITE44,A,2025,134959,1,TOTAL,1
ITE45,A,2019,106192,1,TOTAL,1
ITE45,A,2020,105642,1,TOTAL,1
ITE45,A,2021,104638,1,TOTAL,1
ITE45,A,2022,105006,1,TOTAL,1
ITE45,A,2023,105001,1,TOTAL,1
ITE45,A,2024,104919,1,TOTAL,1
ITE45,A,2025,105305,1,TOTAL,1
ITF,A,2019,3099477,1,TOTAL,1
ITF,A,2020,3081582,1,TOTAL,1
ITF,A,2021,3046619,1,TOTAL,1
ITF,A,2022,3056945,1,TOTAL,1
ITF,A,2023,3063255,1,TOTAL,1
ITF,A,2024,3068136,1,TOTAL,1
ITF,A,2025,3081451,1,TOTAL,1
ITF1,A,2019,288614,1,TOTAL,1
ITF1,A,2020,287979,1,TOTAL,1
ITF1,A,2021,286955,1,TOTAL,1
ITF1,A,2022,288363,1,TOTAL,1
ITF1,A,2023,290183,1,TOTAL,1
ITF1,A,2024,291881,1,TOTAL,1
ITF1,A,2025,295131,1,TOTAL,1
ITF11,A,2019,67471,1,TOTAL,1
ITF11,A,2020,66875,1,TOTAL,1
ITF11,A,2021,66521,1,TOTAL,1
ITF11,A,2022,66626,1,TOTAL,1
ITF11,A,2023,66721,1,TOTAL,1
ITF11,A,2024,67105,1,TOTAL,1
ITF11,A,2025,67847,1,TOTAL,1
ITF12,A,2019,68475,1,TOTAL,1
ITF12,A,2020,68437,1,TOTAL,1
ITF12,A,2021,68160,1,TOTAL,1
ITF12,A,2022,68265,1,TOTAL,1
ITF12,A,2023,68837,1,TOTAL,1
ITF12,A,2024,69489,1,TOTAL,1
ITF12,A,2025,70765,1,TOTAL,1
ITF13,A,2019,70369,1,TOTAL,1
ITF13,A,2020,70528,1,TOTAL,1
ITF13,A,2021,70554,1,TOTAL,1
ITF13,A,2022,71369,1,TOTAL,1
ITF13,A,2023,71917,1,TOTAL,1
ITF13,A,2024,72100,1,TOTAL,1
ITF13,A,2025,72685,1,TOTAL,1
ITF14,A,2019,82299,1,TOTAL,1
ITF14,A,2020,82139,1,TOTAL,1
ITF14,A,2021,81720,1,TOTAL,1
ITF14,A,2022,82103,1,TOTAL,1
ITF14,A,2023,82708,1,TOTAL,1
ITF14,A,2024,83187,1,TOTAL,1
ITF14,A,2025,83834,1,TOTAL,1
ITF2,A,2019,67863,1,TOTAL,1
ITF2,A,2020,66962,1,TOTAL,1
ITF2,A,2021,65743,1,TOTAL,1
ITF2,A,2022,65801,1,TOTAL,1
ITF2,A,2023,66234,1,TOTAL,1
ITF2,A,2024,66701,1,TOTAL,1
ITF2,A,2025,67118,1,TOTAL,1
ITF21,A,2019,18939,1,TOTAL,1
ITF21,A,2020,18651,1,TOTAL,1
ITF21,A,2021,18349,1,TOTAL,1
ITF21,A,2022,18146,1,TOTAL,1
ITF21,A,2023,18256,1,TOTAL,1
ITF21,A,2024,18287,1,TOTAL,1
ITF21,A,2025,18348,1,TOTAL,1
ITF22,A,2019,48924,1,TOTAL,1
ITF22,A,2020,48311,1,TOTAL,1
ITF22,A,2021,47394,1,TOTAL,1
ITF22,A,2022,47655,1,TOTAL,1
ITF22,A,2023,47978,1,TOTAL,1
ITF22,A,2024,48414,1,TOTAL,1
ITF22,A,2025,48770,1,TOTAL,1
ITF3,A,2019,1315105,1,TOTAL,1
ITF3,A,2020,1309173,1,TOTAL,1
ITF3,A,2021,1290489,1,TOTAL,1
ITF3,A,2022,1295682,1,TOTAL,1
ITF3,A,2023,1298982,1,TOTAL,1
ITF3,A,2024,1301575,1,TOTAL,1
ITF3,A,2025,1305709,1,TOTAL,1
ITF31,A,2019,210143,1,TOTAL,1
ITF31,A,2020,209648,1,TOTAL,1
ITF31,A,2021,207481,1,TOTAL,1
ITF31,A,2022,208308,1,TOTAL,1
ITF31,A,2023,209658,1,TOTAL,1
ITF31,A,2024,210555,1,TOTAL,1
ITF31,A,2025,212421,1,TOTAL,1
ITF32,A,2019,61813,1,TOTAL,1
ITF32,A,2020,60942,1,TOTAL,1
ITF32,A,2021,59490,1,TOTAL,1
ITF32,A,2022,59190,1,TOTAL,1
ITF32,A,2023,59078,1,TOTAL,1
ITF32,A,2024,59219,1,TOTAL,1
ITF32,A,2025,59336,1,TOTAL,1
ITF33,A,2019,703577,1,TOTAL,1
ITF33,A,2020,700898,1,TOTAL,1
ITF33,A,2021,691075,1,TOTAL,1
ITF33,A,2022,694267,1,TOTAL,1
ITF33,A,2023,695794,1,TOTAL,1
ITF33,A,2024,696462,1,TOTAL,1
ITF33,A,2025,697272,1,TOTAL,1
ITF34,A,2019,92271,1,TOTAL,1
ITF34,A,2020,91112,1,TOTAL,1
ITF34,A,2021,89396,1,TOTAL,1
ITF34,A,2022,89731,1,TOTAL,1
ITF34,A,2023,89630,1,TOTAL,1
ITF34,A,2024,89898,1,TOTAL,1
ITF34,A,2025,90190,1,TOTAL,1
ITF35,A,2019,247301,1,TOTAL,1
ITF35,A,2020,246573,1,TOTAL,1
ITF35,A,2021,243047,1,TOTAL,1
ITF35,A,2022,244186,1,TOTAL,1
ITF35,A,2023,244822,1,TOTAL,1
ITF35,A,2024,245441,1,TOTAL,1
ITF35,A,2025,246490,1,TOTAL,1
ITF4,A,2019,866228,1,TOTAL,1
ITF4,A,2020,862472,1,TOTAL,1
ITF4,A,2021,861051,1,TOTAL,1
ITF4,A,2022,863534,1,TOTAL,1
ITF4,A,2023,864309,1,TOTAL,1
ITF4,A,2024,864399,1,TOTAL,1
ITF4,A,2025,867001,1,TOTAL,1
ITF41,A,2019,138673,1,TOTAL,1
ITF41,A,2020,137851,1,TOTAL,1
ITF41,A,2021,137765,1,TOTAL,1
ITF41,A,2022,138107,1,TOTAL,1
ITF41,A,2023,138198,1,TOTAL,1
ITF41,A,2024,138468,1,TOTAL,1
ITF41,A,2025,138776,1,TOTAL,1
ITF42,A,2019,265686,1,TOTAL,1
ITF42,A,2020,264548,1,TOTAL,1
ITF42,A,2021,265662,1,TOTAL,1
ITF42,A,2022,265905,1,TOTAL,1
ITF42,A,2023,266273,1,TOTAL,1
ITF42,A,2024,266460,1,TOTAL,1
ITF42,A,2025,267432,1,TOTAL,1
ITF43,A,2019,123401,1,TOTAL,1
ITF43,A,2020,122760,1,TOTAL,1
ITF43,A,2021,122784,1,TOTAL,1
ITF43,A,2022,123384,1,TOTAL,1
ITF43,A,2023,123351,1,TOTAL,1
ITF43,A,2024,123415,1,TOTAL,1
ITF43,A,2025,123627,1,TOTAL,1
ITF44,A,2019,84215,1,TOTAL,1
ITF44,A,2020,83988,1,TOTAL,1
ITF44,A,2021,83325,1,TOTAL,1
ITF44,A,2022,83621,1,TOTAL,1
ITF44,A,2023,83872,1,TOTAL,1
ITF44,A,2024,83809,1,TOTAL,1
ITF44,A,2025,84091,1,TOTAL,1
ITF45,A,2019,168801,1,TOTAL,1
ITF45,A,2020,168469,1,TOTAL,1
ITF45,A,2021,167540,1,TOTAL,1
ITF45,A,2022,168484,1,TOTAL,1
ITF45,A,2023,168794,1,TOTAL,1
ITF45,A,2024,168786,1,TOTAL,1
ITF45,A,2025,169562,1,TOTAL,1
ITF5,A,2019,124792,1,TOTAL,1
ITF5,A,2020,123757,1,TOTAL,1
ITF5,A,2021,122441,1,TOTAL,1
ITF5,A,2022,122306,1,TOTAL,1
ITF5,A,2023,122385,1,TOTAL,1
ITF5,A,2024,121951,1,TOTAL,1
ITF5,A,2025,122226,1,TOTAL,1
ITF51,A,2019,80542,1,TOTAL,1
ITF51,A,2020,79623,1,TOTAL,1
ITF51,A,2021,78427,1,TOTAL,1
ITF51,A,2022,78196,1,TOTAL,1
ITF51,A,2023,78005,1,TOTAL,1
ITF51,A,2024,77498,1,TOTAL,1
ITF51,A,2025,77599,1,TOTAL,1
ITF52,A,2019,44250,1,TOTAL,1
ITF52,A,2020,44134,1,TOTAL,1
ITF52,A,2021,44014,1,TOTAL,1
ITF52,A,2022,44110,1,TOTAL,1
ITF52,A,2023,44380,1,TOTAL,1
ITF52,A,2024,44453,1,TOTAL,1
ITF52,A,2025,44627,1,TOTAL,1
ITF6,A,2019,436875,1,TOTAL,1
ITF6,A,2020,431239,1,TOTAL,1
ITF6,A,2021,419940,1,TOTAL,1
ITF6,A,2022,421259,1,TOTAL,1
ITF6,A,2023,421162,1,TOTAL,1
ITF6,A,2024,421629,1,TOTAL,1
ITF6,A,2025,424266,1,TOTAL,1
ITF61,A,2019,155993,1,TOTAL,1
ITF61,A,2020,155163,1,TOTAL,1
ITF61,A,2021,150646,1,TOTAL,1
ITF61,A,2022,151826,1,TOTAL,1
ITF61,A,2023,152438,1,TOTAL,1
ITF61,A,2024,153338,1,TOTAL,1
ITF61,A,2025,154622,1,TOTAL,1
ITF62,A,2019,42506,1,TOTAL,1
ITF62,A,2020,40657,1,TOTAL,1
ITF62,A,2021,38777,1,TOTAL,1
ITF62,A,2022,38472,1,TOTAL,1
ITF62,A,2023,38259,1,TOTAL,1
ITF62,A,2024,38012,1,TOTAL,1
ITF62,A,2025,38567,1,TOTAL,1
ITF63,A,2019,78864,1,TOTAL,1
ITF63,A,2020,78254,1,TOTAL,1
ITF63,A,2021,76788,1,TOTAL,1
ITF63,A,2022,77151,1,TOTAL,1
ITF63,A,2023,77169,1,TOTAL,1
ITF63,A,2024,77584,1,TOTAL,1
ITF63,A,2025,78060,1,TOTAL,1
ITF64,A,2019,36623,1,TOTAL,1
ITF64,A,2020,36048,1,TOTAL,1
ITF64,A,2021,35226,1,TOTAL,1
ITF64,A,2022,35246,1,TOTAL,1
ITF64,A,2023,35190,1,TOTAL,1
ITF64,A,2024,35324,1,TOTAL,1
ITF64,A,2025,35598,1,TOTAL,1
ITF65,A,2019,122889,1,TOTAL,1
ITF65,A,2020,121117,1,TOTAL,1
ITF65,A,2021,118503,1,TOTAL,1
ITF65,A,2022,118564,1,TOTAL,1
ITF65,A,2023,118106,1,TOTAL,1
ITF65,A,2024,117371,1,TOTAL,1
ITF65,A,2025,117419,1,TOTAL,1
ITFG,A,2019,4586437,1,TOTAL,1
ITFG,A,2020,4558587,1,TOTAL,1
ITFG,A,2021,4500143,1,TOTAL,1
ITFG,A,2022,4521931,1,TOTAL,1
ITFG,A,2023,4530694,1,TOTAL,1
ITFG,A,2024,4537703,1,TOTAL,1
ITFG,A,2025,4556149,1,TOTAL,1
ITG,A,2019,1486960,1,TOTAL,1
ITG,A,2020,1477005,1,TOTAL,1
ITG,A,2021,1453524,1,TOTAL,1
ITG,A,2022,1464986,1,TOTAL,1
ITG,A,2023,1467439,1,TOTAL,1
ITG,A,2024,1469567,1,TOTAL,1
ITG,A,2025,1474698,1,TOTAL,1
ITG1,A,2019,1094332,1,TOTAL,1
ITG1,A,2020,1086849,1,TOTAL,1
ITG1,A,2021,1072142,1,TOTAL,1
ITG1,A,2022,1080228,1,TOTAL,1
ITG1,A,2023,1082503,1,TOTAL,1
ITG1,A,2024,1084110,1,TOTAL,1
ITG1,A,2025,1088940,1,TOTAL,1
ITG11,A,2019,93579,1,TOTAL,1
ITG11,A,2020,93112,1,TOTAL,1
ITG11,A,2021,92297,1,TOTAL,1
ITG11,A,2022,92601,1,TOTAL,1
ITG11,A,2023,92743,1,TOTAL,1
ITG11,A,2024,92668,1,TOTAL,1
ITG11,A,2025,93040,1,TOTAL,1
ITG12,A,2019,272000,1,TOTAL,1
ITG12,A,2020,269312,1,TOTAL,1
ITG12,A,2021,264826,1,TOTAL,1
ITG12,A,2022,266459,1,TOTAL,1
ITG12,A,2023,266324,1,TOTAL,1
ITG12,A,2024,266110,1,TOTAL,1
ITG12,A,2025,266623,1,TOTAL,1
ITG13,A,2019,136532,1,TOTAL,1
ITG13,A,2020,135860,1,TOTAL,1
ITG13,A,2021,132914,1,TOTAL,1
ITG13,A,2022,134162,1,TOTAL,1
ITG13,A,2023,134599,1,TOTAL,1
ITG13,A,2024,135111,1,TOTAL,1
ITG13,A,2025,135662,1,TOTAL,1
ITG14,A,2019,94037,1,TOTAL,1
ITG14,A,2020,92761,1,TOTAL,1
ITG14,A,2021,90208,1,TOTAL,1
ITG14,A,2022,90528,1,TOTAL,1
ITG14,A,2023,90336,1,TOTAL,1
ITG14,A,2024,89978,1,TOTAL,1
ITG14,A,2025,89948,1,TOTAL,1
ITG15,A,2019,56747,1,TOTAL,1
ITG15,A,2020,55597,1,TOTAL,1
ITG15,A,2021,54833,1,TOTAL,1
ITG15,A,2022,54533,1,TOTAL,1
ITG15,A,2023,54164,1,TOTAL,1
ITG15,A,2024,53727,1,TOTAL,1
ITG15,A,2025,53469,1,TOTAL,1
ITG16,A,2019,35609,1,TOTAL,1
ITG16,A,2020,35027,1,TOTAL,1
ITG16,A,2021,34225,1,TOTAL,1
ITG16,A,2022,34234,1,TOTAL,1
ITG16,A,2023,34029,1,TOTAL,1
ITG16,A,2024,33830,1,TOTAL,1
ITG16,A,2025,33829,1,TOTAL,1
ITG17,A,2019,245351,1,TOTAL,1
ITG17,A,2020,244469,1,TOTAL,1
ITG17,A,2021,243608,1,TOTAL,1
ITG17,A,2022,246607,1,TOTAL,1
ITG17,A,2023,247376,1,TOTAL,1
ITG17,A,2024,248335,1,TOTAL,1
ITG17,A,2025,249692,1,TOTAL,1
ITG18,A,2019,72133,1,TOTAL,1
ITG18,A,2020,72688,1,TOTAL,1
ITG18,A,2021,72485,1,TOTAL,1
ITG18,A,2022,73546,1,TOTAL,1
ITG18,A,2023,74738,1,TOTAL,1
ITG18,A,2024,75734,1,TOTAL,1
ITG18,A,2025,77458,1,TOTAL,1
ITG19,A,2019,88344,1,TOTAL,1
ITG19,A,2020,88023,1,TOTAL,1
ITG19,A,2021,86746,1,TOTAL,1
ITG19,A,2022,87558,1,TOTAL,1
ITG19,A,2023,88194,1,TOTAL,1
ITG19,A,2024,88617,1,TOTAL,1
ITG19,A,2025,89219,1,TOTAL,1
ITG2,A,2019,392628,1,TOTAL,1
ITG2,A,2020,390156,1,TOTAL,1
ITG2,A,2021,381382,1,TOTAL,1
ITG2,A,2022,384758,1,TOTAL,1
ITG2,A,2023,384936,1,TOTAL,1
ITG2,A,2024,385457,1,TOTAL,1
ITG2,A,2025,385758,1,TOTAL,1
ITG25,A,2019,117758,1,TOTAL,1
ITG25,A,2020,117281,1,TOTAL,1
ITG25,A,2021,114203,1,TOTAL,1
ITG25,A,2022,115349,1,TOTAL,1
ITG25,A,2023,115574,1,TOTAL,1
ITG25,A,2024,116113,1,TOTAL,1
ITG25,A,2025,116465,1,TOTAL,1
ITG26,A,2019,53312,1,TOTAL,1
ITG26,A,2020,52657,1,TOTAL,1
ITG26,A,2021,51454,1,TOTAL,1
ITG26,A,2022,51690,1,TOTAL,1
ITG26,A,2023,51422,1,TOTAL,1
ITG26,A,2024,51323,1,TOTAL,1
ITG26,A,2025,51150,1,TOTAL,1
ITG27,A,2019,100895,1,TOTAL,1
ITG27,A,2020,100972,1,TOTAL,1
ITG27,A,2021,99497,1,TOTAL,1
ITG27,A,2022,100504,1,TOTAL,1
ITG27,A,2023,101110,1,TOTAL,1
ITG27,A,2024,101231,1,TOTAL,1
ITG27,A,2025,101473,1,TOTAL,1
ITG28,A,2019,37723,1,TOTAL,1
ITG28,A,2020,37273,1,TOTAL,1
ITG28,A,2021,36459,1,TOTAL,1
ITG28,A,2022,36631,1,TOTAL,1
ITG28,A,2023,36540,1,TOTAL,1
ITG28,A,2024,36505,1,TOTAL,1
ITG28,A,2025,36447,1,TOTAL,1
