area_code,year,healthcare_worker_density
ITC1,2018,3800.0
ITC1,2018,213.0
ITC1,2018,3669.0
ITC1,2018,660.0
ITC1,2018,249.0
ITC1,2018,1147.0
ITC1,2018,3009.0
ITC1,2018,418.0
ITC1,2018,25700.0
ITC1,2018,312.0
ITC1,2018,588.0
ITC1,2018,7119.0
ITC1,2018,312.0
ITC1,2018,972.0
ITC1,2018,411.0
ITC1,2018,561.0
ITC1,2018,6418.0
ITC1,2018,12298.0
ITC1,2018,614.0
ITC1,2018,15967.0
ITC1,2018,311.0
ITC1,2018,2.27
ITC1,2018,1.77
ITC1,2018,8.76
ITC1,2018,0.49
ITC1,2018,8.46
ITC1,2018,1.52
ITC1,2018,0.57
ITC1,2018,2.64
ITC1,2018,6.93
ITC1,2018,0.96
ITC1,2018,59.23
ITC1,2018,0.72
ITC1,2018,1.36
ITC1,2018,16.41
ITC1,2018,0.72
ITC1,2018,2.24
ITC1,2018,0.95
ITC1,2018,1.29
ITC1,2018,14.79
ITC1,2018,28.34
ITC1,2018,1.41
ITC1,2018,36.8
ITC1,2018,0.72
ITC1,2019,1002.0
ITC1,2019,808.0
ITC1,2019,3882.0
ITC1,2019,210.0
ITC1,2019,3611.0
ITC1,2019,659.0
ITC1,2019,257.0
ITC1,2019,1182.0
ITC1,2019,2952.0
ITC1,2019,425.0
ITC1,2019,26584.0
ITC1,2019,317.0
ITC1,2019,594.0
ITC1,2019,7114.0
ITC1,2019,312.0
ITC1,2019,963.0
ITC1,2019,401.0
ITC1,2019,562.0
ITC1,2019,6248.0
ITC1,2019,12386.0
ITC1,2019,627.0
ITC1,2019,15997.0
ITC1,2019,319.0
ITC1,2019,2.32
ITC1,2019,1.87
ITC1,2019,8.99
ITC1,2019,0.49
ITC1,2019,8.36
ITC1,2019,1.53
ITC1,2019,0.59
ITC1,2019,2.74
ITC1,2019,6.83
ITC1,2019,0.98
